#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
baron_hunnic;Taishi;Taishi;Taishi;;Taishi mongol;;;;;;;;;x
duchy_of_hunnicn;High Chiefdom of;Grande chefferie de;Großhäuptlingstum von;;Alto Cacicazgo de;;;;;;;;;x
county_of_hunnic;Chiefdom of;Chefferie de;Häuptlingdom von;;Cacicazgo de;;;;;;;;;x
barony_of_hunnic;Taishi of;Taishi de;Taishi von;;Taishi de;;;;;;;;;x
south_african;South African;;;;;;;;;;;;;x
zulu;Zulu;;;;;;;;;;;;;x
ca_culture_zulu_1;Stick Fighting Grounds;;;;;;;;;;;;;x
ca_culture_zulu_2;Large Stick Fighting Grounds;;;;;;;;;;;;;x
ca_culture_zulu_3;Grand Stick Fighting Grounds;;;;;;;;;;;;;x
ca_culture_zulu_4;Stick Fighting Tournaments;;;;;;;;;;;;;x
RETTYPE_CUL_ZULU;Impi Warrior;;;;;;;;;;;;;x
emperor_zulu;Great Warlord;Grand Chef Militaire;Große Kriegsherr;;Gran Jefe Militar;;;;;;;;;x
emperor_female_zulu;Great Warlady;Grand Chef Militaire;Große Kriegsherr;;Gran Jefe Militar;;;;;;;;;x
king_zulu;Warlord;Chef Militaire;Kriegsherr;;Jefe Militar;;;;;;;;;x
king_female_zulu;Warlady;Chef Militaire;Kriegsdame;;Jefe Militar;;;;;;;;;x
duke_zulu;High Chief;Grand Chef;Großhäuptling;;Alto mandatario;;;;;;;;;x
duke_female_zulu;High Chieftess;Grand cheftaine;Großhäuptling;;Alto mandatario;;;;;;;;;x
count_zulu;Chief;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
count_female_zulu;Chieftess;Cheftaine;Häuptling;;Mandatario;;;;;;;;;x
baron_zulu;Elder;Aîné;Ältere;;Anciano;;;;;;;;;x
baron_female_zulu;Elder;Aîné;Ältere;;Anciano;;;;;;;;;x
city_baron_zulu;Elder;Aîné;Ältere;;Anciano;;;;;;;;;x
city_female_baron_zulu;Elder;Aîné;Ältere;;Anciano;;;;;;;;;x
quechua;Quechua;Quechua;Quechua;;Quechua;;;;;;;;;x
ca_culture_quechua_1;Kamayuk Warrior Lodge I;;;;;;;;;;;;;x
ca_culture_quechua_1_desc;The fearless warriors of the Kamayuk order are trained here. They represent the elite of the Inca war machine and entire armies have been known to rout at the sight them.;;;;;;;;;;;;;x
ca_culture_quechua_2;Kamayuk Warrior Lodge II;;;;;;;;;;;;;x
ca_culture_quechua_3;Kamayuk Warrior Lodge III;;;;;;;;;;;;;x
ca_culture_quechua_4;Kamayuk Warrior Lodge IV;;;;;;;;;;;;;x
RETTYPE_CUL_QUECHUA;Kamayuk;Kamayuk;Kamayuk;;Kamayuk;;;;;;;;;x
emperor_quechua;Sapa Inca;Sapa Inca;Sapa Inca;;Sapa Inca;;;;;;;;;x
emperor_female_quechua;Sapa Inca;Sapa Inca;Sapa Inca;;Sapa Inca;;;;;;;;;x
king_quechua;Apu;Apu;Apu;;Apu;;;;;;;;;x
king_female_quechua;Apu;Apu;Apu;;Apu;;;;;;;;;x
duke_quechua;Toqrikoq;Toqrikoq;Toqrikoq;;Toqrikoq;;;;;;;;;x
duke_female_quechua;Toqrikoq;Toqrikoq;Toqrikoq;;Toqrikoq;;;;;;;;;x
count_quechua;Kurakakuna;Kurakakuna;Kurakakuna;;Kurakakuna;;;;;;;;;x
count_female_quechua;Kurakakuna;Kurakakuna;Kurakakuna;;Kurakakuna;;;;;;;;;x
baron_quechua;Mallku;Mallku;Mallku;;Mallku;;;;;;;;;x
baron_female_quechua;Mallku;Mallku;Mallku;;Mallku;;;;;;;;;x
job_chancellor_quechua;Amawtakuna;Amawtakuna;Amawtakuna;;Amawtakuna;;;;;;;;;x
job_marshal_quechua;Apusquispay;Apusquispay;Apusquispay;;Apusquispay;;;;;;;;;x
job_treasurer_quechua;Ihcamcavil;Ihcamcavil;Ihcamcavil;;Ihcamcavil;;;;;;;;;x
job_spymaster_quechua;Kakzik;Kakzik;Kakzik;;Kakzik;;;;;;;;;x
job_spiritual_quechua;Villac-umu;Villac-umu;Villac-umu;;Villac-umu;;;;;;;;;x
temple_king_catholic;Patriarch;Patriarche;Patriarch;;Patriarca;;;;;;;;;x
temple_kingdom_catholic;Patriarchate;Patriarcat;Patriarchat;;Patriarcado;;;;;;;;;x
temple_kingdom_of_catholic;Patriarchate of;Patriarcat de;Patriarchat von;;Patriarcado de;;;;;;;;;x
hussite;Hussite;;;;;;;;;;;;;x
hussite_DESC;Heavily influenced by the Lollard movement within the Catholic Church, the Hussite heretics were a proto-Protestant movement who advocated nationalism and increasing awareness to social issues. Defining features in-game:\n§Y*§! Autocephalous Patriarchs under Kings\n§Y*§! Patriarchs can grant divorces;;;;;;;;;;;;;x
temple_king_orthodox;Patriarch;Patriarche;Patriarch;;Patriarca;;;;;;;;;x
temple_duke_orthodox;Metropolitan Archbishop;Métropolitain Archevêque;Metropolit-Erzbischof;;Metropolitano arzobispo;;;;;;;;;x
temple_kingdom_orthodox;Patriarchate;Patriarcat;Patriarchat;;Patriarcado;;;;;;;;;x
temple_duchy_orthodox;Metropolitan Archbishopric;Metropolitan Archevêché;Metropolitan Erzbistum;;Metropolitana Arzobispado;;;;;;;;;x
temple_county_orthodox;Metropolis;Métropole;Metropole;;Metrópoli;;;;;;;;;x
temple_kingdom_of_orthodox;Patriarchate of;Patriarcat de;Patriarchat von;;Patriarcado de;;;;;;;;;x
temple_duchy_of_orthodox;Metropolitan Archbishopric of;Metropolitan Archevêché de;Metropolitan Erzbistum von;;Metropolitana Arzobispado de;;;;;;;;;x
temple_county_of_orthodox;Metropolis of;Métropole de;Metropole von;;Metrópoli de;;;;;;;;;x
temple_duke_female_pagan_group;Archpriestess;;;;;;;;;;;;;x
temple_king_miaphysite;Catholicos;Catholicos;Katholikos;;Catholicos;;;;;;;;;x
temple_duke_miaphysite;Metropolitan Archbishop;Métropolitain Archevêque;Metropolit-Erzbischof;;Metropolitano arzobispo;;;;;;;;;x
temple_count_miaphysite;Metropolitan;Métropolitain;Metropolit;;Metropolitano;;;;;;;;;x
temple_kingdom_miaphysite;Catholicosate;Catholicossat;Katholikat;;Catolicosado;;;;;;;;;x
temple_duchy_miaphysite;Metropolitan Archbishopric;Metropolitan Archevêché;Metropolitan Erzbistum;;Metropolitana Arzobispado;;;;;;;;;x
temple_county_miaphysite;Metropolis;Métropole;Metropole;;Metrópoli;;;;;;;;;x
temple_kingdom_of_miaphysite;Catholicosate of;Catholicossat de;Katholikat von;;Catolicosado de;;;;;;;;;x
temple_duchy_of_miaphysite;Metropolitan Archbishopric of;Metropolitan Archevêché de;Metropolitan Erzbistum von;;Metropolitana Arzobispado de;;;;;;;;;x
temple_county_of_miaphysite;Metropolis of;Métropole de;Metropole von;;Metrópoli de;;;;;;;;;x
temple_duke_female_pagan_group;Archpriestess;;;;;;;;;;;;;x
tondrakian_DESC;Tondrakians are a heretical Christian sect which may have been a derivative of Paulicianism originating in the city of Tondrak, Armenia. They deny the sacramentality of marriage and thus encourages sexual promiscuity. They have no formal rites and no strict church hierarchy. Defining features in-game:\n§Y*§! There is no religious head\n§Y*§! Tondrakians may install women as priests\n§Y*§! Tondrakians may have concubines;;;;;;;;;;;;;x
CATHOLICOS_PATRIARCH;Catholicos-Patriarch;;;;;;;;;;;;;x
temple_king_nestorian;Catholicos;Catholicos;Katholikos;;Catholicos;;;;;;;;;x
temple_duke_nestorian;Metropolitan Archbishop;Métropolitain Archevêque;Metropolit-Erzbischof;;Metropolitano arzobispo;;;;;;;;;x
temple_count_nestorian;Metropolitan;Métropolitain;Metropolit;;Metropolitano;;;;;;;;;x
temple_kingdom_nestorian;Catholicosate;Catholicossat;Katholikat;;Catolicosado;;;;;;;;;x
temple_duchy_nestorian;Metropolitan Archbishopric;Metropolitan Archevêché;Metropolitan Erzbistum;;Metropolitana Arzobispado;;;;;;;;;x
temple_county_nestorian;Metropolis;Métropole;Metropole;;Metrópoli;;;;;;;;;x
temple_kingdom_of_nestorian;Catholicosate of;Catholicossat de;Katholikat von;;Catolicosado de;;;;;;;;;x
temple_duchy_of_nestorian;Metropolitan Archbishopric of;Metropolitan Archevêché de;Metropolitan Erzbistum von;;Metropolitana Arzobispado de;;;;;;;;;x
temple_county_of_nestorian;Metropolis of;Métropole de;Metropole von;;Metrópoli de;;;;;;;;;x
temple_duke_female_pagan_group;Archpriestess;Archprêtresse;Erzpriesterin;;Arzosacerdotisa;;;;;;;;;x
temple_count_female_pagan_group;High Priestess;Grande Prêtresse;Hohepriesterin;;Suma Sacerdotisa;;;;;;;;;x
temple_baron_female_pagan_group;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
south_african_pagan_reformed;South African;;;;;;;;;;;;;x
south_african_pagan_reformed_desc;The reformed South African religion is a fusion of many popular beliefs, but most prominently of the beliefs of the Zulu and the Sens people with a single Holy Book including a creation myth, chapters on the spirits, totem animal fables and gods, most prominent being Unkulunkulu and Cagn. The church also has a standardized liturgy and a formal church hierarchy led by a High Priest (or Priestess), who can be vassalized by secular rulers. Defining features in-game:\n§Y*§! There is always a High Priest, even if unlanded\n§Y*§! The High Priest can call Great Holy Wars;;;;;;;;;;;;;x
d_south_african_pagan_reformed;The South African Church;;;;;;;;;;;;;x
d_south_african_pagan_reformed_adj;South African;;;;;;;;;;;;;x
d_swamp_guardians;Guardians of the Swamp;;;;;;;;;;;;;x
d_swamp_guardians_adj;Swamp Guardian;;;;;;;;;;;;;x
south_african_pagan;South African;;;;;;;;;;;;;x
south_african_pagan_desc;South African religion is a blanket term for the diverse pagan beliefs of the tribes of Sub-Saharan South Africa. Ancestor worship, animism and totemistic shamanism dominate, but there also various pantheons of gods. Defining features in-game:\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Defensive bonuses in South African Pagan counties\n§Y*§! The West African Pagan faith can be Reformed;;;;;;;;;;;;;x
GOD_UNKULUNKULU;Unkulunkulu;Unkulunkulu;Unkulunkulu;;Unkulunkulu;;;;;;;;;x
GOD_MAMLAMBO;Mamlambo;Mamlambo;Mamlambo;;Mamlambo;;;;;;;;;x
GOD_NOKHUBULWANE;Nokhubulwane;Nokhubulwane;Nokhubulwane;;Nokhubulwane;;;;;;;;;x
GOD_CAGN;Cagn;Cagn;Cagn;;Cagn;;;;;;;;;x
GOD_COTI;Coti;Coti;Coti;;Coti;;;;;;;;;x
inca_reformed;Inca;;;;;;;;;;;;;x
inca_reformed_DESC;The reformed Inca religion has a proper Holy Book, a standardized liturgy and a formed church hierarchy led by a dedicated High Priest who can be vassalized by secular rulers. Defining features in-game:\n§Y*§! There is always a High Priest, even if unlanded\n§Y*§! The High Priest can call Great Holy Wars;;;;;;;;;;;;;x
d_inca_reformed;The Inca Church;;;;;;;;;;;;;x
d_inca_reformed_adj;Inca;;;;;;;;;;;;;x
d_ayar_cachi;Cult of Ayar Chachi;Culte de Ayar Chachi;Kult des Ayar Chachi;;Culto de Ayar Chachi;;;;;;;;;x
d_ayar_cachi_adj;Ayar Cachi;Ayar Cachi;Ayar Cachi;;Ayar Cachi;;;;;;;;;x
inca;Inca;;;;;;;;;;;;;x
inca_DESC;The Inca religion features a creation myth centered the legendary founder of the Inca Dynasty, Manco Cápac. Revered as a god of fire and sun, the mythology features his coming to power as its legend. The Incas permitted different cultures to keep their individual religions, which resulted in overlapping of the various gods. Some of the gods are Inti, god of sun, Viracocha, god of everything, Yakumama, mother of water and Apu Illapu, god of thunder and lightning. Defining features in game:\n§Y*§! Low-tech non-pagans have very low Supply Limit in Pagan counties\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Rulers lose Prestige if at peace for too long\n§Y*§! The Inca faith can be reformed;;;;;;;;;;;;;x
GOD_INTI;Inti;Inti;Inti;;Inti;;;;;;;;;x
GOD_MANCO_CAPAC;Manco Capac;Manco Capac;Manco Capac;;Manco Capac;;;;;;;;;x
GOD_VIRACOCHA;Viracocha;Viracocha;Viracocha;;Viracocha;;;;;;;;;x
GOD_YAKUMAMA;Yakumama;Yakumama;Yakumama;;Yakumama;;;;;;;;;x
GOD_APU_ILLAPU;Apu Illapu;Apu Illapu;Apu Illapu;;Apu Illapu;;;;;;;;;x
GOD_AYAR_CACHI;Ayar Cachi;Ayar Cachi;Ayar Cachi;;Ayar Cachi;;;;;;;;;x
d_hellenic_pagan;College of Pontiffs;;;;;;;;;;;;;x
d_hellenic_pagan_adj;Pontifical;;;;;;;;;;;;;x
PONTIFEX_MAXIMUS;Pontifex Maximus;;;;;;;;;;;;;x
PONTIFEX_MAXIMUS_greek;Archon Basileus;;;;;;;;;;;;;x
temple_king_hellenic_pagan;Rex Sacrorum;;;;;;;;;;;;;x
temple_duke_hellenic_pagan;Pontifex;;;;;;;;;;;;;x
temple_king_zoroastrian;Dastur i-Shah;Chah i-Dastur;Dastur i-Schah;;Shah i-Dastur;;;;;;;;;x
temple_duke_zoroastrian;Dastur;Dastur;Dastur;;Dastur;;;;;;
temple_duke_female_zoroastrian;Dasturyar;Dasturyar;Dasturyar;;Dasturyar;;;;;;;;;x
temple_count_zoroastrian;Mobad;Mobad;Mobad;;Mobad;;;;;;;;;x
temple_count_female_zoroastrian;Mobedyar;Mobedyar;Mobedyar;;Mobedyar;;;;;;;;;x
temple_baron_zoroastrian;Herbad;Herbad;Herbad;;Herbad;;;;;;;;x
temple_baron_female_zoroastrian;Herbadyar;Herbadyar;Herbadyar;;Herbadyar;;;;;;;;;x
temple_empire_zoroastrian;Atash i-Shahanshahdom;Atash i-Shahanshahdom;Atash i-Shahanshahdom;;Atash i-Shahanshahdom;;;;;;;;;x
temple_kingdom_zoroastrian;Atash i-Shahdom;Atash i-Shahdom;Atash i-Shahdom;;Atash i-Shahdom;;;;;;;;;x
temple_duchy_zoroastrian;Atash i-Vahram;Atash i-Vahram;Atash i-Vahram;;Atash i-Vahram;;;;;;;;;x
temple_county_zoroastrian;Atash i-Adaran;Atash i-Adaran;Atash i-Adaran;;Atash i-Adaran del jeque;;;;;;;;;x
temple_barony_zoroastrian;Atashkada;Atashkada;Atashkada;;Atashkada;;;;;;;;;x
temple_empire_of_zoroastrian;Atash i-Shahanshahdom of;Atash i-Shahanshahdom de;Atash i-Shahanshahdom von;;Atash i-Shahanshahdom de;;;;;;;;;x
temple_kingdom_of_zoroastrian;Atash i-Shahdom of;Atash i-Shahdom de;Atash i-Shahdom von;;Atash i-Shahdom de;;;;;;;;;x
temple_duchy_of_zoroastrian;Atash i-Vahram of;Atash i-Vahram de;Atash i-Vahram von;;Atash i-Vahram de;;;;;;;;;x
temple_county_of_zoroastrian;Atash i-Adaran of;Atash i-Adaran de;Atash i-Adaran von;;Atash i-Adaran del jeque de;;;;;;;;;x
temple_barony_of_zoroastrian;Atashkada of;Atashkada de;Atashkada von;;Atashkada de;;;;;;;;;x
kabbalah;Kabbalah;;;;;;;;;;;;;x
kabbalah_DESC;Kabbalah Judaism is a Jewish movement with Gnostic influences. Adopting relgious thoughts from other religions, Kabbalah is a set of esoteric teachings meant to explain the relationship between an unchanging, eternal, and mysterious Ein Sof, and the mortal and finite universe. Defining features in-game:\n§Y*§! There is no religious head\n§Y*§! Kabbalah Jews may install women as priests\n§Y*§! Can restore Israel if the Promised Land is reclaimed;;;;;;;;;;;;;x
