papuan_FEATURES;§Y*§! Eligible for the §YMandala§! government if §YHindu§!, §YBuddhist§!, or §YJain§!.;;;;;;;;;;;;;x
rauic_group;Rau;;;;;;;;;;;;;x
rauic_group_FEATURES;§Y*§! Unlocks access to various Chinese governments if §YBuddhist§!.\n§Y*§! Eligible for the §YMandala§! government if §YHindu§! or §YJain§!.;;;;;;;;;;;;;x
zhuang;Zhuang;;;;;;;;;;;;;x
dong;Dong;;;;;;;;;;;;;x
hlai;Li;;;;;;;;;;;;;x
sulawesi_group;Sulawesi;;;;;;;;;;;;;x
sulawesi_group_FEATURES;§Y*§! Eligible for the §YMandala§! government if §YHindu§!, §YBuddhist§!, or §YJain§!.;;;;;;;;;;;;;x
minahasan;Minahasan;minahasan;Minahasan;;Minahasan;;;;;;;;x
buginese;Buginese;;;;;;;;;;;;;x
taiwanese_group;Taiwanese;Taïwanais;Taiwanese;;Taiwanés;;;;;;;;;x
taiwanese_group_FEATURES;§Y*§! Eligible for the §YMandala§! government if §YHindu§!, §YBuddhist§!, or §YJain§!.;;;;;;;;;;;;;x
taiwanese;Taiwanese;taïwanais;Taiwanese;;Taiwanés;;;;;;;;;x
tai_kadai_group;Tai-Kadai;;;;;;;;;;;;;x
tai_kadai_group_FEATURES;§Y*§! Eligible for the §YMandala§! government if §YHindu§!, §YBuddhist§!, or §YJain§!.;;;;;;;;;;;;;x
dai;Dai;;;;;;;;;;;;;x
thai;Thai;thaïlandais;Thai;;Tailandés;;;;;;;;;x
lanna;Khon Mueang;;;;;;;;;;;;;x
paktai;Pak Tai;;;;;;;;;;;;;x
lao;Lao;lao;Lao;;Lao;;;;;;;;;x
shan;Shan;shan;Shan;;Shan;;;;;;;;;x
# Tibetan Group
nakhi;Nakhi;;;;;;;;;;;;;x
qiang;Qiang;;;;;;;;;;;;;x
qiang_FEATURES;§Y*§! Unlocks access to various Chinese governments if §YBuddhist§!.;;;;;;;;;;;;;x
vietic;Vietic;;;;;;;;;;;;;x
vietic_FEATURES;§Y*§! Unlocks access to various Chinese governments if §YBuddhist§!.\n§Y*§! Eligible for the §YMandala§! government if §YHindu§! or §YJain§!.;;;;;;;;;;;;;x
viet;Viet;vietien;Vietisch;;Vieta;;;;;;;;;x
# West African
yoruba;Yoruba;;;;;;;;;;;;;
