#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# DWs
String_the_Procession_of_Pox;the Procession of Pox;les Porteurs de la Peste;Seuchenbringer;;los pandemonios;;;;;;;;;x
currency_name_the_sacrificers;Bloodlust;;;;;;;;;;;;;x
the_underworld_triad_rank_1_Black Lanterns;Uchenik;Uchenik;Uchenik;;Uchenik;;;;;;;;;x
the_underworld_triad_rank_1_male;Black lanterns;Uchenik;Uchenik;;Uchenik;;;;;;;;;x
the_underworld_triad_rank_2_female;White paper fan;Zhritsa;Zhritsa;;Zhritsa;;;;;;;;;x
the_underworld_triad_rank_2_male;Red pole;Zhrets;Zhrets;;Zhrets;;;;;;;;;x
the_underworld_triad_rank_3_female;Incense master;Koldunya;Koldunya;;Koldunya;;;;;;;;;x
the_underworld_triad_rank_3_male;Vanguard;Koldun;Koldun;;Koldun;;;;;;;;;x
the_underworld_triad_rank_4_female;Dragon head;Vedma;Vedma;;Vedma;;;;;;;;;x
the_underworld_triad_rank_4_male;Dragon head;Vedoun;Vedun;;Vedun;;;;;;;;;x
the_underworld_triad;The Underworld Triad;Le Avant-garde de variole;Die Gefährten von Hel;;La hermandad de Hela;;;;;;;;;x
the_underworld_triad_desc;The Underworld Triad distinguish themselves from secret opposition groups by denying the mandate of heaven. Instead they seek to appease supernatural beings and carry out detailed schemes that confound Confucian, Taoist or even Shen thought. They are accused of a list of crimes ranging from crushing children into powder to dark gatherings.;Les Adeptes de Kâli Purusha adorent l'aspect démoniaque de Kâli, et refusent les entraves de la croyance conventionnelle, car ils ne voient aucune faute dans les actes commis par égoïsme. Leur spiritualité est plutôt centrée sur le gain personnel et les efforts lascifs, ce qui les condamne aux yeux des croyants traditionnels.;Der Kult von Kali Purusha huldigt dem Dämon Kali und weigert sich, sich die Ketten konventioneller Glaubensbekenntnisse anlegen zu lassen. Seine Mitglieder finden nichts dabei, aus selbstsüchtigem Bestreben heraus zu handeln. Ihre Spiritualität dreht sich stattdessen um persönlichen Gewinn und lüsterne Begierden, was sie in den Augen von traditionellen Gläubigen zu gottlosen Frevlern macht.;;Los adoradores de Kali Purusha veneran al demonio Kali y rechazan el yugo de las creencias tradicionales, ya que no se oponen a los actos egoístas. Su espiritualidad se centra en el beneficio personal y en los fines lujuriosos, una perspectiva condenada por los creyentes más tradicionales.;;;;;;;;;x
the_underworld_triad_recruit;Recruit to the Ghost Gatherers;Recruter pour la Confrérie de Hel;Für die Gefährten von Hel rekrutieren;;Reclutar para la hermandad de Hela;;;;;;;;;x
the_underworld_triad_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of the occult. If so, you may invite [Root.GetHerHim] to become a member of the Ghost Gatherers.;Essayer de savoir si [Root.Get_le_Title]§Y[Root.GetTitledFirstName]§! est récepti[Root.GetFVe] aux puissances occultes. Si oui, vous pourrez l'inviter à devenir membre de la Confrérie de Hel.;Versuche herauszufinden, ob §Y[Root.GetTitledFirstName]§! empfänglich für die Macht des Okkulten ist. Falls dem so ist, könnt Ihr [Root.GetHerHim] in die Gefährten von Hel einladen.;;Averigua si a §Y[Root.GetTitledFirstName]§! le atraen las fuerzas ocultas. En caso afirmativo, puedes invitarlo/la a unirse a la hermandad de Hela.;;;;;;;;;x
the_underworld_triad_recruit_block_tooltip;Has not been approached by the Ghost Gatherers before.;N'a pas déjà été approché par la Confrérie de Hel.;Wurde noch nicht von den Gefährten von Hel kontaktiert.;;Nunca ha tenido contacto con la hermandad de Hela.;;;;;;;;;x
the_underworld_triad_leader_desc;The Dragon head of the Underworld Triad.;Le Trollmaðr de la Confrérie de Hel.;Der Trollmaðr der Gefährten von Hel.;;El trollmaðr de la hermandad de Hela.;;;;;;;;;x
the_underworld_triad_currency;Influence;;;;;;;;;;;;;x
currency_name_the_underworld_triad;Influence;;;;;;;;;;;;;x
the_ghost_gatherers_rank_1_female;Path clearer;Imposteur;Schwindlerin;;Falsaria;;;;;;;;;x
the_ghost_gatherers_rank_1_male;Reikon snatcher;Imposteur;Schwindler;;Falsario;;;;;;;;;x
the_ghost_gatherers_rank_2_female;Wringer;Jemadar;Jemadar;;Jemadar;;;;;;;;;x
the_ghost_gatherers_rank_2_male;Wringer;Jemadar;Jemadar;;Jemadar;;;;;;;;;x
the_ghost_gatherers_rank_3_female;Borei Confident;Acharya;Acharya;;Acharya;;;;;;;;;x
the_ghost_gatherers_rank_3_male;Obake Confident;Acharya;Acharya;;Acharya;;;;;;;;;x
the_ghost_gatherers_rank_4_female;Yokai Champion;Brahminrakshasa;Brahminrakshasa;;Brahminrakshasa;;;;;;;;;x
the_ghost_gatherers_rank_4_male;Yokai Champion;Brahminrakshasa;Brahminrakshasa;;Brahminrakshasa;;;;;;;;;x
the_ghost_gatherers;The Ghost Gatherers;Le Avant-garde de variole;Die Gefährten von Hel;;La hermandad de Hela;;;;;;;;;x
the_ghost_gatherers_desc;Most confounding, the Ghost Gatherers seek to return the world, to a primorial state. They seek to populate the land with wayfarer ghosts, preparing the land for a second rebirth into the spirtual plane. Given the expendability of this current realm, they think of nothing but how to ensure each man, woman and child dies a tortured death, the lower social rank the better.;Très secret, le sabbat des satanistes refuse la doctrine des théologiens traditionnels, trouvant l'abstinence des plaisirs terrestres stupide et malhonnête. Louer le diable, qui les encourage à suivre leurs instincts, leur permet de suivre une voie qui indignerait n'importe quelle personne craignant Dieu.;Der geheime Zirkel der Satanisten verweigert die Doktrin traditioneller Theologen. Seine Mitglieder finden das Abschwören irdischer Freuden närrisch und unehrlich. Sie huldigen dem Teufel, der sie dazu antreibt, ihren Impulsen zu folgen, und sie beschreiten einen Pfad der Schwelgerei, der in jedem gottesfürchtigen Menschen größte Empörung hervorrufen würde.;;El aquelarre satánico es una organización clandestina que rechaza la doctrina tradicional de los teólogos. Se oponen a cualquier religión que promueva la abstinencia de los placeres terrenales. Adoran al diablo, quien les inspira a seguir sus impulsos, satisfacer sus deseos y seguir una senda que escandalizaría a cualquier persona temerosa de Dios.;;;;;;;;;x
the_ghost_gatherers_recruit;Recruit to the Ghost Gatherers;Recruter pour la Confrérie de Hel;Für die Gefährten von Hel rekrutieren;;Reclutar para la hermandad de Hela;;;;;;;;;x
the_ghost_gatherers_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of the occult. If so, you may invite [Root.GetHerHim] to become a member of the Ghost Gatherers.;Essayer de savoir si [Root.Get_le_Title]§Y[Root.GetTitledFirstName]§! est récepti[Root.GetFVe] aux puissances occultes. Si oui, vous pourrez l'inviter à devenir membre de la Confrérie de Hel.;Versuche herauszufinden, ob §Y[Root.GetTitledFirstName]§! empfänglich für die Macht des Okkulten ist. Falls dem so ist, könnt Ihr [Root.GetHerHim] in die Gefährten von Hel einladen.;;Averigua si a §Y[Root.GetTitledFirstName]§! le atraen las fuerzas ocultas. En caso afirmativo, puedes invitarlo/la a unirse a la hermandad de Hela.;;;;;;;;;x
the_ghost_gatherers_recruit_block_tooltip;Has not been approached by the Ghost Gatherers before.;N'a pas déjà été approché par la Confrérie de Hel.;Wurde noch nicht von den Gefährten von Hel kontaktiert.;;Nunca ha tenido contacto con la hermandad de Hela.;;;;;;;;;x
the_ghost_gatherers_leader_desc;The Yokai Champion of the Ghost Gatherers.;Le Khan Noir des Porteurs de la Peste.;Der Schwarze Khan der Seuchenbringer.;;El khanum negro de los pandemonios.;;;;;;;;;x
the_ghost_gatherers_currency;Clout;;;;;;;;;;;;;x
currency_name_the_ghost_gatherers;Clout;;;;;;;;;;;;;x
the_procession_of_pox_rank_1_female;Acolyte of Manura;Uylak;Uylak;;Uylak;;;;;;;;;x
the_procession_of_pox_rank_1_male;Acolyte of Sonnim;Uylak;Uylak;;Uylak;;;;;;;;;x
the_procession_of_pox_rank_2_female;Whisperer of Hogu;Hogu;Hogu;;Hogu;;;;;;;;;x
the_procession_of_pox_rank_2_male;Whisperer of Byeolsang;Byeolsang;Byeolsang;;Byeolsang;;;;;;;;;x
the_procession_of_pox_rank_3_female;Eojeontto's lover;Ubir;Ubir;;Ubir;;;;;;;;;x
the_procession_of_pox_rank_3_male;Wonhon feaster;Ubir;Ubir;;Ubir;;;;;;;;;x
the_procession_of_pox_rank_4_female;Black Gangsinmu;Khanoum noire;Schwarze Khanum;;Khanum negra;;;;;;;;;x
the_procession_of_pox_rank_4_male;Black Gangsinmu;Khan noir;Schwarzer Khan;;Khanum negro;;;;;;;;;x
the_procession_of_pox;The Procession of Pox;Le Avant-garde de variole;Die Gefährten von Hel;;La hermandad de Hela;;;;;;;;;x
the_procession_of_pox_desc;The hidden Procession go beyond shamanic accomodation of Daebyeolsangsin, the god of pox. They seek immunity from his multitude of plague spouting demons, the Son, by discriminating against traditional religion. Consequently, they have adopted his worldview - his disdain for womenfolk, his love of ruining children and joy of unsound death.;Les insaisissables Assassins se considèrent comme les vrais disciples d'Allah et feront tout pour promouvoir la progression de l'islam chiite et protéger ses fidèles. Composés de guerriers loyaux ainsi que d'espions compétents, manipulant autant les esprits que les poignards, ils se spécialisent dans la guerre asymétrique, frappant durement au cœur de leurs ennemis.;Die geheimnisvollen Assassinen halten sich für die wahren Anhänger Allahs und werden alles tun, um den Schia-Islam zu verbreiten und ihre Glaubensbrüder zu schützen. Die Gemeinschaft besteht aus treuen Kriegern und fähigen Spionen, und sie sind so geschickt in Manipulation und gesellschaftlichen Fähigkeiten wie im Umgang mit einem Dolch. Sie spezialisieren sich auf asymmetrische Kriegsführung und greifen direkt das Herz ihrer Feinde an.;;Los Asesinos son una orden esquiva cuyos miembros se consideran los verdaderos seguidores de Alá. Son capaces de cualquier cosa con tal de promulgar el chiismo y proteger a sus fieles. La orden está formada por guerreros leales y espías hábiles. Usan la manipulación y las habilidades sociales con la misma destreza que las dagas. Son especialistas en guerra asimétrica y son capaces de asestar golpes mortales en el punto débil del enemigo.;;;;;;;;;x
the_procession_of_pox_recruit;Recruit to the Procession of Pox;Recruter pour la Confrérie de Hel;Für die Gefährten von Hel rekrutieren;;Reclutar para la hermandad de Hela;;;;;;;;;x
the_procession_of_pox_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of the occult. If so, you may invite [Root.GetHerHim] to become a member of the Procession of Pox.;Essayer de savoir si [Root.Get_le_Title]§Y[Root.GetTitledFirstName]§! est récepti[Root.GetFVe] aux puissances occultes. Si oui, vous pourrez l'inviter à devenir membre de la Confrérie de Hel.;Versuche herauszufinden, ob §Y[Root.GetTitledFirstName]§! empfänglich für die Macht des Okkulten ist. Falls dem so ist, könnt Ihr [Root.GetHerHim] in die Gefährten von Hel einladen.;;Averigua si a §Y[Root.GetTitledFirstName]§! le atraen las fuerzas ocultas. En caso afirmativo, puedes invitarlo/la a unirse a la hermandad de Hela.;;;;;;;;;x
the_procession_of_pox_recruit_block_tooltip;Has not been approached by the Procession of Pox before.;N'a pas déjà été approché par la Confrérie de Hel.;Wurde noch nicht von den Gefährten von Hel kontaktiert.;;Nunca ha tenido contacto con la hermandad de Hela.;;;;;;;;;x
the_procession_of_pox_leader_desc;The Black Gangsinmu of the Procession of Pox.;Le Khan Noir des Porteurs de la Peste.;Der Schwarze Khan der Seuchenbringer.;;El khanum negro de los pandemonios.;;;;;;;;;x
the_procession_of_pox_currency;Clout;;;;;;;;;;;;;x
currency_name_the_procession_of_pox;Clout;;;;;;;;;;;;;x
# SRS
secretly_convert_to_chinese_pagan_holy_site;Secretly Convert to Shenist;;;;;;;;;;;;;x
secretly_convert_to_chinese_pagan_holy_site_desc;The §YShenist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_chinese_pagan_reformed_holy_site;Secretly Convert to Shenist;;;;;;;;;;;;;x
secretly_convert_to_chinese_pagan_reformed_holy_site_desc;The §YShenist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_korean_pagan_holy_site;Secretly Convert to Muist;;;;;;;;;;;;;x
secretly_convert_to_korean_pagan_holy_site_desc;The §YMuist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_korean_pagan_reformed_holy_site;Secretly Convert to Muist;;;;;;;;;;;;;x
secretly_convert_to_korean_pagan_reformed_holy_site_desc;The §YMuist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
#secretly_convert_to_japanese_pagan_holy_site;Secretly Convert to Old Shinto;;;;;;;;;;;;;x
#secretly_convert_to_japanese_pagan_holy_site_desc;The §YOld Shinto§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_shinto_holy_site;Secretly Convert to Shinto;;;;;;;;;;;;;x
secretly_convert_to_shinto_holy_site_desc;The §YShinto§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_ainu_pagan_holy_site;Secretly Convert to Ainu;;;;;;;;;;;;;x
secretly_convert_to_ainu_pagan_holy_site_desc;The §Ainu§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_ainu_pagan_reformed_holy_site;Secretly Convert to Ainu;;;;;;;;;;;;;x
secretly_convert_to_ainu_pagan_reformed_holy_site_desc;The §YAinu§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_ryukyuan_pagan_holy_site;Secretly Convert to Ryukyuan;;;;;;;;;;;;;x
secretly_convert_to_ryukyuan_pagan_holy_site_desc;The §YRyukyuan§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_ryukyuan_pagan_reformed_holy_site;Secretly Convert to Ryukyuan;;;;;;;;;;;;;x
secretly_convert_to_ryukyuan_pagan_reformed_holy_site_desc;The §YRyukyuan§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_dayak_pagan_holy_site;Secretly Convert to Kaharingan;;;;;;;;;;;;;x
secretly_convert_to_dayak_pagan_holy_site_desc;The §YKaharingan§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_dayak_pagan_reformed_holy_site;Secretly Convert to Kaharingan;;;;;;;;;;;;;x
secretly_convert_to_dayak_pagan_reformed_holy_site_desc;The §YKaharingan§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_melanesian_pagan_holy_site;Secretly Convert to Melanesian;;;;;;;;;;;;;x
secretly_convert_to_melanesian_pagan_holy_site_desc;The §YMelanesian§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_melanesian_pagan_reformed_holy_site;Secretly Convert to Melanesian;;;;;;;;;;;;;x
secretly_convert_to_melanesian_pagan_reformed_holy_site_desc;The §YMelanesian§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_sanamahi_pagan_holy_site;Secretly Convert to Sanamahist;;;;;;;;;;;;;x
secretly_convert_to_sanamahi_pagan_holy_site_desc;The §YSanamahist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_sanamahi_pagan_reformed_holy_site;Secretly Convert to Sanamahist;;;;;;;;;;;;;x
secretly_convert_to_sanamahi_pagan_reformed_holy_site_desc;The §YSanamahist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_viet_pagan_holy_site;Secretly Convert to Thanist;;;;;;;;;;;;;x
secretly_convert_to_viet_pagan_holy_site_desc;The §YThanist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secretly_convert_to_viet_pagan_reformed_holy_site;Secretly Convert to Thanist;;;;;;;;;;;;;x
secretly_convert_to_viet_pagan_reformed_holy_site_desc;The §YThanist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
religion_openly_chinese_or_reformed_tooltip;Publicly follows the §YShenist§! religion;;;;;;;;;;;;;x
religion_openly_korean_or_reformed_tooltip;Publicly follows the §YMuist§! religion;;;;;;;;;;;;;x
#religion_openly_japanese_or_reformed_tooltip;Publicly follows the §YShinto§! religion;;;;;;;;;;;;;x
religion_openly_ainu_or_reformed_tooltip;Publicly follows the §YAinu§! religion;;;;;;;;;;;;;x
religion_openly_ryukyuan_or_reformed_tooltip;Publicly follows the §YRyukyuan§! religion;;;;;;;;;;;;;x
religion_openly_dayak_or_reformed_tooltip;Publicly follows the §YKaharingan§! religion;;;;;;;;;;;;;x
religion_openly_melanesian_or_reformed_tooltip;Publicly follows the §YMelanesian§! religion;;;;;;;;;;;;;x
religion_openly_sanamahi_or_reformed_tooltip;Publicly follows the §YSanamahist§! religion;;;;;;;;;;;;;x
religion_openly_viet_or_reformed_tooltip;Publicly follows the §YThanist§! religion;;;;;;;;;;;;;x
secret_religious_society_chinese_pagan_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_chinese_pagan_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_chinese_pagan_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_chinese_pagan_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_chinese_pagan_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_chinese_pagan_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_chinese_pagan_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_chinese_pagan_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_chinese_pagan_reformed_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_chinese_pagan_reformed_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_chinese_pagan_reformed_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_chinese_pagan_reformed_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
secret_religious_society_chinese_pagan_reformed_rank_1_male;Faithful;Fidèle;Getreuer;;Fiel;;;;;;;;;x
secret_religious_society_chinese_pagan_reformed_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_chinese_pagan_reformed_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_chinese_pagan_reformed_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_korean_pagan_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_korean_pagan_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_korean_pagan_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_korean_pagan_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_korean_pagan_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_korean_pagan_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_korean_pagan_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_korean_pagan_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_korean_pagan_reformed_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_korean_pagan_reformed_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_korean_pagan_reformed_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_korean_pagan_reformed_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
secret_religious_society_korean_pagan_reformed_rank_1_male;Faithful;Fidèle;Getreuer;;Fiel;;;;;;;;;x
secret_religious_society_korean_pagan_reformed_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_korean_pagan_reformed_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_korean_pagan_reformed_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_shinto_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_shinto_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_shinto_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_shinto_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_shinto_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_shinto_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_shinto_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_shinto_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
#secret_religious_society_japanese_pagan_reformed_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
#secret_religious_society_japanese_pagan_reformed_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
#secret_religious_society_japanese_pagan_reformed_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
#secret_religious_society_japanese_pagan_reformed_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
#secret_religious_society_japanese_pagan_reformed_rank_1_male;Faithful;Fidèle;Getreuer;;Fiel;;;;;;;;;x
#secret_religious_society_japanese_pagan_reformed_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
#secret_religious_society_japanese_pagan_reformed_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
#secret_religious_society_japanese_pagan_reformed_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_ainu_pagan_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_ainu_pagan_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_ainu_pagan_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
