#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#### Empire of Nusantara
b_sembuang;Sembuang;;;;;;;;;;;;;x
# County of Aru
c_aru;Aru;;;;;;;;;;;;;x
b_binjai;Binjai;;;;;;;;;;;;;x
b_medan;Medan;;;;;;;;;;;;;x
b_hamparan_perak;Hamparan Perak;;;;;;;;;;;;;x
b_perbaungan;Perbaungan;;;;;;;;;;;;;x
b_tebing_tinggi;Tebing Tinggi;;;;;;;;;;;;;x
b_raya_kahean;Raya Kahean;;;;;;;;;;;;;x
b_sei_bingai;Sei Bingai;;;;;;;;;;;;;x
## Duchy of Nias
d_nias;Nias;;;;;;;;;;;;;x
# County of Simeulue;
c_simeulue;Simeulue;;;;;;;;;;;;;x
b_simeulue;Simeulue;;;;;;;;;;;;;x
b_teluk_dalam;Teluk Dalam;;;;;;;;;;;;;x
b_telupah;Telupah;;;;;;;;;;;;;x
b_alafan;Alafan;;;;;;;;;;;;;x
b_salang;Salang;;;;;;;;;;;;;x
b_busung;Busung;;;;;;;;;;;;;x
b_sinabang;Sinabang;;;;;;;;;;;;;x
# County of Nias
c_nias;Nias;;;;;;;;;;;;;x
b_nias;Nias;;;;;;;;;;;;;x
b_gunungsitoli;Gunungsitoli;;;;;;;;;;;;;x
b_sirombu;Sirombu;;;;;;;;;;;;;x
b_mandrehe;Mandrehe;;;;;;;;;;;;;x
b_tuhemberua;Tuhemberua;;;;;;;;;;;;;x
b_alasa;Alasa;;;;;;;;;;;;;x
b_bawolato;Bawolato;;;;;;;;;;;;;x
# County of Batu
c_batu;Batu;;;;;;;;;;;;;x
b_tanahbala;Tanahbala;;;;;;;;;;;;;x
b_pini;Pini;;;;;;;;;;;;;x
b_tanahmasa;Tanahmasa;;;;;;;;;;;;;x
b_simuk;Simuk;;;;;;;;;;;;;x
b_eho;Eho;;;;;;;;;;;;;x
b_baluta;Baluta;;;;;;;;;;;;;x
b_labuhan_hiu;Labuhan Hiu;;;;;;;;;;;;;x
### Kingdom of Riau
k_riau;Riau;;;;;;;;;;;;;x
## Duchy of Panai
d_panai;Panai;;;;;;;;;;;;;x
# County of Asahan
c_asahan;Asahan;;;;;;;;;;;;;x
b_kisaran;Kisaran;;;;;;;;;;;;;x
b_tanjung_basai;Tanjung Basai;;;;;;;;;;;;;x
b_simpang_empat;Simpang Empat;;;;;;;;;;;;;x
b_kualuh;Kualuh;;;;;;;;;;;;;x
b_marbau;Marbau;;;;;;;;;;;;;x
b_pertahanan;Pertahanan;;;;;;;;;;;;;x
b_aek_kanopan;Aek Kanopan;;;;;;;;;;;;;x
# County of Panai
c_panai;Panai;;;;;;;;;;;;;x
b_bagansiapiapi;Bagansiapiapi;;;;;;;;;;;;;x
b_bilah_hilir;Bilah Hilir;;;;;;;;;;;;;x
b_aek_kuo;Aek Kuo;;;;;;;;;;;;;x
b_panipahan;Panipahan;;;;;;;;;;;;;x
b_malinda;Malinda;;;;;;;;;;;;;x
b_rantau2;Rantau;;;;;;;;;;;;;x
b_pangkatan;Pangkatan;;;;;;;;;;;;;x
# County of Dumai
c_dumai;Dumai;;;;;;;;;;;;;x
b_dumai;Dumai;;;;;;;;;;;;;x
b_senaboi;Senaboi;;;;;;;;;;;;;x
b_rimba_melintang;Rimba Melintang;;;;;;;;;;;;;x
b_bangko_pusaka;Bangko Pusaka;;;;;;;;;;;;;x
b_kubu;Kubu;;;;;;;;;;;;;x
b_ujungtanjung;Ujungtanjung;;;;;;;;;;;;;x
b_sedinginan;Sedinginan;;;;;;;;;;;;;x
## Duchy of Mentawai
d_mentawai;Mentawai;;;;;;;;;;;;;x
# County of Siberut
c_siberut;Siberut;;;;;;;;;;;;;x
b_bobokan;Bobokan;;;;;;;;;;;;;x
b_masokut;Masokut;;;;;;;;;;;;;x
b_kangmajat;Kangmajat;;;;;;;;;;;;;x
b_sakkudei;Sakkudei;;;;;;;;;;;;;x
b_ngiau;Ngiau;;;;;;;;;;;;;x
b_jujuat;Jujuat;;;;;;;;;;;;;x
b_siaimu;Siaimu;;;;;;;;;;;;;x
# County of Sipura
c_sipura;Sipura;;;;;;;;;;;;;x
b_tua_pejat;Tua Pejat;;;;;;;;;;;;;x
b_siburu;Siburu;;;;;;;;;;;;;x
b_silabok;Silabok;;;;;;;;;;;;;x
b_pototoga;Pototoga;;;;;;;;;;;;;x
b_pittojat;Pittojat;;;;;;;;;;;;;x
b_muko2;Muko;;;;;;;;;;;;;x
b_siruamata;Siruamata;;;;;;;;;;;;;x
# County of Pagai
c_pagai;Pagai;;;;;;;;;;;;;x
b_pagai;Pagai;;;;;;;;;;;;;x
b_sikakap;Sikakap;;;;;;;;;;;;;x
b_sibigau;Sibgau;;;;;;;;;;;;;x
b_petojetsabu;Petojetsabu;;;;;;;;;;;;;x
b_pitojetsigoisa;Pitojetsigoisa;;;;;;;;;;;;;x
b_sanding;Sanding;;;;;;;;;;;;;x
b_sibarubaru;Sibarubaru;;;;;;;;;;;;;x
## Duchy of Kampar
d_kampar;Kampar;;;;;;;;;;;;;x
# County of Bahal
c_bahal;Bahal;;;;;;;;;;;;;x
b_bahal;Bahal;;;;;;;;;;;;;x
b_pasir_pengarian;Pasir Pengarian;;;;;;;;;;;;;x
b_binanga;Binanga;;;;;;;;;;;;;x
b_huristak;Huristak;;;;;;;;;;;;;x
b_gunung_tua;Gunung Tua;;;;;;;;;;;;;x
b_sibuhan;Sibuhan;;;;;;;;;;;;;x
b_simangambat;Simangambat;;;;;;;;;;;;;x
# County of Kampar
c_kampar;Kampar;;;;;;;;;;;;;x
b_kampar;Kampar;;;;;;;;;;;;;
b_kepenuhan;Kepenuhan;;;;;;;;;;;;;x
b_rambah_samo;Rambah Samo;;;;;;;;;;;;;x
b_tandun;Tandun;;;;;;;;;;;;;x
b_koto_kampar;Koto Kampar;;;;;;;;;;;;;x
b_bangkinang;Bangkinang;;;;;;;;;;;;;x
b_sontang;Sontang;;;;;;;;;;;;;x
# County of Kuantan Singingi
c_kuantan_singingi;Kuantan Singingi;;;;;;;;;;;;;x
b_kuantan_singingi;Kuantan Singingi;;;;;;;;;;;;;x
b_sumpur_kudus;Sumpur Kudus;;;;;;;;;;;;;x
b_lintau_buo;Lintau Buo;;;;;;;;;;;;;x
b_singingi_hilir;Singingi Hilir;;;;;;;;;;;;;x
b_kampar_kiri;Kampar Kiri;;;;;;;;;;;;;x
b_pekan_baru;Pekan Baru;;;;;;;;;;;;;
b_miring;Miring;;;;;;;;;;;;;x
## Duchy of Padang
d_padang;Padang;;;;;;;;;;;;;x
# County of Tapanuli
c_tapanuli;Tapanuli;;;;;;;;;;;;;x
b_pandan;Pandan;;;;;;;;;;;;;x
b_musala;Musala;;;;;;;;;;;;;x
b_singkuang;Singkuang;;;;;;;;;;;;;x
b_batahan;Batahan;;;;;;;;;;;;;x
b_panyambungan;Panyambungan;;;;;;;;;;;;;x
b_halangan;Halangan;;;;;;;;;;;;;x
b_siabu;Siabu;;;;;;;;;;;;;x
# County of Agam
c_agam;Agam;;;;;;;;;;;;;x
b_lubuk_basung;Lubuk Basung;;;;;;;;;;;;;x
b_harau;Harau;;;;;;;;;;;;;x
b_bukittinggi;Bukittinggi;;;;;;;;;;;;;x
b_talakmau;Talakmau;;;;;;;;;;;;;x
b_sikilang;Sikilang;;;;;;;;;;;;;x
b_katiagan;Katiagan;;;;;;;;;;;;;x
b_batukambing;Batukambing;;;;;;;;;;;;;x
# County of Padang
c_padang;Padang;;;;;;;;;;;;;x
b_padang;Padang;;;;;;;;;;;;;x
b_tanjung_emas;Tanjung Emas;;;;;;;;;;;;;x
b_lareh_sago_halaban;Lareh Sago Halaban;;;;;;;;;;;;;x
b_paraiman;Paraiman;;;;;;;;;;;;;x
b_solok;Solok;;;;;;;;;;;;;x
b_singkarak;Singkarak;;;;;;;;;;;;;x
b_dibawah;Dibawah;;;;;;;;;;;;;x
# County of Pesisir Selatan
c_pesisir_selatan;Pesisir Selatan;;;;;;;;;;;;;x
b_painan;Painan;;;;;;;;;;;;;x
b_lengyang;Lengyang;;;;;;;;;;;;;x
b_kambang;Kambang;;;;;;;;;;;;;x
b_tapan;Tapan;;;;;;;;;;;;;x
b_sutera;Sutera;;;;;;;;;;;;;x
b_ranah;Ranah;;;;;;;;;;;;;x
b_lunang;Lunang;;;;;;;;;;;;;x
## Duchy of Pelalawan
d_pelalawan;Pelalawan;;;;;;;;;;;;;x
# County of Bengkalis
c_bengkalis;Bengkalis;;;;;;;;;;;;;x
b_bengkalis;Bengkalis;;;;;;;;;;;;;x
b_mandau;Mandau;;;;;;;;;;;;;x
b_pinggir;Pinggir;;;;;;;;;;;;;x
b_rupat;Rupat;;;;;;;;;;;;;x
b_bantan2;Bantan;;;;;;;;;;;;;x
b_minas;Minas;;;;;;;;;;;;;x
b_duri;Duri;;;;;;;;;;;;;x
# County of Pelalawan
c_pelalawan;Pelalawan;;;;;;;;;;;;;x
b_pelalawan;Pelalawan;;;;;;;;;;;;;x
b_pedang;Pedang;;;;;;;;;;;;;x
b_tebing_tinggi3;Tebing Tinggi;;;;;;;;;;;;;x
b_ransang;Ransang;;;;;;;;;;;;;x
b_mendol;Mendol;;;;;;;;;;;;;x
b_kundur;Kundur;;;;;;;;;;;;;x
b_karimunbesar;Karimunbesar;;;;;;;;;;;;;x
# County of Indragiri
c_indragiri;Indragiri;;;;;;;;;;;;;x
b_tembilahan;Tembilahan;;;;;;;;;;;;;x
b_keritang;Keritang;;;;;;;;;;;;;x
b_seberida;Seberida;;;;;;;;;;;;;x
b_sungaiguntung;Sungaiguntung;;;;;;;;;;;;;x
b_untal;Untal;;;;;;;;;;;;;x
b_pulaujikang;Pulaujikang;;;;;;;;;;;;;x
b_rengat;Rengat;;;;;;;;;;;;;x
# County of Jambi
c_jambi;Jambi;;;;;;;;;;;;;x
b_muaro_jambi;Muaro Jambi;;;;;;;;;;;;;x
b_kumpeh;Kumpeh;;;;;;;;;;;;;x
b_mestong;Mestong;;;;;;;;;;;;;x
b_maro_sebo;Maro Sebo;;;;;;;;;;;;;x
b_betara;Betara;;;;;;;;;;;;;x
b_mendahara;Mendahara;;;;;;;;;;;;;x
b_sekernan;Sekernan;;;;;;;;;;;;;x
## Duchy of Kerinci
d_kerinci;Kerinci;;;;;;;;;;;;;x
# County of Sungai Penuh
c_sungai_penuh;Sungai Penuh;;;;;;;;;;;;;x
b_sungai_penuh;Sungai Penuh;;;;;;;;;;;;;
b_taratung;Taratung;;;;;;;;;;;;;
b_siulak;Siulak;;;;;;;;;;;;;x
b_kerinci;Kerinci;;;;;;;;;;;;;x
b_padang_aro;Padang Aro;;;;;;;;;;;;;x
b_pulau_punjung;Pulau Punjung;;;;;;;;;;;;;x
b_gunung_masurai;Gunung Masurai;;;;;;;;;;;;;x
# County of Sarolangun
c_sarolangun;Sarolangun;;;;;;;;;;;;;x
b_sarolangun;Sarolangun;;;;;;;;;;;;;x
b_pamenang;Pamenang;;;;;;;;;;;;;x
b_bangko;Bangko;;;;;;;;;;;;;x
b_muara_tebo;Muara Tebo;;;;;;;;;;;;;x
b_bukit_tigapuluh;Bukit Tigapuluh;;;;;;;;;;;;;x
b_batang_asai;Batang Asai;;;;;;;;;;;;;x
b_merangin;Merangin;;;;;;;;;;;;;x
## Duchy of Riau Islands
d_riau_islands;Riau Islands;;;;;;;;;;;;;x
# County of Batam
c_batam;Batam;;;;;;;;;;;;;x
b_batam;Batam;;;;;;;;;;;;;
b_tanjung;Tanjung;;;;;;;;;;;;;x
b_bulang;Bulang;;;;;;;;;;;;;x
b_galang;Galang;;;;;;;;;;;;;x
b_sagulung;Sagulung;;;;;;;;;;;;;x
b_sekupang;Sekupang;;;;;;;;;;;;;x
b_bengkong;Bengkong;;;;;;;;;;;;;x
# County of Natuna
c_natuna;Natuna;;;;;;;;;;;;;x
b_natuna;Natuna;;;;;;;;;;;;;x
b_bunguran;Bunguran;;;;;;;;;;;;;x
b_tiga;Tiga;;;;;;;;;;;;;x
b_midai;Midai;;;;;;;;;;;;;x
b_subi;Subi;;;;;;;;;;;;;x
b_serasan;Serasan;;;;;;;;;;;;;x
b_ranai;Ranai;;;;;;;;;;;;;x
# County of Lingga
c_lingga;Lingga;;;;;;;;;;;;;x
b_lingga;Lingga;;;;;;;;;;;;;x
b_singkep;Singkep;;;;;;;;;;;;;x
b_senayang;Senayang;;;;;;;;;;;;;x
b_alut;Alut;;;;;;;;;;;;;x
b_selayar;Selayar;;;;;;;;;;;;;x
b_sebangka;Sebangka;;;;;;;;;;;;;x
b_mesawak;Mesawak;;;;;;;;;;;;;x
### Kingdom of Palembang
k_palembang;Palembang;;;;;;;;;;;;;x
## Duchy of Palembang
d_palembang;Palembang;;;;;;;;;;;;;x
# County of Belitung
c_belitung;Belitung;;;;;;;;;;;;;x
b_belitung;Belitung;;;;;;;;;;;;;x
b_membalong;Membalong;;;;;;;;;;;;;x
b_mendanau;Mendanau;;;;;;;;;;;;;x
b_tanjung_pandan;Tanjung Pandan;;;;;;;;;;;;;x
b_bantan;Bantan;;;;;;;;;;;;;x
b_asem;Asem;;;;;;;;;;;;;x
b_gantung;Gantung;;;;;;;;;;;;;x
# County of Bangka
c_bangka;Bangka;;;;;;;;;;;;;x
b_bangka;Bangka;;;;;;;;;;;;;x
b_bakam;Bakam;;;;;;;;;;;;;x
b_pangkal_pinang;Pangkal Pinang;;;;;;;;;;;;;x
b_kota_kapur;Kota Kapur;;;;;;;;;;;;;x
b_mendo_barat;Mendo Barat;;;;;;;;;;;;;x
b_puding_besar;Puding Besar;;;;;;;;;;;;;x
b_merawang;Merawang;;;;;;;;;;;;;x
# County of Palembang
c_palembang;Palembang;;;;;;;;;;;;;x
b_palembang;Palembang;;;;;;;;;;;;;x
b_sungsang;Sungsang;;;;;;;;;;;;;x
b_talang_kelapa;Talang Kelapa;;;;;;;;;;;;;x
b_sako;Sako;;;;;;;;;;;;;x
b_muara_telang;Muara Telang;;;;;;;;;;;;;x
b_makarti_jaya;Makarti Jaya;;;;;;;;;;;;;x
b_muara_padang;Muara Padang;;;;;;;;;;;;;x
# Musi Banyuasin
c_musi_banyuasin;Musi Banyuasin;;;;;;;;;;;;;x
b_sekayu;Sekayu;;;;;;;;;;;;;x
b_indralaya;Indralaya;;;;;;;;;;;;;x
b_keluang;Keluang;;;;;;;;;;;;;x
b_baliangu;Baliangu;;;;;;;;;;;;;x
b_gelumbang;Gelumbang;;;;;;;;;;;;;x
b_sungai_lilin;Sungai Lilin;;;;;;;;;;;;;x
b_lais2;Lais;;;;;;;;;;;;;x
# County of Pendamaran
c_pendamaran;Pendamaran;;;;;;;;;;;;;x
b_pendamaran;Pendamaran;;;;;;;;;;;;;x
b_komering;Komering;;;;;;;;;;;;;x
b_kayuagung;Kayu Agung;;;;;;;;;;;;;x
b_talang_pangeran;Talang Pangeran;;;;;;;;;;;;;x
b_karang_anyar;Karang Anyar;;;;;;;;;;;;;x
b_semendawai;Semendawai;;;;;;;;;;;;;x
b_betung;Betung;;;;;;;;;;;;;x
# County of Simpantiga
c_simpantiga;Simpantiga;;;;;;;;;;;;;x
b_simpantiga;Simpantiga;;;;;;;;;;;;;x
b_tulung_selapan;Tulung Selapan;;;;;;;;;;;;;x
b_sungai_lumpur;Sungai Lumpur;;;;;;;;;;;;;x
b_sungai_ketupak;Sungai Ketupak;;;;;;;;;;;;;x
b_cengal;Cengal;;;;;;;;;;;;;x
b_sungai_jerulu;Sungai Jerulu;;;;;;;;;;;;;x
b_talang_rimba;Talang Rimba;;;;;;;;;;;;;x
## Duchy of Muara Enim
d_muara_enim;Muara Enim;;;;;;;;;;;;;x
# County of Musi Rawas
c_musi_rawas;Musi Rawas;;;;;;;;;;;;;x
b_babatan;Babatan;;;;;;;;;;;;;x
b_surulangun;Surulangun;;;;;;;;;;;;;x
b_ngulak;Ngulak;;;;;;;;;;;;;x
b_rupit;Rupit;;;;;;;;;;;;;x
b_rawas;Rawas;;;;;;;;;;;;;x
b_megang_sakti;Megang Sakti;;;;;;;;;;;;;x
b_muara_lakitan;Muara Lakitan;;;;;;;;;;;;;x
# County of Lubuklinggau
c_lubuklinggau;Lubuklinggau;;;;;;;;;;;;;x
b_lubuklinggau;Lubuklinggau;;;;;;;;;;;;;x
b_muara_beliti;Muara Beliti;;;;;;;;;;;;;x
b_tebing_tinggi2;Tebing Tinggi;;;;;;;;;;;;;x
b_pendopo;Pendopo;;;;;;;;;;;;;x
b_kebur;Kebur;;;;;;;;;;;;;x
b_sughiwaras;Sughiwaras;;;;;;;;;;;;;x
b_tanjung_agung;Tanjung Agung;;;;;;;;;;;;;x
# County of Gunungmegang
c_gunungmegang;Gunungmegang;;;;;;;;;;;;;x
b_gunungmegang;Gunungmegang;;;;;;;;;;;;;x
b_muara_dua;Muara Dua;;;;;;;;;;;;;x
b_martapura2;Martapura;;;;;;;;;;;;;x
b_pagar_alam;Pagar Alam;;;;;;;;;;;;;x
b_lahat;Lahat;;;;;;;;;;;;;x
b_dempo;Dempo;;;;;;;;;;;;;x
b_patah;Patah;;;;;;;;;;;;;x
# County of Muara Enim
c_muara_enim;Muara Enim;;;;;;;;;;;;;x
b_muara_enim;Murara Enim;;;;;;;;;;;;;x
b_prabumulih;Prabumulih;;;;;;;;;;;;;x
b_penukal_abab;Penukal Abab;;;;;;;;;;;;;x
b_rambang_dangku;Rambang Dangku;;;;;;;;;;;;;x
b_kedaton;Kedaton;;;;;;;;;;;;;x
b_mendala;Mendala;;;;;;;;;;;;;x
b_tambangan;Tambangan;;;;;;;;;;;;;x
## Duchy of Bengkulu
d_bengkulu;Bengkulu;;;;;;;;;;;;;x
# County of Bengkulu
c_bengkulu;Bengkulu;;;;;;;;;;;;;x
b_bengkulu;Bengkulu;;;;;;;;;;;;;x
b_tikus;Tikus;;;;;;;;;;;;;x
b_sukaraja;Sukaraja;;;;;;;;;;;;;x
b_talangkambu;Talangkambu;;;;;;;;;;;;;x
b_argamakmur;Arga Makmur;;;;;;;;;;;;;x
b_penampung;Penampung;;;;;;;;;;;;;x
b_kepahiang;Kepahiang;;;;;;;;;;;;;x
# County of Kaur
c_kaur;Kaur;;;;;;;;;;;;;x
b_bintuhan;Bintuhan;;;;;;;;;;;;;x
b_tanjungkemuning;Tanjungkemuning;;;;;;;;;;;;;x
b_gedungwani;Gedungwani;;;;;;;;;;;;;x
b_napalan;Napalan;;;;;;;;;;;;;x
b_muaranasai;Muaranasai;;;;;;;;;;;;;x
b_enggano;Enggano;;;;;;;;;;;;;x
b_padangguci;Padangguci;;;;;;;;;;;;;x
# County of Lampung Barat
c_lampung_barat;Lampung Barat;;;;;;;;;;;;;x
b_lampung_barat;Lampung Barat;;;;;;;;;;;;;x
b_taman2;Taman;;;;;;;;;;;;;x
b_tampang;Tampang;;;;;;;;;;;;;x
b_bengkunat;Bengkunat;;;;;;;;;;;;;x
b_ngaras;Ngaras;;;;;;;;;;;;;x
b_krui;Krui;;;;;;;;;;;;;x
b_biha;Biha;;;;;;;;;;;;;x
# County of Tanggamus
c_tanggamus;Tanggamus;;;;;;;;;;;;;x
b_kota_agung_pusat;Kota Agung Pusat;;;;;;;;;;;;;x
b_kelumbayan;Kelumbayan;;;;;;;;;;;;;x
b_guring;Guring;;;;;;;;;;;;;x
b_cukuh_balak;Cukuh Balak;;;;;;;;;;;;;x
b_semangka;Semangka;;;;;;;;;;;;;x
b_ulubelu;Ulubelu;;;;;;;;;;;;;x
b_limau;Limau;;;;;;;;;;;;;x
## Duchy of Lampung
d_lampung;Lampung;;;;;;;;;;;;;x
# County of Lampung Utara
c_lampung_utara;Lampung Utara;;;;;;;;;;;;;x
b_kotabumi;Kotabumi;;;;;;;;;;;;;x
b_abung;Abung;;;;;;;;;;;;;x
b_gunungsugih;Gunungsugih;;;;;;;;;;;;;x
b_bumiagung;Bumi Agung;;;;;;;;;;;;;x
b_negara_batin;Negara Batin;;;;;;;;;;;;;x
b_blambangan_umpu;Blambangan Umpu;;;;;;;;;;;;;x
b_banjit;Banjit;;;;;;;;;;;;;x
# County of Lampung Selatan
c_lampung_selatan;Lampung Selatan;;;;;;;;;;;;;x
b_bandar_lampung;Bandar Lampung;;;;;;;;;;;;;x
b_kaliandra;Kaliandra;;;;;;;;;;;;;x
b_sebuku2;Sekubu;;;;;;;;;;;;;x
b_legundi;Legundi;;;;;;;;;;;;;x
b_sebesi;Sebesi;;;;;;;;;;;;;x
b_krakatoa;Krakatoa;;;;;;;;;;;;;x
b_gedongtataan;Gedongtataan;;;;;;;;;;;;;x
# County of Lampung Timur
c_lampung_timur;Lampung Timur;;;;;;;;;;;;;x
b_lampung_timur;Lampung Timur;;;;;;;;;;;;;x
b_labuhan_maringgai;Labuhan Maringgai;;;;;;;;;;;;;x
b_sukadana;Sukadana;;;;;;;;;;;;;x
b_trimurjo;Trimurjo;;;;;;;;;;;;;x
b_sekampung;Sekampung;;;;;;;;;;;;;x
b_batanghari;Batanghari;;;;;;;;;;;;;x
b_jabung2;Jabung;;;;;;;;;;;;;x
# County of Tulang Bawang
c_tulang_bawang;Tulang Bawang;;;;;;;;;;;;;x
b_tulang_bawang;Tulang Bawang;;;;;;;;;;;;;x
b_mesuji;Mesuji;;;;;;;;;;;;;x
b_rawa_jitu;Rawa Jitu;;;;;;;;;;;;;x
b_way_serdang;Way Serdang;;;;;;;;;;;;;x
b_menggala;Menggala;;;;;;;;;;;;;x
b_sibur;Sibur;;;;;;;;;;;;;x
b_cabang;Cabang;;;;;;;;;;;;;x
### Kingdom of Java
k_java;Java;;;;;;;;;;;;;x
## Duchy of Kalapa
d_kalapa;Kalapa;;;;;;;;;;;;;x
# County of Banten
c_banten;Banten;;;;;;;;;;;;;x
b_banten_girang;Banten Girang;;;;;;;;;;;;;x
b_pulasari;Pulasari;;;;;;;;;;;;;x
b_banten2;Banten;;;;;;;;;;;;;x
b_panaitan;Panaitan;;;;;;;;;;;;;x
b_sumur;Sumur;;;;;;;;;;;;;x
b_tinjil;Tinjil;;;;;;;;;;;;;x
b_pandeglang;Pandeglang;;;;;;;;;;;;;x
# County of Kalapa
c_kalapa;Kalapa;;;;;;;;;;;;;x
b_cigede;Cigede;;;;;;;;;;;;;x
b_portang;Portang;;;;;;;;;;;;;x
b_banten;Banten;;;;;;;;;;;;;x
