#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Credit to Keizer Harm for a good amount of this
# After much deliberation I settled on the present participle of yupaychay, "to worship", in the Cuzco dialect. Trust, me finding a proper name for the Inca religion took hours. - KH
some_papuans_appear;Some Papuan notables join your court;;;;;;;;;;;;;x
# Sunrise Invasion
EVTTITLE_SUNRISE_2;Lost at Sea;;;;;;;;;;;;;x
EVTDESC_SUNRISE_2;A Chinese merchant by the name of Ma He recently left Guangzhou with a large fleet of ships, sailing in the direction of the Tagalog Archipelago on what should have been a fairly ordinary voyage, but he did not arrive roughly when it would have been expected, and it is unclear where he has ended up.\n\nA few sailors aboard other ships in the area claim to have seen a large number of ship heading east, where they claim that a storm was brewing, but it is quite possible that they are making things up in the hopes of having someone buy them an extra drink or three.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_2;These things happen...;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_4;The Burning Empire;;;;;;;;;;;;;x
EVTDESC_SUNRISE_4;Word has reached you that a small ship with a half-starved crew made landfall in the eastern reaches of Java recently. The sailors aboard claim to have been part of Ma He's fleet, which apparently sailed east for several months if they are to be believed.\n\nFurthermore, the sailors claim that they alone remain from the fleet that left Guangzhou, as the fleet supposedly encountered a realm they refer to as the "Burning Empire". This realm's ruler, the "Lord of the Dawn", supposedly captured Ma He's fleet shortly after it made landfall on an undiscovered continent, and barely anyone escaped.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_4;They have clearly gone mad!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_6;Trouble in the East;;;;;;;;;;;;;x
EVTDESC_SUNRISE_6;The great archipelago east of Java is known to be home to many savage tribes that have little to offer to the civilized people found elsewhere, and thus it is an area that it rarely is worth paying attention to, and that's even more rarely worth visiting.\n\nRecently, word has been arriving from the eastern archipelago that a great tribe of warriors in enormous ships have started attacking the people there, and many tribes that formerly were considered regional powers have supposedly been conquered already. Where these invaders came from is somewhat unclear, though some whisper that they came across the eastern sea.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_6;Surely this is an exaggeration...;;;;;;;;;;;;;x
EVTDESC_SUNRISE_8;Today a small ship arrived from the eastern archipelago, bringing with it an emissary that supposedly has been given the right to negotiate on behalf of a group of refugees. Apparently, they wish to settle in [papuan_refugee_province.GetName] as their homeland supposedly was conquered by the strangers from the east.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_8;I suppose I can allow it...;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_8;There is no place for you here!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_9;The emissary is not pleased when you refuse his request, and as he boards his ship he loudly proclaims that he and his people will return and will take [papuan_refugee_province.GetName] by force if they have to. The people in the harbour that overhear this seem quite amused by the man's threats.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_9;Empty threats!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_11;Having been refused land previously, a small band of warriors from the eastern archipelago arrived on the shores of [papuan_refugee_province.GetName] today, clearly intent on taking what they want by force if it cannot be secured through diplomatic means.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_11;To arms!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_12;Today a small ship bearing what passes for notables from among the people living in the eastern archipelago arrived at your court. They humbly request permission to stay, as their homeland apparently has fallen and all the other tribes closer to home are in danger of falling as well.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_12;You can stay in my court!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_12;You cannot stay here!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_13;Strangers with Silver;;;;;;;;;;;;;x
EVTDESC_SUNRISE_13;Several strange ships have been making landfall in Japan and in various islands further south, carrying with them official-looking strangers escorted by large numbers of warriors that have come ashore demanding to speak to the local authorities.\n\nWhen you granted an audience to some of these men, they requested permission for them and some of their countrymen to settle in [province_being_bought.GetName] in the future, offering a substantial payment of silver in return. When asked how many settlers they would be bringing, the men claimed that you hardly need to concern yourself with such details.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_13;I can set aside some land for you...;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_13;My land is not for sale!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_15;The strange ships have departed, sailing south and east. The envoys did not look pleased when they departed, and some of the people that were nearby claim to have heard some of the strangers say something about the region having to be left to the "Army of the Light", whatever that is supposed to be.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_15;I have a bad feeling about this...;;;;;;;;;;;;;x
EVTDESC_SUNRISE_16;The strange ships have departed, sailing south and east. The envoys looked rather pleased when they departed, and some of the people that were nearby claim to have heard some of the strangers say something about how the region would not need the attention of the "Army of the Light", whatever that is supposed to be.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_16;I wonder what they meant...;;;;;;;;;;;;;x
EVTDESC_SUNRISE_18;Hundreds of menacing ships have arrived off the shores of [Root.GetName], spilling out numberless hordes of fierce warriors in strange garb. Their ululating battle cries can be heard for miles!;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_18;Throw them back into the sea!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_19;Sunrise Invasion;;;;;;;;;;;;;x
EVTDESC_SUNRISE_19;A mighty fleet consisting of hundreds of warships have arrived off the shores of [From.GetName], bringing one of the seemingly inexhaustable armies of the Sapa Inca with it, which made landfall shortly after dawn while letting out ululating battle cries.\n\nThough the invaders have proven unwilling to negotiate at this point, some of the refugees fleeing before their advance claim that they have proclaimed that they have been tasked with securing the entirety of what they have termed the "Sunset Isles" for their ruler, and unless they are stopped it is likely that their advance will continue even further.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_19;They must be driven back!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_20;Hundreds of menacing ships have arrived off the shores of [Root.GetName], spilling out numberless hordes of fierce warriors in strange garb. Their ululating battle cries can be heard for miles!;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_20;Throw them back into the sea!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_21;Sunrise Invasion;;;;;;;;;;;;;x
EVTDESC_SUNRISE_21;A mighty fleet consisting of hundreds of warships have arrived off the shores of [From.GetName], bringing one of the seemingly inexhaustable armies of the Sapa Inca with it, along with priests and priestesses sworn to their heathen god Inti, whose followers supposedly never have been defeated in war.\n\nMany of those who have fled before the invaders claim that their priestesses steal away the daughters of those that submit, and that those daughters either are wedded off to foreign lords or sacrificed to the merciless god, supposedly for the benefit of the whole of their empire.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_21;They must be driven back!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_22;Hundreds of menacing ships have arrived off the shores of [Root.GetName], spilling out numberless hordes of fierce warriors in strange garb. Their ululating battle cries can be heard for miles!;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_22;Throw them back into the sea!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_23;Sunrise Invasion;;;;;;;;;;;;;x
EVTDESC_SUNRISE_23;A mighty fleet consisting of hundreds of warships have arrived off the shores of [From.GetName], bringing one of the seemingly inexhaustable armies of the Sapa Inca with it. These warriors have been heard letting out ululating cries and are dressed in strange armor made of painted wood and chequered cloth.\n\nThough the battle still rages, some of those fleeing from the invaders claim that they demand that all adopt their strange customs and their heathen religion, and that the people of the towns that refuse are put to death so that the area can be repopulated with Quechua settlers...;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_23;They must be driven back!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_25;Sunrise Invasion;;;;;;;;;;;;;x
EVTDESC_SUNRISE_25;Knowing of the mightly armies and immense fleets brought to bear by the Incan invaders further south, the rulers of various islands to the north of the Tagalog archipelago have been doing what they can to prepare themselves for a similar onslaught, but it has become clear that they will face a different threat.\n\nInstead of a single mighty host carried by one grand armada, several smaller armies of Inca warriors have made landfall, each of them seemingly operating independently. Those that have managed to flee before the onslaight claim that the invaders have come to claim what they previously purchased, in the name of Inti.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_25;They must be driven back!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_26;Hundreds of menacing ships have arrived off the shores of [Root.GetName], spilling out numberless hordes of fierce warriors in strange garb. Their ululating battle cries can be heard for miles!;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_26;Throw them back into the sea!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_27;Sunrise Invasion;;;;;;;;;;;;;x
EVTDESC_SUNRISE_27;A mighty fleet consisting of hundreds of warships have arrived off the shores of [From.GetName], bringing one of the seemingly inexhaustable armies of the Sapa Inca with it, and disproving the claims made by those those that thought that the invaders would not seek to make landfall so far north.\n\nThere is a lot of confusion at the moment, but according to some of the refugees fleeing before the invaders they bring priests and common craftsmen on their ships in addition to their strangely armed and armored warriors, which indicates that they plan to stay in the region for a long time.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_27;They must be driven back!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_28;The Inca Meet With Defeat;;;;;;;;;;;;;x
EVTDESC_SUNRISE_28;The great Inca warhost that crossed the ocean in their mad bid to conquer all of Creation has been thrown back into the sea. Their colonies have been lost and their armies vanquished. The pitiful remnants of their invasion force has set sail back towards their homeland of Kay Pacha to lick their wounds and inform the Sapa Inca of their defeat.\n\nThere may come a time when their own shores are visited by fleets from the Old World, and when that happens the debt they have incurred with their former victims will no doubt be collected in full... with interest.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_28;A reckoning will not be postponed indefinitely!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_30;The Emperor's New Clothes;;;;;;;;;;;;;x
EVTDESC_SUNRISE_30;The Inca invaders have come into contact with many things that were unfamiliar to them prior to their arrival since they arrived in Asia, and though some of the things they have become fascinated with would be rather mundane as far as the locals would be concerned a few of the things the invaders have taken a liking to are not qutie as mundane.\n\nOne such thing they have taken a liking to is silk, which they have seen fit to ship back vast quantities of to their homeland so that the tailors of Cuzco can make good use of it when creating clothes for the Sapa Inca.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_30;At least the savage isn't naked...;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_30;Their efforts are adequate...;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_31;The Drink of an Empire;;;;;;;;;;;;;x
EVTDESC_SUNRISE_31;Though they were hesitant to try it at first, the Inca invaders have acquired a taste for tea since their arrival in Asia, and rumour has it vast tea plantations are being constructed back in their distant homeland to ensure that it always will be available for the children of Inti.\n\nIt is said that the Sapa Inca [Root.GetHerselfHimself] likes to hold elaborate tea ceremonies unlike any seen before when hosting [Root.GetHerHis] favorite courtiers, and that [Root.GetHerHis] most trusted generals often drink copious amounts of tea whenever they discuss the process of forging a lasting empire where the sun never sets.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_31;An empire where the sun never sets? How silly!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_31;Rule, Tawantinsuyu!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_32;The Fall of the Great Jungle;;;;;;;;;;;;;x
EVTDESC_SUNRISE_32;Thanks to the wars they have waged in what they have named the "Sunset Archipelago", the Inca armies have become quite accustomed to jungles. There is precious little information from overseas, but from what can be pieced together it seems the Inca have used their new cavalry regiments to great effect in finally pacifying their stubborn rivals in the eastern jungle.\n\nThe Tupi Alliance and the Muisca Confedertion have already been incorporated into their growing empire, and Cuzco armies are now marching towards the last hold-outs of the Free Lokono City-States on the distant coast. It may only be a matter of time before the entire continent is ruled from the great imperial city of Cuzco.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_32;The same must never happen here!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_32;Resistance is futile!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_33;The Sun's Fury;;;;;;;;;;;;;x
EVTDESC_SUNRISE_33;The Inca have been fascinated with fireworks ever since the first time they encountered them, and their interest in them has often bordered on an obseession as several of their armies have had standing orders to secure as many as they can during their campaigns.\n\nRumour has it the invaders have been shipping captured fireworks back to their homeland on a frequent basis, and that they no longer use them to entertain the Sapa Inca and the people of Cuzco. Just what they are being used for is unclear, though some truly outlandish tales claim that they will be used to make Inti's enemies feel his fury.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_33;As if that will work!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_33;The power of the sun... in the palm of my hand!;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_34;News From Across the Sea;;;;;;;;;;;;;x
EVTDESC_SUNRISE_34;;Rumours have reached Asia of a titanic struggle taking place across the Great Sea in the homeland of the Inca. The Inca themselves rarely discuss it with outsiders, but it appears they have been locked in a deadly war for some time with the Mexica, a great empire from the jungles far to the north of Cuzco. They are ruled by the Huehuetlatoani, who has allegedly sacrificed untold numbers of people to their blood gods.\n\nIf the stories are to be believed, the warriors of the Aztec managed to inflict a crushing defeat on the Sapa Inca's forces through the use of mounted warriors, and the armies of Inti were forced to withdraw further south.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_34;These "Blood-Gods" apparently got plenty of blood...;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_34;Mexica was merely a setback!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_35;The Inca armies have secured control over the massive temple of Borobudur, and reports are claiming that the priests of Inti already are making preliminary plans to consecrate it in his name, having declared it one of the holiest sites in the region they have named the "Sunset Archipelago".;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_35;They must be stopped!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_35;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_36;The armies of the Sapa Inca now control the entirety of Java, from the Sunda Strait to the Bali Strait, as well as various smaller islands further east. Having determined that the island easily could house a vast population, the invaders have requested that additional settlers be diverted to the region.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_36;We cannot allow a permanent settlement!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_36;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_37;The coastline of the island of Borneo now belongs to the Inca Empire. Several of the jungle tribes deeper inland still resist the invaders, but word is the invaders are not overly eager to defeat them permanently, seeing the minor skirmishes in the region as an opportunity for young warriors to prove themselves.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_37;Perhaps this will be their undoing?;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_37;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_38;The cruel Inca invaders are now fully in control of the Tagalog archipelago, and rumour has it they both are fortifying the region and are constructing new settlements to house settlers from their homeland, while the priests of Inti supposedly stalk the land to steal away the daughters of the locals.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_38;These brutes must be driven out!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_38;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_39;Palembang, once the crown jewel of the Srivijayan Empire, has fallen to the Sapa Inca's hordes. Already work is being carried out to secure the invaders' hold over the city and to throw back any counterattack, and word has it that the many temples of the city are being re-consecrated in the name of Inti.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_39;The city must be liberated!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_39;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_40;The Sapa Inca's armies have secured the entirety of Sumatra, along with several smaller islands nearby. Reports claim that they already have had to suppress several small uprisings as some of the rural communities in the region have been even less willing than most to hand over their daughters be indoctrinated by the invaders.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_40;Another major loss to the invaders...;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_40;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_41;The Inca have now taken over the entirety of the Ryukyuan Archipelago, and express great disdain for their 'Three Mountains', which they say pale in comparison to their homeland. They have begun constructing a grand harbour, where every day more and more ships arrive carrying eager warriors seeking to join the invasion.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_41;What will it take to stop them?;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_41;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_42;Ise now belongs to the Inca Empire, bringing the grand shrine sacred to Amaterasu under their control. The Inca have expressed disdain for the great kami, claiming that she at best is fit to be a consort of Inti, and reports have it that they might be forcing young women formerly serving Amaterasu to instead pledge themselves to Inti.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_42;They truly have no honor!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_42;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_43;From the Tsugaru Strait in the north to Tane in the south, Japan is under the Inca yoke. The invaders have found it highly offensive that an area on the western shores of the "Great Western Ocean" is called the "Land of the Rising Sun", and have decreed that the islands must be referred to as the "Land of the Setting Sun".
EVTOPTA_SUNRISE_43;May their sun set next!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_43;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_44;The Korean Peninsula now belongs to Inti, and reports from the area claim that many Quechua settlers soon will arrive in the area. Though not adverse to using poetic names for a region, the Sapa Inca's officials have seen fit to adapt the traditional name for the region and refer to it as the "Land of the Evening Calm".;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_44;May it be anything but calm!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_44;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_45;The great city of Angkor is now in the hands of the Sapa Inca, and the great temple complex nearby has also fallen. The priests and priestesses of Inti have already begun preparations to sanctify it to their god, declaring their intention to make it into one of the holiest places outside their distant homeland.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_45;This must not be allowed!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_45;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_46;From Arakan to Champa, the land now belongs to the Inca Empire. The officials of the Sapa Inca have ordered the locals to provide workers for extensive construction projects, and the ululating warriors from across the sea have proven quite willing to force compliance whenever someone has seen fit to put up resistance.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_46;They cannot be allowed to remain!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_46;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_47;The Middle Kingdom's heartland has fallen to the warriors of Inti, perhaps signifying that the Sun God has granted them the Mandate of Heaven. The invaders appear to have found many historical texts from the region highly educational, and it is said that their generals have taken a particular interest in the Art of War.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_47;That cannot possibly bode well...;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_47;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_48;The Tibetan Plateau now belongs to the Sapa Inca and Inti. The invaders have expressed great interest in the region, finding it somewhat comparable to their homeland, and plans are being made to construct many temples to Inti on the mountains in the area, which the invaders seem to think are taller than those at home.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_48;We must force them back!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_48;Glory to Inti!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_49;The entirety of India has fallen to the invaders from beyond te sea, who seem undeterred even in the face of war elephants. Having heard tales of how Alexander the Great turned back shortly after crossing the Indus, the invaders have made a sacred vow not to stop and to truly continue until there is no land left to conquer.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_49;When will it end?;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_49;Glory to Inti!;;;;;;;;;;;;;x
expel_children_of_the_light;Expel the Children of the Light;;;;;;;;;;;;;x
expel_children_of_the_light_desc;I can drive the Children of the Light from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;;;;;x
donate_money_to_children_of_the_light;Donate 300¤ to the Children of the Light;;;;;;;;;;;;;x
donate_money_to_children_of_the_light_desc;I can donate money to the Children of the Light in exchange for [Player.Religion.GetPietyName] and lifelong respect from the Priesthood.;;;;;;;;;;;;;x
EVTTITLE_SUNRISE_50;The Children of the Light;;;;;;;;;;;;;x
EVTDESC_SUNRISE_50;Emboldened by the recent reformation of the Yupaychaspa faith a band of zealous Yupaychaspa have come together and sworn an oath to safeguard the faithful against the machinations of those who are friends of the darkness and to bring Inti's ligth to the unbelievers no matter where they might be found. Though these "Children of the Light" have yet to prove themselves, it is likely that it is only a matter of time before the order is a large enough force that any who would oppose the Yupaychaspa faith cannot afford to not take them into account.;;;;;;;;;;;;;x
EVTOPTA_SUNRISE_50;Praise Inti!;;;;;;;;;;;;;x
EVTOPTB_SUNRISE_50;Let them come!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_52;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Children of the Light in its tireless defense of the faithful, even though this will forever disinherit him.;;;;;;;;;;;;;x
EVTDESC_SUNRISE_56;Great [Root.PrimaryTitle.GetRulerTitle], your extremely generous donation will aid us greatly as we fight against the enemies of the faith! Upon my honor, I shall not forget this charity!\n\nFor the defense of the faith!\nGrandmaster [From.GetFirstName];;;;;;;;;;;;;x
EVTTOOLTIP_SUNRISE_52;[This.GetTitledFirstName] becomes a Child of the Light.;;;;;;;;;;;;;x
EVTDESC_SUNRISE_60;Most righteous [Root.GetTitledFirstName], the Children of the Light is in need of more castles in order to train troops and generate a supporting income. There is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nFor the defense of the faith!\nGrandmaster [From.GetFirstName];;;;;;;;;;;;;x
EVTDESC_SUNRISE_61;The Bear Guard is constructed a castle in [Root.GetName]!;;;;;;;;;;;;;x
EVTDESC_SUNRISE_63;Your majesty, this antagonism is completely unwarranted! The Children of the Light merely seeks to protect the Yupaychaspa faith. Can you make that same claim?\n\nWith anger and sadness,\n\nGrandmaster [From.GetFirstName];;;;;;;;;;;;x
# Aclla stuff
opinion_supplied_acllahuasi;Gave daughter to the Acllahuasi;;;;;;;;;;;;;x
opinion_refused_acllahuasi;Refused to give daughter to the Acllahuasi;;;;;;;;;;;;;x
aclla;Aclla;;;;;;;;;;;;;x
aclla_desc;This woman is an Aclla, one of the Virgins of the Sun. She might one day marry an influential husband, or be offered up in sacrifice to Inti.;;;;;;;;;;;;;x
EVTDESC_ACLLA_6;The war is over and lost, but the Sapa Inca is not finished with you. An Apupanaca, an emissary from the imperial city of Cuzco, has been sent to collect one of your daughters, and his eye has fallen on the young [child_to_seize.GetFirstName].\n\n[apupanaca.GetBestName] explains that she will be taken to the Acllahuasi, a sacred convent in Cuzco, and there instructed in the Incan ways. It is a holy place, and [child_to_seize.GetFirstName] might even receive the honour of being sacrificed to Inti when she reaches adulthood. She could also be married to the Sapa Inca, or one of his vassals.\n\nIt is a great honor, and with your levies still recuperating from the defeat at the hands of [From.GetBestName], you are in no position to refuse.;;;;;;;;;;;;;x
EVTOPTA_ACLLA_6;Not my little [child_to_seize.GetFirstName]!;;;;;;;;;;;;;x
EVTOPTB_ACLLA_6;Her existing betrothal will have to be broken...;;;;;;;;;;;;;x
ACLLA_6_TOOLTIP;You are given some time to say goodbye to your daughter.;;;;;;;;;;;;;x
