#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
emperor_chinese_group;Huangdi;Huangdi;Huangdi;;Huangdi;;;;;;;;;x
baron_female_japonic;Danshakufujin;Danshakufujin;Danshakufujin;;Danshakufujin;;;;;;;;;x
vice_royalty_emperor_japonic;Fukotei;Fukotei;Fukotei;;Fukotei;;;;;;;;;x
vice_royalty_emperor_female_japonic;Fukogo;Fukogo;Fukogo;;Fukogo;;;;;;;;;x
vice_royalty_king_japonic;Fuo;Fuo;Fuo;;Fuo;;;;;;;;;x
vice_royalty_king_female_japonic;Jofuo;Jofuo;Jofuo;;Jofuo;;;;;;;;;x
vice_royalty_duke_japonic;Chiji;Chiji;Chiji;;Chiji;;;;;;;;;x
vice_royalty_duke_female_japonic;Chijifujin;Chijifujin;Chijifujin;;Chijifujin;;;;;;;;;x
duchy_japonic;Kokoku;Kokoku;Kokoku;;Kokoku;;;;;;;;;x
county_japonic;Hakushakuryo;Hakushakuryo;Hakushakuryo;;Hakushakuryo;;;;;;;;;x
barony_japonic;Danshakuryo;Danshakuryo;Danshakuryo;;Danshakuryo;;;;;;;;;x
duchy_of_japonic;Kokoku of;Kokoku de;Kokoku von;;Kokoku de;;;;;;;;;x
county_of_japonic;Hakushakuryo of;Hakushakuryo de;Hakushakuryo von;;Hakushakuryo de;;;;;;;;;x
barony_of_japonic;Danshakuryo of;Danshakuryo de;Danshakuryo von;;Danshakuryo de;;;;;;;;;x
vice_royalty_kingdom_japonic;Fuokoku;Fuokoku;Fuokoku;;Fuokoku;;;;;;;;;x
vice_royalty_duchy_japonic;Do;Do;Do;;Do;;;;;;;;;x
vice_royalty_kingdom_of_japonic;Fuokoku of;Fuokoku de;Fuokoku von;;Fuokoku de;;;;;;;;;x
vice_royalty_duchy_of_japonic;Do of;Do de;Do von;;Do de;;;;;;;;;x
emperor_japanese;Shogun;Shogun;Shogun;;Shogun;;;;;;;;;x
emperor_female_japonic;Shogunfujin;Shogunfujin;Shogunfujin;;Shogunfujin;;;;;;;;;x
emperor_yamato;Shogun;Shogun;Shogun;;Shogun;;;;;;;;;x
emperor_female_yamato;Shogunfujin;Shogunfujin;Shogunfujin;;Shogunfujin;;;;;;;;;x
emperor_wako;Shogun;Shogun;Shogun;;Shogun;;;;;;;;;x
emperor_female_wako;Shogunfujin;Shogunfujin;Shogunfujin;;Shogunfujin;;;;;;;;;x
empire_of_japonic;Shogunate of;;;;;;;;;;;;;x
empire_japonic;Shogunate;;;;;;;;;;;;;x
empire_of_shinto;Shogunate of;;;;;;;;;;;;;x
empire_shinto;Shogunate;;;;;;;;;;;;;x
empire_of_shugendo;Shogunate of;;;;;;;;;;;;;x
empire_shugendo;Shogunate;;;;;;;;;;;;;x
empire_of_koshin;Shogunate of;;;;;;;;;;;;;x
empire_koshin;Shogunate;;;;;;;;;;;;;x
ji_emperor;Emperor;;;;;;;;;;;;;x
ji_emperor_female;Empress;;;;;;;;;;;;;x
ji_empire;Empire;;;;;;;;;;;;;x
ji_empire_of;Empire of;;;;;;;;;;;;;x
di_emperor;Emperor;;;;;;;;;;;;;x
di_emperor_female;Empress;;;;;;;;;;;;;x
di_empire;Empire;;;;;;;;;;;;;x
di_empire_of;Empire of;;;;;;;;;;;;;x
king_japanese;O;O;O;;O;;;;;;;;;x
king_yamato;O;O;O;;O;;;;;;;;;x
king_wako;O;O;O;;O;;;;;;;;;x
king_female_japanese;Joo;Joo;Joo;;Joo;;;;;;;;;x
king_female_yamato;Joo;Joo;Joo;;Joo;;;;;;;;;x
king_female_wako;Joo;Joo;Joo;;Joo;;;;;;;;;x
duke_japanese;Daimyo;Daimyo;Daimyo;;Daimyo;;;;;;;;;x
duke_yamato;Daimyo;Daimyo;Daimyo;;Daimyo;;;;;;;;;x
duke_wako;Daimyo;Daimyo;Daimyo;;Daimyo;;;;;;;;;x
duke_female_japanese;Daimyofujin;Daimyofujin;Daimyofujin;;Daimyofujin;;;;;;;;;x
duke_female_yamato;Daimyofujin;Daimyofujin;Daimyofujin;;Daimyofujin;;;;;;;;;x
duke_female_wako;Daimyofujin;Daimyofujin;Daimyofujin;;Daimyofujin;;;;;;;;;x
count_japanese;Shugo;Shugo;Shugo;;Shugo;;;;;;;;;x
count_yamato;Shugo;Shugo;Shugo;;Shugo;;;;;;;;;x
count_wako;Shugo;Shugo;Shugo;;Shugo;;;;;;;;;x
count_female_japanese;Shugofujin;Shugofujin;Shugofujin;;Shugofujin;;;;;;;;;x
count_female_yamato;Shugofujin;Shugofujin;Shugofujin;;Shugofujin;;;;;;;;;x
count_female_wako;Shugofujin;Shugofujin;Shugofujin;;Shugofujin;;;;;;;;;x
baron_japanese;Jito;Jito;Jito;;Jito;;;;;;;;;x
baron_yamato;Jito;Jito;Jito;;Jito;;;;;;;;;x
baron_wako;Jito;Jito;Jito;;Jito;;;;;;;;;x
baron_female_japanese;Jitofujin;Jitofujin;Jitofujin;;Jitofujin;;;;;;;;;x
baron_female_yamato;Jitofujin;Jitofujin;Jitofujin;;Jitofujin;;;;;;;;;x
baron_female_wako;Jitofujin;Jitofujin;Jitofujin;;Jitofujin;;;;;;;;;x
title_tanist_japonic;Chosen Heir;;;;;;;;;;;;;x
title_regent_japanese;[Root.GetProperJaponicRegentTitle];[Root.GetProperJaponicRegentTitle];[Root.GetProperJaponicRegentTitle];;[Root.GetProperJaponicRegentTitle];;;;;;;;;x
title_regent_yamato;[Root.GetProperJaponicRegentTitle];[Root.GetProperJaponicRegentTitle];[Root.GetProperJaponicRegentTitle];;[Root.GetProperJaponicRegentTitle];;;;;;;;;x
title_regent_wako;[Root.GetProperJaponicRegentTitle];[Root.GetProperJaponicRegentTitle];[Root.GetProperJaponicRegentTitle];;[Root.GetProperJaponicRegentTitle];;;;;;;;;x
SESSHO;Sessho;Sessho;Sessho;;Sessho;;;;;;;;;x
KAMPAKU;Kampaku;Kampaku;Kampaku;;Kampaku;;;;;;;;;x
SHIKKEN;Shikken;Shikken;Shikken;;Shikken;;;;;;;;;x
SESSEI;Sessei;Sessei;Sessei;;Sessei;;;;;;;;;x
vice_royalty_emperor_japanese;Taikun;Taikun;Taikun;;Taikun;;;;;;;;;x
vice_royalty_emperor_yamato;Taikun;Taikun;Taikun;;Taikun;;;;;;;;;x
vice_royalty_emperor_wako;Taikun;Taikun;Taikun;;Taikun;;;;;;;;;x
vice_royalty_emperor_female_japanese;Taikunfujin;Taikunfujin;Taikunfujin;;Taikunfujin;;;;;;;;;x
vice_royalty_emperor_female_yamato;Taikunfujin;Taikunfujin;Taikunfujin;;Taikunfujin;;;;;;;;;x
vice_royalty_emperor_female_wako;Taikunfujin;Taikunfujin;Taikunfujin;;Taikunfujin;;;;;;;;;x
vice_royalty_king_japanese;Grand Kokushi;Kokushi;Kokushi;;Kokushi;;;;;;;;;x
vice_royalty_king_yamato;Grand Kokushi;Kokushi;Kokushi;;Kokushi;;;;;;;;;x
vice_royalty_king_wako;Grand Kokushi;Kokushi;Kokushi;;Kokushi;;;;;;;;;x
vice_royalty_king_female_japanese;Grand Kokushifujin;Kokushifujin;Kokushifujin;;Kokushifujin;;;;;;;;;x
vice_royalty_king_female_yamato;Grand Kokushifujin;Kokushifujin;Kokushifujin;;Kokushifujin;;;;;;;;;x
vice_royalty_king_female_wako;Grand Kokushifujin;Kokushifujin;Kokushifujin;;Kokushifujin;;;;;;;;;x
vice_royalty_duke_japanese;Kokushi;Kokushi;Kokushi;;Kokushi;;;;;;;;;x
vice_royalty_duke_yamato;Kokushi;Kokushi;Kokushi;;Kokushi;;;;;;;;;x
vice_royalty_duke_wako;Kokushi;Kokushi;Kokushi;;Kokushi;;;;;;;;;x
vice_royalty_duke_female_japanese;Kokushifujin;Kokushifujin;Kokushifujin;;Kokushifujin;;;;;;;;;x
vice_royalty_duke_female_yamato;Kokushifujin;Kokushifujin;Kokushifujin;;Kokushifujin;;;;;;;;;x
vice_royalty_duke_female_wako;Kokushifujin;Kokushifujin;Kokushifujin;;Kokushifujin;;;;;;;;;x
duchy_japanese;Myoden;Myoden;Myoden;;Myoden;;;;;;;;;x
duchy_yamato;Myoden;Myoden;Myoden;;Myoden;;;;;;;;;x
duchy_wako;Myoden;Myoden;Myoden;;Myoden;;;;;;;;;x
county_japanese;Ken;Ken;Ken;;Ken;;;;;;;;;x
county_yamato;Ken;Ken;Ken;;Ken;;;;;;;;;x
county_wako;Ken;Ken;Ken;;Ken;;;;;;;;;x
barony_japanese;Shoen;Shoen;Shoen;;Shoen;;;;;;;;;x
barony_yamato;Shoen;Shoen;Shoen;;Shoen;;;;;;;;;x
barony_wako;Shoen;Shoen;Shoen;;Shoen;;;;;;;;;x
duchy_of_japanese;Myoden of;Myoden de;Myoden von;;Myoden de;;;;;;;;;x
duchy_of_yamato;Myoden of;Myoden de;Myoden von;;Myoden de;;;;;;;;;x
duchy_of_wako;Myoden of;Myoden de;Myoden von;;Myoden de;;;;;;;;;x
county_of_japanese;Ken of;Ken de;Ken von;;Ken de;;;;;;;;;x
county_of_yamato;Ken of;Ken de;Ken von;;Ken de;;;;;;;;;x
county_of_wako;Ken of;Ken de;Ken von;;Ken de;;;;;;;;;x
barony_of_japanese;Shoen of;Shoen de;Shoen von;;Shoen de;;;;;;;;;x
barony_of_yamato;Shoen of;Shoen de;Shoen von;;Shoen de;;;;;;;;;x
barony_of_wako;Shoen of;Shoen de;Shoen von;;Shoen de;;;;;;;;;x
vice_royalty_kingdom_japanese;Shokufu;Shokufu;Shokufu;;Shokufu;;;;;;;;;x
vice_royalty_kingdom_yamato;Shokufu;Shokufu;Shokufu;;Shokufu;;;;;;;;;x
vice_royalty_kingdom_wako;Shokufu;Shokufu;Shokufu;;Shokufu;;;;;;;;;x
vice_royalty_duchy_japanese;Do;Do;Do;;Do;;;;;;;;;x
vice_royalty_duchy_yamato;Do;Do;Do;;Do;;;;;;;;;x
vice_royalty_duchy_wako;Do;Do;Do;;Do;;;;;;;;;x
vice_royalty_kingdom_of_japanese;Shokufu of;Shokufu de;Shokufu von;;Shokufu de;;;;;;;;;x
vice_royalty_kingdom_of_yamato;Shokufu of;Shokufu de;Shokufu von;;Shokufu de;;;;;;;;;x
vice_royalty_kingdom_of_wako;Shokufu of;Shokufu de;Shokufu von;;Shokufu de;;;;;;;;;x
vice_royalty_duchy_of_japanese;Do of;Do de;Do von;;Do de;;;;;;;;;x
vice_royalty_duchy_of_yamato;Do of;Do de;Do von;;Do de;;;;;;;;;x
vice_royalty_duchy_of_wako;Do of;Do de;Do von;;Do de;;;;;;;;;x
job_chancellor_ainu;Keutoranke;Keutoranke;Keutoranke;;Keutoranke;;;;;;;;;x
job_marshal_ainu;Isonash;Isonash;Isonash;;Isonash;;;;;;;;;x
job_treasurer_ainu;Harukor;Harukor;Harukor;;Harukor;;;;;;;;;x
job_spymaster_ainu;Great Spy;;;;;;;;;;;;;x
job_spiritual_ainu;Resunotek;Resunotek;Resunotek;;Resunotek;;;;;;;;;x
job_chancellor_emishi;Keutoranke;Keutoranke;Keutoranke;;Keutoranke;;;;;;;;;x
job_marshal_emishi;Isonash;Isonash;Isonash;;Isonash;;;;;;;;;x
job_treasurer_emishi;Harukor;Harukor;Harukor;;Harukor;;;;;;;;;x
job_spymaster_emishi;Great Spy;;;;;;;;;;;;;x
job_spiritual_emishi;Resunotek;Resunotek;Resunotek;;Resunotek;;;;;;;;;x
emperor_koreanic;Hwangje;Hwangje;Hwangje;;Hwangje;;;;;;;;;x
emperor_female_koreanic;Hwanghu;Hwanghu;Hwanghu;;Hwanghu;;;;;;;;;x
king_koreanic;Wang;Wang;Wang;;Wang;;;;;;;;;x
king_female_koreanic;Wangbi;Wangbi;Wangbi;;Wangbi;;;;;;;;;x
duke_koreanic;Gongjak;Gongjak;Gongjak;;Gongjak;;;;;;;;;x
duke_female_koreanic;Gongjakbuin;Gongjakbuin;Gongjakbuin;;Gongjakbuin;;;;;;;;;x
count_koreanic;Baekjak;Baekjak;Baekjak;;Baekjak;;;;;;;;;x
count_female_koreanic;Baekjakbuin;Baekjakbuin;Baekjakbuin;;Baekjakbuin;;;;;;;;;x
baron_koreanic;Namjak;Namjak;Namjak;;Namjak;;;;;;;;;x
baron_female_koreanic;Namjakbuin;Namjakbuin;Namjakbuin;;Namjakbuin;;;;;;;;;x
vice_royalty_emperor_koreanic;Buhwangje;Buhwangje;Buhwangje;;Buhwangje;;;;;;;;;x
vice_royalty_emperor_female_koreanic;Buhwanghu;Buhwanghu;Buhwanghu;;Buhwanghu;;;;;;;;;x
vice_royalty_king_koreanic;Buwang;Buwang;Buwang;;Buwang;;;;;;;;;x
vice_royalty_king_female_koreanic;Buwangbi;Buwangbi;Buwangbi;;Buwangbi;;;;;;;;;x
vice_royalty_duke_koreanic;Jisa;Jisa;Jisa;;Jisa;;;;;;;;;x
vice_royalty_duke_female_koreanic;Jisabuin;Jisabuin;Jisabuin;;Jisabuin;;;;;;;;;x
duchy_koreanic;Gongguk;Gongguk;Gongguk;;Gongguk;;;;;;;;;x
county_koreanic;Baekguk;Baekguk;Baekguk;;Baekguk;;;;;;;;;x
barony_koreanic;Namguk;Namguk;Namguk;;Namguk;;;;;;;;;x
duchy_of_koreanic;Gongguk of;Gongguk de;Gongguk von;;Gongguk de;;;;;;;;;x
county_of_koreanic;Baekguk of;Baekguk de;Baekguk von;;Baekguk de;;;;;;;;;x
barony_of_koreanic;Namguk of;Namguk de;Namguk von;;Namguk de;;;;;;;;;x
vice_royalty_kingdom_koreanic;Buwangguk;Buwangguk;Buwangguk;;Buwangguk;;;;;;;;;x
vice_royalty_duchy_koreanic;Do;Do;Do;;Do;;;;;;;;;x
vice_royalty_kingdom_of_koreanic;Buwangguk of;Buwangguk de;Buwangguk von;;Buwangguk de;;;;;;;;;x
vice_royalty_duchy_of_koreanic;Do of;Do de;Do von;;Do de;;;;;;;;;x
job_chancellor_koreanic;Yeongwijeong;Yeongwijeong;Yeongwijeong;;Yeongwijeong;;;;;;;;;x
job_marshal_koreanic;Byeongjo;Byeongjo;Byeongjo;;Byeongjo;;;;;;;;;x
job_treasurer_koreanic;Hojo;Hojo;Hojo;;Hojo;;;;;;;;;x
job_spymaster_koreanic;Amhaengeosa;Amhaengeosa;Amhaengeosa;;Amhaengeosa;;;;;;;;;x
job_spiritual_koreanic;Yejo;Yejo;Yejo;;Yejo;;;;;;;;;x
count_shinto;Shugo;Shugo;Shugo;;Shugo;;;;;;;;;x
count_female_shinto;Shugofujin;Shugofujin;Shugofujin;;Shugofujin;;;;;;;;;x
baron_shinto;Jito;Jito;Jito;;Jito;;;;;;;;;x
baron_female_shinto;Jitofujin;Jitofujin;Jitofujin;;Jitofujin;;;;;;;;;x
temple_baron_shinto;Priest;Prêtre;Priester;;Sacerdote;;;;;;;;;x
temple_baron_female_shinto;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
temple_barony_shinto;Shrine;Tombeau;Schrein;;Santurario;;;;;;;;;x
temple_barony_of_shinto;Shrine of;Tombeau de;Schrein von;;Santurario de;;;;;;;;;x
count_shugendo;Shugo;Shugo;Shugo;;Shugo;;;;;;;;;x
count_female_shugendo;Shugofujin;Shugofujin;Shugofujin;;Shugofujin;;;;;;;;;x
baron_shugendo;Jito;Jito;Jito;;Jito;;;;;;;;;x
baron_female_shugendo;Jitofujin;Jitofujin;Jitofujin;;Jitofujin;;;;;;;;;x
temple_baron_shugendo;Priest;Prêtre;Priester;;Sacerdote;;;;;;;;;x
temple_baron_female_shugendo;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
temple_barony_shugendo;Shrine;Tombeau;Schrein;;Santurario;;;;;;;;;x
temple_barony_of_shugendo;Shrine of;Tombeau de;Schrein von;;Santurario de;;;;;;;;;x
count_koshin;Shugo;Shugo;Shugo;;Shugo;;;;;;;;;x
count_female_koshin;Shugofujin;Shugofujin;Shugofujin;;Shugofujin;;;;;;;;;x
baron_koshin;Jito;Jito;Jito;;Jito;;;;;;;;;x
baron_female_koshin;Jitofujin;Jitofujin;Jitofujin;;Jitofujin;;;;;;;;;x
temple_baron_koshin;Priest;Prêtre;Priester;;Sacerdote;;;;;;;;;x
temple_baron_female_koshin;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
temple_barony_koshin;Shrine;Tombeau;Schrein;;Santurario;;;;;;;;;x
temple_barony_of_koshin;Shrine of;Tombeau de;Schrein von;;Santurario de;;;;;;;;;x
temple_baron_ainu_pagan_reformed;Shaman;Chaman;Schamane;;Chamán;;;;;;;;;x
temple_barony_ainu_pagan_reformed;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_baron_ainu_pagan;Shaman;Chaman;Schamane;;Chamán;;;;;;;;;x
temple_barony_ainu_pagan;Temple;Temple;Tempel;;Templo;;;;;;;;;x
count_chinese_group_pagan_reformed;Bojue;Bojue;Bojue;;Bojue;;;;;;;;;x
count_female_chinese_group_pagan_reformed;Bojuefuren;Bojuefuren;Bojuefuren;;Bojuefuren;;;;;;;;;x
baron_chinese_group_pagan_reformed;Nanjue;Nanjue;Nanjue;;Nanjue;;;;;;;;;x
baron_female_chinese_group_pagan_reformed;Nanjuefuren;Nanjuefuren;Nanjuefuren;;Nanjuefuren;;;;;;;;;x
temple_baron_chinese_group_pagan_reformed;Wu;Wu;Wu;;Wu;;;;;;;;;x
temple_barony_chinese_group_pagan_reformed;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_chinese_group_pagan_reformed;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
count_chinese_group_pagan;Bojue;Bojue;Bojue;;Bojue;;;;;;;;;x
count_female_chinese_group_pagan;Bojuefuren;Bojuefuren;Bojuefuren;;Bojuefuren;;;;;;;;;x
baron_chinese_group_pagan;Nanjue;Nanjue;Nanjue;;Nanjue;;;;;;;;;x
baron_female_chinese_group_pagan;Nanjuefuren;Nanjuefuren;Nanjuefuren;;Nanjuefuren;;;;;;;;;x
temple_baron_chinese_group_pagan;Wu;Wu;Wu;;Wu;;;;;;;;;x
temple_barony_chinese_group_pagan;;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_chinese_group_pagan;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
count_korean_pagan_reformed;Baekjak;Baekjak;Baekjak;;Baekjak;;;;;;;;;x
count_female_korean_pagan_reformed;Baekjakbuin;Baekjakbuin;Baekjakbuin;;Baekjakbuin;;;;;;;;;x
baron_korean_pagan_reformed;Namjak;Namjak;Namjak;;Namjak;;;;;;;;;x
baron_female_korean_pagan_reformed;Namjakbuin;Namjakbuin;Namjakbuin;;Namjakbuin;;;;;;;;;x
temple_baron_korean_pagan_reformed;Mu;Mu;Mu;;Mu;;;;;;;;;x
temple_barony_korean_pagan_reformed;;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_korean_pagan_reformed;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
count_korean_pagan;Baekjak;Baekjak;Baekjak;;Baekjak;;;;;;;;;x
count_female_korean_pagan;Baekjakbuin;Baekjakbuin;Baekjakbuin;;Baekjakbuin;;;;;;;;;x
baron_korean_pagan;Namjak;Namjak;Namjak;;Namjak;;;;;;;;;x
baron_female_korean_pagan;Namjakbuin;Namjakbuin;Namjakbuin;;Namjakbuin;;;;;;;;;x
temple_baron_korean_pagan;Mu;Mu;Mu;;Mu;;;;;;;;;x
temple_barony_korean_pagan;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_korean_pagan;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
count_ryukyuan_pagan_reformed;Hakushaku;Hakushaku;Hakushaku;;Hakushaku;;;;;;;;;x
count_female_ryukyuan_pagan_reformed;Hakushakufujin;Hakushakufujin;Hakushakufujin;;Hakushakufujin;;;;;;;;;x
baron_ryukyuan_pagan_reformed;Danshaku;Danshaku;Danshaku;;Danshaku;;;;;;;;;x
baron_female_ryukyuan_pagan_reformed;Danshakufujin;Danshakufujin;Danshakufujin;;Danshakufujin;;;;;;;;;x
temple_baron_ryukyuan_pagan_reformed;Priest;Prêtre;Priester;;Sacerdote;;;;;;;;;x
temple_baron_female_ryukyuan_pagan_reformed;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
temple_barony_ryukyuan_pagan_reformed;Shrine;Tombeau;Schrein;;Santurario;;;;;;;;;x
temple_barony_of_ryukyuan_pagan_reformed;Shrine of;Tombeau de;Schrein von;;Santurario de;;;;;;;;;x
count_ryukyuan_pagan;Hakushaku;Hakushaku;Hakushaku;;Hakushaku;;;;;;;;;x
count_female_ryukyuan_pagan;Hakushakufujin;Hakushakufujin;Hakushakufujin;;Hakushakufujin;;;;;;;;;x
baron_ryukyuan_pagan;Danshaku;Danshaku;Danshaku;;Danshaku;;;;;;;;;x
baron_female_ryukyuan_pagan;Danshakufujin;Danshakufujin;Danshakufujin;;Danshakufujin;;;;;;;;;x
count_ryukyuan;Hakushaku;Hakushaku;Hakushaku;;Hakushaku;;;;;;;;;x
count_female_ryukyuan;Hakushakufujin;Hakushakufujin;Hakushakufujin;;Hakushakufujin;;;;;;;;;x
baron_ryukyuan;Danshaku;Danshaku;Danshaku;;Danshaku;;;;;;;;;x
baron_female_ryukyuan;Danshakufujin;Danshakufujin;Danshakufujin;;Danshakufujin;;;;;;;;;x
temple_baron_ryukyuan_pagan;Priest;Prêtre;Priester;;Sacerdote;;;;;;;;;x
temple_baron_female_ryukyuan_pagan;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
temple_barony_ryukyuan_pagan;Shrine;Tombeau;Schrein;;Santurario;;;;;;;;;x
temple_barony_of_ryukyuan_pagan;Shrine of;Tombeau de;Schrein von;;Santurario de;;;;;;;;;x
job_chancellor_chinese_group;Chief Minister;Ministre en chef;Hauptminister;;Ministro jefe;;;;;;;;;x
job_marshal_chinese_group;Xingjun Sima;Xingjun sima;Xingjun Sima;;Xingjun Sima;;;;;;;;;x
job_treasurer_chinese_group;Treasurer;Trésorier;Schatzmeister;;Tesorero;;;;;;;;;x
job_spymaster_chinese_group;Spymaster;Maître-espion;Hofspitzel;;Jefe de espías;;;;;;;;;x
job_spiritual_chinese_group;Libationer;Libationneur;Libationer;;Libador;;;;;;;;;x
job_spiritual_female_chinese_group;Libationer;Libationneur;Libationer;;Libador;;;;;;;;;x
job_chancellor_shinto;Dajo Daijni;Dajo Daijni;Dajo Daijni;;Dajo Daijni;;;;;;;;;x
job_marshal_shinto;Seii Taishogun;Seii Taishogun;Seii Taishogun;;Seii Taishogun;;;;;;;;;x
