#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#### Empire of the Pacific Rim
b_tigbauan;Tigbauan;;;;;;;;;;;;;x
# County of Panay
c_panay;Panay;;;;;;;;;;;;;x
b_panay;Panay;;;;;;;;;;;;;x
b_madalag;Madalag;;;;;;;;;;;;;x
b_kalibo;Kalibo;;;;;;;;;;;;;x
b_ibajay;Ibajay;;;;;;;;;;;;;x
b_culasi;Culasi;;;;;;;;;;;;;x
b_tibiao;Tibiao;;;;;;;;;;;;;x
b_makato;Makato;;;;;;;;;;;;;x
# County of Bamban
c_bamban;Bamban;;;;;;;;;;;;;x
b_bamban;Bamban;;;;;;;;;;;;;x
b_banaba;Banaba;;;;;;;;;;;;;x
b_culubasa;Culubasa;;;;;;;;;;;;;x
b_baguindoc;Baguindoc;;;;;;;;;;;;;x
b_libueg;Libueg;;;;;;;;;;;;;x
b_ma_rawi;Marawi;;;;;;;;;;;;;x
b_sawat;Sawat;;;;;;;;;;;;;x
# County of Nayup
c_nayup;Nayup;;;;;;;;;;;;;x
b_nayup;Nayup;;;;;;;;;;;;;x
b_igang;Igang;;;;;;;;;;;;;x
b_mataas;Mataas;;;;;;;;;;;;;x
b_misibis;Misibis;;;;;;;;;;;;;x
b_napao;Napao;;;;;;;;;;;;;x
b_sogod;Sogod;;;;;;;;;;;;;x
b_tanagan;Tanagan;;;;;;;;;;;;;x
## Duchy of Cebuano
d_cebuano;Cebuano;;;;;;;;;;;;;x
# County of Illongo
c_illongo;Illongo;;;;;;;;;;;;;x
b_binalbagan;Binalbagan;;;;;;;;;;;;;x
b_ilog;Ilog;;;;;;;;;;;;;x
b_cabatuan;Cabatuan;;;;;;;;;;;;;x
b_jaro;Jaro;;;;;;;;;;;;;x
b_dugwakan;Dugwakan;;;;;;;;;;;;;x
b_magdalo;Magdalo;;;;;;;;;;;;;x
b_talokgangan;Talokgangan;;;;;;;;;;;;;x
# County of Buglas
c_buglas;Buglas;;;;;;;;;;;;;x
b_bayawan;Bayawan;;;;;;;;;;;;;x
b_dauin;Dauin;;;;;;;;;;;;;x
b_mabinay;Mabinay;;;;;;;;;;;;;x
b_siaton;Siaton;;;;;;;;;;;;;x
b_tayasan;Tayasan;;;;;;;;;;;;;x
b_manjuyod;Manjuyod;;;;;;;;;;;;;x
b_maninihon;Maninihon;;;;;;;;;;;;;x
# County of Cebu
c_cebu;Cebu;;;;;;;;;;;;;x
b_cebu;Cebu;;;;;;;;;;;;;x
b_carcar;Carcar;;;;;;;;;;;;;x
b_balamban;Balamban;;;;;;;;;;;;;x
b_daanbantayan;Daanbantayan;;;;;;;;;;;;;x
b_pinamungajan;Pinamungajan;;;;;;;;;;;;;x
b_tabogon;Tabogon;;;;;;;;;;;;;x
b_tuburan;Tuburan;;;;;;;;;;;;;x
# County of Eskaya
c_eskaya;Eskaya;;;;;;;;;;;;;x
b_potohan;Potohan;;;;;;;;;;;;;x
b_bohol;Bohol;;;;;;;;;;;;;x
b_bagatusan;Bagatusan;;;;;;;;;;;;;x
b_cabgan;Cabgan;;;;;;;;;;;;;x
b_gak_ang;Gak Ang;;;;;;;;;;;;;x
b_hingutanan;Hingutanan;;;;;;;;;;;;;x
b_jao;b_jao;;;;;;;;;;;;;x
### Kingdom of Maynila
k_maynila;Maynila;;;;;;;;;;;;;x
## Duchy of Leyte
d_leyte;Leyte;;;;;;;;;;;;;x
# County of Hunonganan
c_hunonganan;Hunonganan;;;;;;;;;;;;;x
b_hunongan;Hunongan;;;;;;;;;;;;;x
b_maasin;Maasin;;;;;;;;;;;;;x
b_palompon;Palompon;;;;;;;;;;;;;x
b_canipaan;Canipaan;;;;;;;;;;;;;x
b_ingan;Ingan;;;;;;;;;;;;;x
b_manlico;Manlico;;;;;;;;;;;;;x
b_tahusan;Tahusan;;;;;;;;;;;;;x
# County of Leyte
c_leyte;Leyte;;;;;;;;;;;;;x
b_tacloban;Tacloban;;;;;;;;;;;;;x
b_ormoc;Ormoc;;;;;;;;;;;;;x
b_barugo;Barugo;;;;;;;;;;;;;x
b_calubian;Calubian;;;;;;;;;;;;;x
b_hilongos;Hilongos;;;;;;;;;;;;;x
b_hindang;Hindang;;;;;;;;;;;;;x
b_inopacan;Inopacan;;;;;;;;;;;;;x
# County of Bagasumbol
c_bagasumbol;Bagasumbol;;;;;;;;;;;;;x
b_bagasumbol;Bagasumbol;;;;;;;;;;;;;x
b_agpani;Agpani;;;;;;;;;;;;;x
b_catmon;Catmon;;;;;;;;;;;;;x
b_lucsoon;Lucsoon;;;;;;;;;;;;;x
b_mabini;Mabini;;;;;;;;;;;;;x
b_bo_rac;Borac;;;;;;;;;;;;;x
b_sabang;Sabang;;;;;;;;;;;;;x
# County of Masbate
c_masbate;Masbate;;;;;;;;;;;;;x
b_masbate;Masbate;;;;;;;;;;;;;x
b_aroroy;b_aroroy;;;;;;;;;;;;;x
b_palanas;Palanas;;;;;;;;;;;;;x
b_cawayan;Cawayan;;;;;;;;;;;;;x
b_dimasalang;Dimasalang;;;;;;;;;;;;;x
b_uson;Uson;;;;;;;;;;;;;x
b_milagros;Milagros;;;;;;;;;;;;;x
## Duchy of Mindoro
d_mindoro;Mindoro;;;;;;;;;;;;;x
# County of Mansalay
c_mansalay;Mansalay;;;;;;;;;;;;;x
b_mansalay;Mansalay;;;;;;;;;;;;;x
b_mindoro;Mindoro;;;;;;;;;;;;;x
b_sablayan;Sablayan;;;;;;;;;;;;;x
b_wasig;Wasig;;;;;;;;;;;;x
b_naujan;Naujan;;;;;;;;;;;;;x
b_calapan;Calapan;;;;;;;;;;;;;x
b_calintaan;Calintaan;;;;;;;;;;;;;x
# County of Mamburao
c_mamburao;Mamburao;;;;;;;;;;;;;x
b_mamburao;Mamburao;;;;;;;;;;;;;x
b_balansay;Balansay;;;;;;;;;;;;;x
b_tii;Tii;;;;;;;;;;;;;x
b_payompon;Payompon;;;;;;;;;;;;;x
b_li_gang;Li Gang;;;;;;;;;;;;;x
b_talabann;Talabann;;;;;;;;;;;;;x
b_tayamaan;Tayamaan;;;;;;;;;;;;;x
## Duchy of Samar
d_samar;Samar;;;;;;;;;;;;;x
# County of Guiuan
c_guiuan;Guiuan;;;;;;;;;;;;;x
b_homonhon;Homonhon;;;;;;;;;;;;;x
b_alingarog;Alingarog;;;;;;;;;;;;;x
b_bungtod;Bungtod;;;;;;;;;;;;;x
b_cogon;Cogon;;;;;;;;;;;;;x
b_dalaragan;Dalaragan;;;;;;;;;;;;;x
b_salug;Salug;;;;;;;;;;;;;x
b_timala;Timala;;;;;;;;;;;;;x
# County of Samar
c_samar;Samar;;;;;;;;;;;;;x
b_tinago;Tinago;;;;;;;;;;;;;x
b_calbayog;Calbayog;;;;;;;;;;;;;x
b_motiong;Motiong;;;;;;;;;;;;;x
b_calbiga;Calbiga;;;;;;;;;;;;;x
b_gandara;Gandara;;;;;;;;;;;;;x
b_jiabong;Jiabong;;;;;;;;;;;;;x
b_tarangnan;Tarangnan;;;;;;;;;;;;;x
# County of Borongan
c_borongan;Borongan;;;;;;;;;;;;;x
b_borongan;Borongan;;;;;;;;;;;;;x
b_amantacop;Amantacop;;;;;;;;;;;;;x
b_benowangan;Benowangan;;;;;;;;;;;;;x
b_cagbonga;Cagbonga;;;;;;;;;;;;;x
b_hebacong;Hebacong;;;;;;;;;;;;;x
b_maybacong;Maybacong;;;;;;;;;;;;;x
b_suribao;Suribao;;;;;;;;;;;;;x
# County of Palapag
c_palapag;Palapag;;;;;;;;;;;;;x
b_palapag;Plapag;;;;;;;;;;;;;x
b_ibabao;Ibabao;;;;;;;;;;;;;x
b_binay;Binay;;;;;;;;;;;;;x
b_mabaras;Mabaras;;;;;;;;;;;;;x
b_nipa;Nipa;;;;;;;;;;;;;x
b_sangay;Sangay;;;;;;;;;;;;;x
b_talolora;Talolora;;;;;;;;;;;;;x
## Duchy of Sorsogon
d_sorsogon;Sorsogon;;;;;;;;;;;;;x
# County of Sorsogon
c_sorsogon;Sorsogon;;;;;;;;;;;;;x
b_sorsogon;Sorsogon;;;;;;;;;;;;;x
b_namayan;Namayan;;;;;;;;;;;;;x
b_balayan;Balayan;;;;;;;;;;;;;x
b_tanay;Tanay;;;;;;;;;;;;;x
b_lipa;Lipa;;;;;;;;;;;;;x
b_naga;Naga;;;;;;;;;;;;;x
b_legazpi;Legazpi;;;;;;;;;;;;;x
# County of Pili
c_pili;Pili;;;;;;;;;;;;;x
b_pili;Pili;;;;;;;;;;;;;x
b_anayan;Anayan;;;;;;;;;;;;;x
b_cadlan;Cadlan;;;;;;;;;;;;;x
b_himaao;Himaao;;;;;;;;;;;;;x
b_caroyroyan;Caroyroyan;;;;;;;;;;;;;x
b_bagong_sirang;Bagong Sirang;;;;;;;;;;;;;x
b_binobong;Binobong;;;;;;;;;;;;;x
# County of Daet
c_daet;Daet;;;;;;;;;;;;;x
b_daet;Daet;;;;;;;;;;;;;x
b_alawiho;Alawiho;;;;;;;;;;;;;x
b_bagasbas;Bagasbas;;;;;;;;;;;;;x
b_bibirao;Bibirao;;;;;;;;;;;;;x
b_gahonon;Gahonon;;;;;;;;;;;;;x
b_lag_on;Lag On;;;;;;;;;;;;;x
b_magang;Magang;;;;;;;;;;;;;x
# County of Malunay
c_malunay;Malunay;;;;;;;;;;;;;x
b_malunay;Malunay;;;;;;;;;;;;;x
b_amuguis;Amuguis;;;;;;;;;;;;;x
b_bagupaye;Bagupaye;;;;;;;;;;;;;x
b_butanyog;Butanyog;;;;;;;;;;;;;x
b_canuyep;Canuyep;;;;;;;;;;;;;x
b_latangan;Latangan;;;;;;;;;;;;;x
b_sagongon;Sagongon;;;;;;;;;;;;;x
# Duchy of Mayi
d_mayi;Mayi;;;;;;;;;;;;;x
# County of Batangas
c_batangas;Batangas;;;;;;;;;;;;;x
b_batangas;Batangas;;;;;;;;;;;;;x
b_palapat;Palapat;;;;;;;;;;;;;x
b_mayi;Mayi;;;;;;;;;;;;;x
b_cavite;Cavite;;;;;;;;;;;;;x
b_laguna;Laguna;;;;;;;;;;;;;x
b_rizal;Rizal;;;;;;;;;;;;;x
b_taysan;Taysan;;;;;;;;;;;;;x
# County of Tondo
c_tondo;Tondo;;;;;;;;;;;;;x
b_caloocan;Caloocan;;;;;;;;;;;;;x
b_obando;Obando;;;;;;;;;;;;;x
b_pandi;Pandi;;;;;;;;;;;;;x
b_plaridel;Plaridel;;;;;;;;;;;;;x
b_hagonoy;Hagonoy;;;;;;;;;;;;;x
b_calumpit;Calumpit;;;;;;;;;;;;;x
b_tondo;Tondo;;;;;;;;;;;;;x
# County of Bataan
c_bataan;Bataan;;;;;;;;;;;;;x
b_balanga;Balanga;;;;;;;;;;;;;x
b_abucay;Abucay;;;;;;;;;;;;;x
b_dinalupihan;Dinalupihan;;;;;;;;;;;;;x
b_mo_rong;Morong;;;;;;;;;;;;;x
b_samla;Samla;;;;;;;;;;;;;x
b_lalawigan;Lalawigan;;;;;;;;;;;;;x
b_tabing_llog;Tabing Llog;;;;;;;;;;;;;x
# County of Pangasinan
c_pangasinan;Pangasinan;;;;;;;;;;;;;x
b_lingayen;Lingayen;;;;;;;;;;;;;x
b_asingan;Asingan;;;;;;;;;;;;;x
b_bayambang;Bayambang;;;;;;;;;;;;;x
b_malasiqui;Malasiqui;;;;;;;;;;;;;x
b_mapandan;Mapandan;;;;;;;;;;;;;x
b_umingan;Umingan;;;;;;;;;;;;;x
b_sinabaan;Sinabaan;;;;;;;;;;;;;x
# County of Bayombong
c_bayombong;Bayombong;;;;;;;;;;;;;x
b_bayombong;Bayombong;;;;;;;;;;;;;x
b_magapuy;Magapuy;;;;;;;;;;;;;x
b_magsaysay;Magsaysay;;;;;;;;;;;;;x
b_bansing;Bansing;;;;;;;;;;;;;x
b_luyang;Luyang;;;;;;;;;;;;;x
b_paitan;Paitan;;;;;;;;;;;;;x
b_cabuaan;Cabuaan;;;;;;;;;;;;;x
## Duchy of Samtoy
d_samtoy;Samtoy;;;;;;;;;;;;;x
c_samtoy;Samtoy;;;;;;;;;;;;;x
b_samtoy;Samtoy;;;;;;;;;;;;;x
b_vigan;Vigan;;;;;;;;;;;;;x
b_banayoyo;Banayoyo;;;;;;;;;;;;;x
b_caoayan;Caoayan;;;;;;;;;;;;;x
b_magsingal;Magsingal;;;;;;;;;;;;;x
b_sugpon;Sugpon;;;;;;;;;;;;;x
b_tagudin;Tagudin;;;;;;;;;;;;;x
# County of Bolo
c_bolo;Bolo;;;;;;;;;;;;;x
b_bapor;Bapor;;;;;;;;;;;;;x
b_batuhan;Batuhan;;;;;;;;;;;;;x
b_bugsayon;Bugsayon;;;;;;;;;;;;;x
b_kalipay;Kalipay;;;;;;;;;;;;;x
b_maingaran;Maingaran;;;;;;;;;;;;;x
b_pating;Pating;;;;;;;;;;;;;x
b_pawa;Pawa;;;;;;;;;;;;;x
# County of Apayao
c_apayao;Apayao;;;;;;;;;;;;;x
b_kabugao;Kabugao;;;;;;;;;;;;;x
b_badduat;Badduat;;;;;;;;;;;;;x
b_cabetayan;Cabetayan;;;;;;;;;;;;;x
b_dagara;Dagara;;;;;;;;;;;;;x
b_karagawan;Karagawan;;;;;;;;;;;;;x
b_kumao;Kumao;;;;;;;;;;;;;x
b_madatag;Madatag;;;;;;;;;;;;;x
# County of Lallo
c_lallo;Lallo;;;;;;;;;;;;;x
b_amulung;Amulung;;;;;;;;;;;;;x
b_apari;Apari;;;;;;;;;;;;;x
b_bagumbayan;Bagumbayan;;;;;;;;;;;;;x
b_binag;Binag;;;;;;;;;;;;;x
b_cagoran;Cagoran;;;;;;;;;;;;;x
b_dagupan;Dagupan;;;;;;;;;;;;;x
b_magapit;Magapit;;;;;;;;;;;;;x
### Kingdom of Taiwan
k_taiwan;Taiwan;;;;;;;;;;;;;x
## Duchy of Tai
d_tainan;Tainan;;;;;;;;;;;;;x
# County of Taitung
c_taitung;Taitung;;;;;;;;;;;;;x
b_taitung;Taitung;;;;;;;;;;;;;x
b_pingtung;Pingtung;;;;;;;;;;;;;x
b_guanshan;Guanshan;;;;;;;;;;;;;x
b_chishang;Chishang;;;;;;;;;;;;;x
b_luye;Luye;;;;;;;;;;;;;x
b_daren;Daren;;;;;;;;;;;;;x
b_jin_feng;Jinfeng;;;;;;;;;;;;;x
# County of Tainan
c_tainan;Tainan;;;;;;;;;;;;;x
b_tainan;Tainan;;;;;;;;;;;;;x
b_kaoshiung;Kaoshiung;;;;;;;;;;;;;x
b_anping;Anping;;;;;;;;;;;;;x
b_yongkang;Yongkang;;;;;;;;;;;;;x
b_shanhua;Shanhua;;;;;;;;;;;;;x
b_jiali;Jiali;;;;;;;;;;;;;x
b_madou;Madou;;;;;;;;;;;;;x
# County of Hai'an
c_haian;Hai'an;;;;;;;;;;;;;x
b_haian;Hai'an;;;;;;;;;;;;;x
b_fenglin;Fenglin;;;;;;;;;;;;;x
b_guanfu;Guanfu;;;;;;;;;;;;;x
b_ruisui;Ruisui;;;;;;;;;;;;;x
b_ji_an;Ji'an;;;;;;;;;;;;;x
b_xiulin;Xiulin;;;;;;;;;;;;;x
b_zhouxi;Zhouxi;;;;;;;;;;;;;x
## Duchy of Taieh
d_taipeh;Taipeh;;;;;;;;;;;;;x
# County of Penghu
c_penghu;Penghu;;;;;;;;;;;;;x
b_huxi;Huxi;;;;;;;;;;;;;x
b_magong;Magong;;;;;;;;;;;;;x
b_baisha;Baisha;;;;;;;;;;;;;x
b_xiyu;Xiyu;;;;;;;;;;;;;x
b_wang_an;Wang'an;;;;;;;;;;;;;x
b_qimei;Qimei;;;;;;;;;;;;;x
b_xihu;Xihu;;;;;;;;;;;;;x
# County of Changua
c_changua;Changu;;;;;;;;;;;;;x
b_changua;Changua;;;;;;;;;;;;;x
b_beidou;Beidou;;;;;;;;;;;;;x
b_hemei;Hemei;;;;;;;;;;;;;x
b_lukang;Lukang;;;;;;;;;;;;;x
b_dacun;Dacun;;;;;;;;;;;;;x
b_pitou;Pitou;;;;;;;;;;;;;x
b_xizhou;Xizhou;;;;;;;;;;;;;x
# County of Taichung
c_taichung;Taichung;;;;;;;;;;;;;x
b_taichung;Taichung;;;;;;;;;;;;;x
b_taiping;Taiping;;;;;;;;;;;;;x
b_thai_li;Thai Li;;;;;;;;;;;;;x
b_wu_feng;Wu'feng;;;;;;;;;;;;;x
b_fengyuan;Fengyuan;;;;;;;;;;;;;x
b_shigang;Shigang;;;;;;;;;;;;;x
b_houli;Houli;;;;;;;;;;;;;x
# County of Taipei
c_taipei;Taipei;;;;;;;;;;;;;x
b_taipei;Taipei;;;;;;;;;;;;;x
b_beitou;Beitou;;;;;;;;;;;;;x
b_da_tong;Datong;;;;;;;;;;;;;x
b_nangang;Nangang;;;;;;;;;;;;;x
b_neihu;Neihu;;;;;;;;;;;;;x
b_shilin;Shilin;;;;;;;;;;;;;x
b_songshan;Songshan;;;;;;;;;;;;;x
### Kingdom of Ryukyu
k_ryukyu;Ryukyu;;;;;;;;;;;;;x
## Duchy of Yaeyama
d_yaeyama;Sakishima;;;;;;;;;;;;;x
# County of Yaeyama
c_yaeyama;Yaeyama;;;;;;;;;;;;;x
b_ishigaki;Ishigaki;;;;;;;;;;;;;x
b_mishiomote;Mishiomote;;;;;;;;;;;;;x
b_taketomi;Taketomi;;;;;;;;;;;;;x
b_kohamajima;Kohamajima;;;;;;;;;;;;;x
b_yonaguni;Yonaguni;;;;;;;;;;;;;x
b_kubura;Kubura;;;;;;;;;;;;;x
b_higawa;Higawa;;;;;;;;;;;;;x
b_agarizaki;Agarizaki;;;;;;;;;;;;;x
# County of Miyakojima
c_miyakojima;Miyakojima;;;;;;;;;;;;;x
b_miyako;Miyako;;;;;;;;;;;;;x
b_irabu;Irabu;;;;;;;;;;;;;x
b_tarama;Tarama;;;;;;;;;;;;;x
b_shimoji;Shimoji;;;;;;;;;;;;;x
b_sunagawa;Sunagawa;;;;;;;;;;;;;x
b_ikema;Ikema;;;;;;;;;;;;;x
b_kurima;Kurima;;;;;;;;;;;;;x
b_ogami;Ogami;;;;;;;;;;;;;x
## Duchy of Ryukyu
d_ryukyu;Ryukyu;;;;;;;;;;;;;x
# County of Nanzan
c_nanzan;Shimajiri;;;;;;;;;;;;;x
b_ozato;Ozato;;;;;;;;;;;;;x
b_shuri;Shuri;;;;;;;;;;;;;x
b_gokokuji;Gokokuji;;;;;;;;;;;;;x
b_enkakuji;Enkakuji;;;;;;;;;;;;;x
b_itoman;Itoman;;;;;;;;;;;;;x
b_mawashi;Mawashi;;;;;;;;;;;;;x
b_tamagusuku;Tamagusuku;;;;;;;;;;;;;x
b_gushikawa;Gushikawa;;;;;;;;;;;;;x
# County of Chuzan
c_chuzan;Nakagami;;;;;;;;;;;;;x
b_urasoe;Urasoe;;;;;;;;;;;;;x
b_nakagusuku;Nakagusuku;;;;;;;;;;;;;x
b_zakimi;Zakimi;;;;;;;;;;;;;x
b_goeku;Goeku;;;;;;;;;;;;;x
b_katsuren;Katsuren;;;;;;;;;;;;;x
b_agena;Agena;;;;;;;;;;;;;x
b_iha;Iha;;;;;;;;;;;;;x
b_ginowan;Ginowan;;;;;;;;;;;;;x
# County of Hokuzan
c_hokuzan;Kunigami;;;;;;;;;;;;;x
b_nagijin;Nagijin;;;;;;;;;;;;;x
b_nago;Nago;;;;;;;;;;;;;x
b_haneji;Haneji;;;;;;;;;;;;;x
b_motobu;Motobu;;;;;;;;;;;;;x
b_kunigami;Kunigami;;;;;;;;;;;;;x
b_kin;Kin;;;;;;;;;;;;;x
b_ogimi;Ogimi;;;;;;;;;;;;;x
b_kushi;Kushi;;;;;;;;;;;;;x
# County of Amamai
c_amami;Amami;;;;;;;;;;;;;x
b_naze;Naze;;;;;;;;;;;;;x
b_higashi;Higashi;;;;;;;;;;;;;x
b_kikai;Kikai;;;;;;;;;;;;;x
b_shitooke;Shitooke;;;;;;;;;;;;;x
b_tokunoshima;Tokunoshima;;;;;;;;;;;;;x
b_omonawa;Omonawa;;;;;;;;;;;;;x
b_okinoerabu;Okinoerabu;;;;;;;;;;;;;x
b_yoron;Yoron;;;;;;;;;;;;;x
