# TIANXIATODO: Sort
# Tooltips
religion_feature_batak;The Will of the Ancestors;;;;;;;;;;;;;x
religion_feature_batak_desc;We must not dishonor our ancestors, nor turn against our kin.;;;;;;;;;;;;;x
religion_feature_batak_2;A Mighty Host;;;;;;;;;;;;;x
religion_feature_batak_2_desc;Our rulers should assemble mighty hosts and go forth to seize the unprotected riches of others, all for the good of our people.;;;;;;;;;;;;;x
religion_feature_bon;Sacred Unity;;;;;;;;;;;;;x
religion_feature_bon_desc;We must stand together and ensure the most skilled are placed in a position of leadership.;;;;;;;;;;;;;x
religion_feature_bon_2;Monks and Morals;;;;;;;;;;;;;x
religion_feature_bon_2_desc;Our monastic communities are of great importance, and through supporting them we can improve ourselves.;;;;;;;;;;;;;x
religion_feature_chinese;The Harmony of Heaven;;;;;;;;;;;;;x
religion_feature_chinese_desc;There is order and harmony in Heaven, and so it must be among the faithful.;;;;;;;;;;;;;x
religion_feature_chinese_2;Health and Holiness;;;;;;;;;;;;;x
religion_feature_chinese_2_desc;By building great temples and walls and heeding the advice of the alchemists, we will ensure long and prosperous lives for the faithful.;;;;;;;;;;;;;x
religion_feature_dayak;Fierce Ancestors;;;;;;;;;;;;;x
religion_feature_dayak_desc;We must be fierce and show our strength in the name of our glorious ancestors.;;;;;;;;;;;;;x
religion_feature_dayak_2;Pen and Sword;;;;;;;;;;;;;x
religion_feature_dayak_2_desc;We should strive to negotiate when possible, but also be ready to fight when it is not.;;;;;;;;;;;;;x
religion_feature_dusun;Spirits and Ancestors;;;;;;;;;;;;;x
religion_feature_dusun_desc;We should never forget that both the spirits of the world and the spirits of the honored dead are worth paying heed to.;;;;;;;;;;;;;x
religion_feature_dusun_2;Words of Unity;;;;;;;;;;;;;x
religion_feature_dusun_2_desc;We must unite rather than divide. That is how we ensure will of the spirits.;;;;;;;;;;;;;x
religion_feature_finnish;Determined Survivors;;;;;;;;;;;;;x
religion_feature_finnish_desc;For too long our tribes have squabbled against each other while our real enemies besieged us from outside. We must stand united or disappear forever!;Pendant trop longtemps, nos tribus se sont disputées tandis que nos vrais ennemis nous assiégeaient. Nous devons rester unis ou disparaître pour toujours !;Zu lange stritten unsere Stämme, während unsere wirklichen Feine uns von außen belagerten. Wir müssen vereint bleiben oder für immer untergehen.;;Demasiado tiempo nuestras tribus se han enfrentado entre ellas mientras nuestros verdaderos enemigos nos asediaban desde fuera. ¡Debemos permanecer unidos o desaparecer para siempre!;;;;;;;;;x
religion_feature_finnish_2;United Forever;;;;;;;;;;;;;x
religion_feature_finnish_2_desc;Our ancestors would have wanted us to band together against outside threats. We would be fools not to heed their will.;;;;;;;;;;;;;x
religion_feature_hellenic;Civilized;Civilisé;Zivilisiert;;Civilizada;;;;;;;;;x
religion_feature_hellenic_desc;We must remember that the gods are hardly ever interested in mortal affairs and that we should endeavor to maintain a detached attitude towards faith.;Nous devons nous rappeler que les dieux s'intéressent rarement aux affaires mortelles et que nous devrions nous efforcer de maintenir une attitude détachée vis-à-vis de la foi.;Wir müssen daran denken, dass sich die Götter kaum für sterbliche Angelegenheiten interessieren und wir uns daher bemühen sollten, eine rationale und distanzierte Haltung gegenüber dem Glauben zu bewahren.;;Debemos recordar que los dioses casi nunca están interesados en los asuntos mortales y que debemos esforzarnos por mantener una actitud racional y desapegada hacia la fe.;;;;;;;;;x
religion_feature_hellenic_feature;Rulers follow the Hellenic principles of syncretism and meritocracy;Les seigneurs suivent les principes helléniques du syncrétisme et de la méritocratie;Herrscher folgen den hellenischen Prinzipien des Synkretismus und der Meritokratie;;Los gobernantes siguen los principios helénicos de sincretismo y meritocracia;;;;;;;;x
religion_feature_hellenic_2;Legacy of Conquest;;;;;;;;;;;;;x
religion_feature_hellenic_2_desc;The ancients conquered much of the world. We should strive to equal and even surpass their achievements.;;;;;;;;;;;;;x
religion_feature_inca;The Unconquered Sun;;;;;;;;;;;;;x
religion_feature_inca_desc;All shall bow before the might of my blessed realm, and none shall question my right to rule!;;;;;;;;;;;;;x
religion_feature_jurchen;Wisdom and Worship;;;;;;;;;;;;;x
religion_feature_jurchen_desc;We must strive to improve ourselves in this life to be worthy of veneration in the afterlife.;;;;;;;;;;;;;x
religion_feature_jurchen_2;Might Above All;;;;;;;;;;;;;x
religion_feature_jurchen_2_desc;Let us fight to prove ourselves and the righteousness of our cause and our faith.;;;;;;;;;;;;;x
religion_feature_korean;Spiritual Wisdom;;;;;;;;;;;;;x
religion_feature_korean_desc;By studying the will of the spirits and improving ourselves, we shall achieve greatness.;;;;;;;;;;;;;x
religion_feature_korean_2;Diplomatic Desires;;;;;;;;;;;;;x
religion_feature_korean_2_desc;Let us try to negotiate so that we may strengthen ourselves and our faith without undue danger.;;;;;;;;;;;;;x
religion_feature_maian;Wisdom on the Waves;;;;;;;;;;;;;x
religion_feature_maian_desc;Our people must sail wherever the waves take them in the pursuit of wise teachers.;;;;;;;;;;;;;x
religion_feature_maian_2;Goods and Gods;;;;;;;;;;;;;x
religion_feature_maian_2_desc;Be it new ways or new wares, we should see what the rest of the world has to offer.;;;;;;;;;;;;;x
religion_feature_melanesian;Sea and Spirits;;;;;;;;;;;;;x
religion_feature_melanesian_desc;Our people must never forget the wisdom of the spirits or the ways of the sea.;;;;;;;;;;;;;x
religion_feature_miao;The Destiny of a Dynasty;;;;;;;;;;;;;x
religion_feature_miao_desc;By studying various signs from the divine we shall determine the best course for our dynasty.;;;;;;;;;;;;;x
religion_feature_miao_2;Spirits Abroad;;;;;;;;;;;;;x
religion_feature_miao_2_desc;Other peoples have also found ways to please the spirits. We should not disregard their wisdom.;;;;;;;;;;;;;x
religion_feature_minahasan;A Matter of Merit;;;;;;;;;;;;;x
religion_feature_minahasan_desc;Let the faithful go where they desire so that they may learn how to best serve our people.;;;;;;;;;;;;;x
religion_feature_minahasan_2;Wealthy Warriors;;;;;;;;;;;;;x
religion_feature_minahasan_2_desc;We must go forth and seize what wealth we can to prove to the faithful that we are worthy to rule.;;;;;;;;;;;;;x
religion_feature_minangkabau;Skilled Rulers;;;;;;;;;;;;;x
religion_feature_minangkabau_desc;Our people will find great comfort in being ruled by those that have proved themselves most skilled.;;;;;;;;;;;;;x
religion_feature_minangkabau_2;Acquisition of Wealth;;;;;;;;;;;;;x
religion_feature_minangkabau_2_desc;Be it through trade or through war, the faithful should enrich themselves.;;;;;;;;;;;;;x
religion_feature_nivkh;Tactful Demands;;;;;;;;;;;;;x
religion_feature_nivkh_desc;The spirits are not rude when making demands of us, so we should not be rude when making demands of others.;;;;;;;;;;;;;x
religion_feature_nivkh_2;A Stable Foundation;;;;;;;;;;;;;x
religion_feature_nivkh_2_desc;By avoiding unnecessary internal divisions the faithful will be better equipped to face the dangers of the world.;;;;;;;;;;;;;x
religion_feature_norse;Seekers of Valhalla;;;;;;;;;;;;;x
religion_feature_norse_desc;We shall not wane into obscurity without a fight! The end times are near. Our people must prove their worth if they are ever to enter Valhalla!;Nous ne sombrerons pas sans nous battre ! La fin des temps est proche. Notre peuple doit prouver sa valeur s'il veut entrer au Valhalla !;Wir werden nicht ohne Kampf in Vergessenheit geraten! Die Endzeit ist nah. Unser Volk wird sich beweisen müssen, wenn es jemals Valhalla betreten will!;;¡No caeremos en la oscuridad sin luchar! Los tiempos finales se acercan. Nuestro pueblo debe demostrar su valía si quiere entrar en el Valhala.;;;;;;;;;x
religion_feature_norse_2;A Storm from the Seas;;;;;;;;;;;;;x
religion_feature_norse_2_desc;In the name of the gods, the faithful must go forth and fight for what they desire. A warrior's life is the only life worth living, and a warrior's death is the only death worth dying!;;;;;;;;;;;;;x
religion_feature_ryukyuan;An Improved Future;;;;;;;;;;;;;x
religion_feature_ryukyuan_desc;We must seek spiritual enlightenment and peaceful discourse if the faithful are to have a bright future.;;;;;;;;;;;;;x
religion_feature_ryukyuan_2;The Three Mountains;;;;;;;;;;;;;x
religion_feature_ryukyuan_2_desc;It is the destiny of Ryukyu to rule the world, and we must never relent in our pursuit of this destiny.;;;;;;;;;;;;;x
religion_feature_sanamahi;Followers of the Blessed;;;;;;;;;;;;;x
religion_feature_sanamahi_desc;The truly devout must be permitted to dedicate themselves to our most blessed ancestors.;;;;;;;;;;;;;x
religion_feature_sanamahi_2;True Wisdom;;;;;;;;;;;;;x
religion_feature_sanamahi_2_desc;We must strive for unity and strive to accept the truth no matter where it might come from.;;;;;;;;;;;;;x
religion_feature_slavic;Strength and Stability;;;;;;;;;;;;;x
religion_feature_slavic_desc;By strengthening our warriors and striving for stability, the faithful will be safe no matter what our neighbors do.;;;;;;;;;;;;;x
religion_feature_slavic_2;United in Conquest;;;;;;;;;;;;;x
religion_feature_slavic_2_desc;If faithful come together and heed the will of the gods as one, the world will be ours.;;;;;;;;;;;;;x
religion_feature_sundanese;A Strong Family;;;;;;;;;;;;;x
religion_feature_sundanese_desc;We must put our families first, while still permitting the powerful to inherit.;;;;;;;;;;;;;x
religion_feature_sundanese_2;Holy Expeditions;;;;;;;;;;;;;x
religion_feature_sundanese_2_desc;Let us set sail and seize what riches we can from those too weak or too foolish to protect them.;;;;;;;;;;;;;x
religion_feature_tai;The Wise Spirits;;;;;;;;;;;;;x
religion_feature_tai_desc;The spirits of the world are wise, and the advice of those that have been blessed by them must not be ignored.;;;;;;;;;;;;;x
religion_feature_tai_2;Money for Monasteries;;;;;;;;;;;;;x
religion_feature_tai_2_desc;Supporting our monastic communities is not cheap. Luckily, our neighbors can likely be "convinced" to part with their wealth...;;;;;;;;;;;;;x
religion_feature_taiwanese;Strength and Spirits;;;;;;;;;;;;;x
religion_feature_taiwanese_desc;We must always honor the spirit of the world with our strength.;;;;;;;;;;;;;x
religion_feature_taiwanese_2;Protected Profit;;;;;;;;;;;;;x
religion_feature_taiwanese_2_desc;Let our warriors support our merchants in their endeavours and the faithful are sure to prosper.;;;;;;;;;;;;;x
religion_feature_tengri;Eternal Riders;Chevaucheurs éternels;Ewige Reiter;;Jinetes eternos;;;;;;;;;x
religion_feature_tengri_desc;The Endless Blue Sky beckons our armies to ride forward and spread to the four corners of the world, untamed and unstoppable!;Le ciel bleu sans fin appelle nos armées à aller de l'avant aux quatre coins du monde, indomptables et inarrêtables !;Der endlose blaue Himmel ruft unsere Armee auf, vorwärts zu reiten und sich ungezähmt und unaufhaltsam bis in die vier Ecken der Welt zu verbreiten!;;El Cielo azul infinito llama a nuestros ejércitos a que avancen y se extiendan por las cuatro esquinas del mundo, ¡indomables e imparables!;;;;;;;;;x
religion_feature_tengri_2;Plunder and Lightning;;;;;;;;;;;;;x
religion_feature_tengri_2_desc;Let us go forth and conquer! Let us go forth and plunder! Let the thunder of our hooves bring nothing but despair to our enemies!;;;;;;;;;;;;;x
religion_feature_viet;Self and Family;;;;;;;;;;;;;x
religion_feature_viet_desc;Only those that seek to improve themselves and serve their family heed the will of Heaven.;;;;;;;;;;;;;x
religion_feature_viet_2;A Matter of Expedience.;;;;;;;;;;;;;x
religion_feature_viet_2_desc;While our wise rulers obviously will provide for the faithful, taking advantage of opportunities abroad is sometimes both just and necessary.;;;;;;;;;;;;;x
religion_feature_west_african;Totem-Guardians;Gardiens-Totem;Totemwächter;;Guardianes de tótems;;;;;;;;;x
religion_feature_west_african_desc;In order for any spirit to get his due we must make sure that our priestly caste is qualified in all the spells and rituals scattered throughout our old traditions.;Pour que tout esprit obtienne son dû, nous devons nous assurer que notre caste sacerdotale est qualifiée dans tous les sorts et rituels de nos vieilles traditions.;Damit jeder Geist ordnungsgemäß behandelt wird, müssen wir sicherstellen, dass unsere Priesterkaste in allen Zaubersprüchen und Ritualen, die unsere alten Traditionen überliefert haben, qualifiziert ist. ;;Para que un espíritu reciba lo que merece, debemos asegurarnos de que nuestra casta sacerdotal esté calificada en todos los hechizos y rituales repartidos por nuestras viejas tradiciones.;;;;;;;;;x
religion_feature_west_african_2;Trade and Tradition;;;;;;;;;;;;;x
religion_feature_west_african_2_desc;We should let our shared traditions unite us while looking for lucrative opportunities both at home and abroad.;;;;;;;;;;;;;x
religion_feature_yi;A Healthy Family;;;;;;;;;;;;;x
religion_feature_yi_desc;What better proof is there of our love for our families than ensuring that every member is in good health?;;;;;;;;;;;;;x
religion_feature_yi_2;Blessed Advice;;;;;;;;;;;;;x
religion_feature_yi_2_desc;We should listen to the wisdom of the gurus as they advise us, both in matters of peace and matters of war.;;;;;;;;;;;;;x
religion_feature_zhuang;A Heritage of Pride;;;;;;;;;;;;;x
religion_feature_zhuang_desc;We must strive to serve our families so that our descendants see the wisdom in remembering us.;;;;;;;;;;;;;x
religion_feature_zhuang_2;Proving Our Merit;;;;;;;;;;;;;x
religion_feature_zhuang_2_desc;We should prove our merit so that our people know that we are suited to rule, and should protect those that seek to prove their merit.;;;;;;;;;;;;;x
religion_feature_zun;Golden Light;;;;;;;;;;;;;x
religion_feature_zun_desc;The faithless should be made to pay to be spared the sun's wrath, and our armies should plunder the temples of the unbelievers to enrich the faithful.;;;;;;;;;;;;;x
religion_feature_zun_2;Blessed by the Sun;;;;;;;;;;;;;x
religion_feature_zun_2_desc;Our people has truly been blessed by the sun, and we must work together to construct mighty temples to show our appreciation.;;;;;;;;;;;;;x

# Shared Doctrines
religion_adventuring;Daring;;Kühnheit;;Atrevido;;;;;;;;;x
religion_adventuring_desc;The gods praise bravery and a free spirit. They encourage even the smallest man to reach for the stars.;Les dieux aiment la bravoure et les esprits libres. Ils encouragent même les plus petits hommes à viser les étoiles.;Die Götter loben Tapferkeit und einen freien Geist. Sie ermutigen sogar den kleinsten Mann, nach den Sternen zu greifen.;;Los dioses alaban la valentía y el espíritu libre, y animan hasta al hombre más pequeño a alcanzar las estrellas.;;;;;;;;;x
religion_animistic;Animistic;Animiste;Animistisch;;Animista;;;;;;;;;x
religion_animistic_desc;Spirits and magic are all around us, hiding inside every tree, under every river, flying above our heads and beneath the very earth we walk on.;Les esprits et la magie sont tout autour de nous, cachés dans chaque arbre, dans chaque rivière, sous la terre sur laquelle nous marchons et volant au-dessus de nos têtes.;Geister und Magie existieren überall um uns herum und verstecken sich in jedem Baum, unter jedem Fluss, fliegen über unsere Köpfe und kriegen unter der Erde.;;Los espíritus y la magia nos rodean, se ocultan dentro de cada árbol, dentro de cada río, nos sobrevuelan y se hallan bajo la misma tierra que pisamos.;;;;;;;;;x
religion_animistic_feature;Upon reaching adulthood, characters perform a rite of passage.;À l'âge adulte, les personnages effectuent un rite de passage.;Beim Erreichen des Erwachsenenalters führen Charaktere den Übergangsritus durch.;;Los personajes realizan un rito de iniciación al llegar a la edad adulta.;;;;;;;;;x
religion_astrology;Astrology;Astrologie;Astrologie;;Astrología;;;;;;;;x
religion_astrology_desc;The gods wrote our Fate in the stars. We only need to look up to know what lies within us.;Les dieux écrivent notre Destin dans les étoiles. Nous avons seulement besoin de lever les yeux pour savoir ce qui se trouve en nous.;Die Götter schrieben unser Schicksal in die Sterne. Wir müssen nur hinaufschauen, um zu wissen, was vor uns liegt.;;Los dioses escriben nuestro destino en las estrellas. Solo necesitamos mirar hacia arriba para saber qué nos espera.;;;;;;;;x
religion_astrology_feature;Characters are born under specific Zodiac signs;Les personnages naissent sous des signes spécifiques du zodiaque;Charaktere werden unter spezifischen Sternzeichen geboren;;Los personajes nacen bajo signos zodiacales específicos;;;;;;;;;x
religion_beatification;Ancestor Veneration;Vénération des ancêtres;Ahnenverehrung;;Veneración a los antepasados;;;;;x
religion_beatification_desc;Our pious ancestors deserve our respect and veneration, it is only right for us to remember them fittingly.;Nos pieux ancêtres méritent notre respect et notre vénération, il est juste que nous nous en souvenions convenablement.;Unsere frommen Vorfahren verdienen unseren REspekt und unsere Verehrung und daher ist es nur richtig, dass wir uns an sie erinnern.;;Nuestros piadosos antepasados merecen respeto y veneración,. Es justo que los recordemos como es debido.;;;;;x
religion_beatification_feature;Can venerate ancestors;Peut vénérer les ancêtres;Kann Vorfahren verehren;;Puede adorar antepasados;;;;;x
religion_feature_pyramids;Pyramid Creation;Construction de pyramides;Pyramiden;;Creación de pirámides;;;;;;;;;x
religion_feature_pyramids_desc;Pyramids were built many years ago by the ancients, we too should aspire to such lofty heights.;Les pyramides ont été construites il y a de nombreuses années par les anciens. Nous aussi, nous devrions aspirer à de telles hauteurs.;Die Pyramiden wurden vor vielen Jahren von den Alten gebaut und auch wir sollten nach so hohen Höhen streben.;;Las pirámides fueron construidas hace mucho tiempo por los antiguos. Nosotros también deberíamos a unas alturas tan majestuosas.;;;;;;;;;x
religion_haruspicy;Haruspicy;Haruspicine;Wahrsagertum;;Aruspicina;;;;;;;;;x
religion_haruspicy_desc;Only through the proper use of divination can we discern the will of the gods and lead our armies to victory.;C'est seulement à travers une divination adéquate que nous pouvons discerner la volonté des dieux et mener nos armées à la victoire.;Nur durch den richtigen Gebrauch der Weissagung können wir den Willen der Götter erkennen und unsere Armeen zum Sieg führen.;;Solo mediante el uso apropiado de la adivinación podemos discernir la voluntad de los dioses y llevar a nuestros ejércitos a la victoria.;;;;;;;;;x
religion_haruspicy_feature;Army morale is determined by Haruspicy;Le moral de l'armée est déterminé par l'haruspicine;Die Moral von Armeen wird vom Wahrsagertum bestimmt;;La moral del ejército se determina con augurios;;;;;;;;;x
religion_jizya;Religious Tax;Impôt religieux;Religiöse Besteuerung;;;;;;;;;;;x
religion_jizya_desc;We will allow infidels to live in our lands, but only as long as they pay regularly for their blasphemy by giving us offerings of wealth and resources.;Nous autoriserons les infidèles à vivre sur nos terres, mais seulement à la condition qu'ils paient régulièrement pour leur blasphème en nous donnant des richesses et des ressources.;Wir erlauben Ungläubigen, in unserem Land zu leben, aber nur so lange, wie sie für ihre Blasphemie zahlen können, indem sie uns Opfer in Form von Reichtum und Ressourcen machen.;;Permitiremos que los infieles vivan en nuestras tierras, pero solo mientras paguen regularmente por su blasfemia ofrendándonos riquezas y recursos.;;;;;;;;;x
religion_meritocratic;Meritocracy;Méritocratie;Meritokratie;;Meritocracia;;;;;;;;;x
religion_meritocratic_desc;The gods do not care about the order in which a child is born, they care about the skills and virtues that he shows as a man.;Les dieux ne se soucient pas de l'ordre dans lequel un enfant est né, ils se soucient des capacités et vertus qu'il possède.;Die Götter kümmern sich nicht um die Reihenfolge, in der ein Kind geboren wird, sie kümmern sich nur um die Fähigkeiten und Tugenden, die es als Mann zeigt.;;Los dioses no se preocupan por el orden en que nace un niño, sino por las habilidades y virtudes que muestra como hombre.;;;;;;;;;x
religion_monastic;Monasticism;Monachisme;Mönchstum;;Ascetismo;;;;;;;;;x
religion_monastic_desc;The most devout amongst us should be allowed to abandon their earthly affairs and spend their lives in seclusion and worship.;Les plus dévots parmi nous devraient être autorisés à abandonner les affaires terrestres et passer leur vie en réclusion à faire leurs dévotions.;Dem gläubigsten unter uns sollte es erlaubt sein, seine irdischen Angelegenheiten aufzugeben und sein Leben in Abgeschiedenheit und Anbetung zu verbringen.;;A los más devotos entre nosotros se les debe permitir abandonar sus asuntos terrenales y pasar sus vidas en reclusión y adoración.;;;;;;;;;x
religion_relentless;Unrelenting;Implacable;Unerbittlich;;Implacable;;;;;;;;;x
