EVTOPTA_Hwarang_220.4;Apologize.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_Hwarang_220.4;Pull out your sword.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_Hwarang_220.4;Fight him with martial arts.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.5;Your defense of your position has been accepted. You even bowed to the elder. You return back to the chapter slightly shaken but not troubled.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.5;Whew.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.6;Your defense of your position hasn't helped. He grabs you by the ear and throws you into the stables.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.6;Rats.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_Hwarang_220.6;Whew.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.61;Your defense of your position: using citations, measured speech and courage impresses the Mu-Dang's son. He confesses he doesn't think his mother could make a knotted sacrifice doll, an elder agrees that this is probably their only option.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.61;I knew I was right.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.7;You whip out your sword so fast the man looks down startled at your expression. The farmer cries out "Good sir, let yourself not soil your silks against such turnip!". After much convincing you sheath and leave.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.7;Useless.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.8;Maybe your strength is too weak but you were sure, wood doesn't block iron. You look up helpless as you are hit and faced with mud.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.8;Drats.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.9;As you advance, the man draws out a dagger and you feel your balls tingle. You feel oddly incapable of moving forward, as he walks up to you, dodges your lame sword thrust and strikes you in the belly.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.9;My blood!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.14;As you advance, the man draws out a dagger and you feel your balls tingle. You feel oddly incapable of moving forward, as he walks up to you, dodges your lame sword thrust and holds the blade to your throat. "I could cut you like a goat". He whispers. You give him a talesman and he lets you be free.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.14;Anywhere but here.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.15;You run up to him and try to slice the idiot to ribbons. The sword misses and is stuck in a fence. He swings to hit you and slams you instead into the fence, smelling his unwashed breath. You knee him in the bullocks and he wails like winters wind. You then grab your sword and ask him to surrender forfeit.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.15;At least I won!;;;;;;;;;;;;;x;;;;;;;;;;;; 
EVTDESC_Hwarang_220.16;You run up to him and try to slice the idiot to ribbons. The sword misses but leaves a scratch. He flees and you are ready to slide into his ribs, until a shout. A radient peasant girl runs into the muddy pitch and implores you to spare his life.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.16;I will.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_Hwarang_220.16;Tie this fool up in the stables.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_Hwarang_220.16;May you meet in another karmic cycle.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.17;After unsheaving your sword two other men appear. You all look reluctant to start fighting so you back off and get on your steed.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.17;Whew.;;;;;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_Hwarang_220.18;You approach him bare fighted and catch his lunge, throwing him off balance and delivering a kick that send him crashing into a fence. The sheep scatter and he doesn't seem eager to get up.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.181;He approaches you and you rely on the open fist, you deflect his blows like in practice, then hit him in the forehead with an open palm. He staggers and a timely sweep has him disarmed.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.182;The fight is long and drains you of much strength, fortunately your footwork lets you have open space to knee him in his chamber parts. His wheezing and betrayed expression is priceless as you peel him off you.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.18;Who is next?;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.19;At the sight of a larger man approaching, you feel fear but your arms refuse to stop hitting him on he side of the head. [hwarang_grandmaster.GetTitledFirstName] would probably disapprove your footwork, yet his blooded mess leaves you with satisfaction. After calming down, you feel a tap and it is the farmer informing you he was drunk.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.191;You wait for contact and are slammed into the dirty village fence. After a gut punch that makes you pause, you are granted respite by the Mu Dang's son being interupted by a lover to leave you alone. With his head turned you deliver an audiable punch, which lands him in pig-trail. After fighting off his beau you make to your horse.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.192;After your first punch you realize, he too, is a martial artist. During a flurry of kicks and blocks you feel yourself slowing down, you are kicked into the mud when suddenly your horse shouts and gallops above you striking the commoner in the back. There is a groan from the collective peasantry as you make to your feet and, after calming, leave on your horse.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.192;What a tussle.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.193;The man is fat and tries to use his size to throw you off. Using your knowledge of Ssuri you lure him to a muddy part of the field and use your lesser weight to throw blows. Suddenly you hear a cry and see a Moha trying to steal your horse;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.193;Back thief!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.194;You approach him indicating your knuckle size when he takes two backflips to create space. He then whips his hands in a maze of formations and beckons you forward. You lunge at him and he blocks your punch and in a blur you are lying on the ground. You feel a warm feeling envelop you then you pass out.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.195;Rage envelops you and you charge, straight into a fist. You block a few of his blows but remember you never really learnt offensive moves, only reactive defensive styles from the holy men. You fight a losing battle against his brute strength and after moving backwards you trip over. He stomps on you, but lets you go from limited respect.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.196;You put your hands in fighting stance but this man wrestles. He seemingly absorbs you blows in his fat and throws you on the ground spraining your ankle, you almost feel something tear and cry "surrender, surrender!"..;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.194;Ugg!;;;;;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_Hwarang_220.20;You ask locals if they are aware of any quarries, you ride to each, finally you find a limestone deposit and transport the worms. ;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.21;After doing a soil sample you make no progress, instead you focus on what is missing - worms! You ride from field to field asking if they know of any limestone deposits. It turns out there is one near Hen's creek. You ready a wagon and hire two farmhands for the day to shovel black earth.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.22;You grin as you remember a limestone deposit on the way to the fields. You meet the prospective owner with his slaves and, after winning funds through turtle races, rent some slaves to help you dig the black, earthworm rich soil.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.20;What a tussle.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.23;The locals were sceptical but after equating them to silk worms you manage to win over some of the more experienced farmers. They vow to transform the land through heavy concentrations of manure, earthworms and ash. You guidance and leadership is widely praised when you return.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.24;There is amusement to your pinkish-black wagon of earth. Fortunately cooler heads prevail and you explain how despite the dung your nostrils noticed, there is not many worms in the area. You create enclosures and even if your inital idea doesn't work, at least it is fostering cooperation between the farmers.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.23;Cultivation in action.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.25;After you transport the worms for many li, you are informed your idea is not original. This idea has been tried and the worms simply slithered off, you struggle to think of a way to solve the issue. By sun down you regretably concede defeat.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.25;Shame.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_220.26;You gather the farmers and explain the duality between clay and sandy soil. Lacking paper they fail to take notes so you create sample soil in the pen: mixing dung, waste and ash in a pen. You demonstrate how worms snake their way to your soil rather than their soil. Due to the long time needed you convince [credits_baron.GetBestName] to cut their taxes for the next four years. Wanting to avoid lionisation, you praise the Grandmaster and gallop off.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_220.26;Never give up.;;;;;;;;;;;;;x;;;;;;;;;;;;


EVTDESC_Hwarang_221.1;You are seated around the fire with your chapter. You squish an ant trying to climb into your rice to the horror of your posse. [From.GetFirstName]! That could be someone's grandfather! You look at them and give many examples of how killing is helpful to society.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_221.1;Really!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_221.1_TT;You are overheard.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_221.2;While supervising a meet in nature between several young nobles, one member kills an insect that the rest swears is their maternial grandparent. An argument ensues where the [From.GetAgeYears] year old seems to make a point!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_221.2;Write a letter of approval.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_Hwarang_221.2;Cultivation isn't easy.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_221;Dear [Root.GetFirstName], your lessons to your comrades earned merit in bringing to heel pompous Buddhists in the youth corps. Your lecture on the medical properties of Antlers was especially on point! Why should lives go to ruin because of "recarnation"?;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_221;I am not worthy.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_221_TT;Gain respect in the Hwarang leadership and prestige.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_Hwarang_222.1;Meditation is a key skill, but when I try to practice it my friends play pranks on me. I explain to them that meditation can make you beyond human. To prove it I extinguished my thoughts of everything and sure enough they couldn't feel my heart beat.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.1;Buddha's knowledge is that deep!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.1_TT;You are overheard.;;;;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC_Hwarang_221.222;While supervising a caligraphy lesson, or more accurately preventing trouble,  [From.GetFirstName] assumes the lotus position and stops breathing. When he assures you he did not just return to life, you see how the teachings of Budda overweighs mere magic.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_221.222;Write a letter of approval.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_Hwarang_221.222;Cultivation isn't easy.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222;It is reported you have earned fame in bringing to heel those pagans in the youth corps. Congratulations for laying the proof that meditation lowers the heart beat to inaudiable, shattering superstitious facts in those factions.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222;I just follow him.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222_TT;Gain respect in the Hwarang leadership and prestige.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;


EVTDESC_Hwarang_222.2;You have been ordered to lead a group to Raven's mound to formulate poetry amid the dead bones. You decide to bring some blackberry wine so the words flow more naturally.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.2;Drinks on me!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_Hwarang_222.2;I'll keep it to myself.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222.3;During a midnight meeting at Raven's mound, your superior [FROM.GetBestName] decides to break the rules and drink some blackberry wine. The inclusion in the hiddden makes a bond in the cold night.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.3;Hurray!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222.4;During a discussion you mention that [Root.TopLiege.GetBestName]'s claim to be decended from Asoka is a farce.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.4;I'm just saying.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222.5;[Hwarang_camp_superior.GetBestName], amongst others, looks troubled, but the next day doesn't seem to even remember going to a mound.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.5;Phew;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222.51;You wake up and try to remember last night. Then you remember, last night [From.GetFirstName] slandered the Wang!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.51;Reported.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_Hwarang_222.51;It isn't important.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222.52;A week later you earn a caning for your disparaging remarks towards the Phoenix Throne. Your skin around your ankles is all dead, or bleeding.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.52;Ow.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_Hwarang_222.52;It isn't important.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222.53;You are sleeping when you hear [FROM.GetFirstName] yelping in a pattern. The boys startle but remember he is to be punished for insulting our [root.topliege.GetTitle]'s name. Suddenly the crying stops.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.53;Finally I can sleep.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_Hwarang_222.53;Go see if he is alright.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222.54;A week later you earn a caning for your disparaging remarks towards the Phoenix Throne. After [GetAgeYears.TopLiege] strikes you hobble towards the dormitory. To your suprise [From.GetFirstName] is around the corner with some bandages.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.54;Thank you.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_Hwarang_222.54;I don't need your help!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222.55;You see [FROM.GetBestName] hobbling towards the dormitory, you becogn him stop and help him dress his wounds. You hear unexpected warmth in [FROM.GetFirstName]'s voice. You feel like you're going to be friends.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.55;We have bonded.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222.56;You aspy [FROM.GetBestName] hobbling towards the dormitory, you becogn him stop and help him dress his wounds. "I don't need your help!", he scowls.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.56;What a brat.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_Hwarang_222.6;[Hwarang_camp_superior.GetBestName], seems to have shared your opinion with the higher ups. They look stern at you, but likely you're excused from trouble because of age.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_Hwarang_222.6;Right?;;;;;;;;;;;;;x;;;;;;;;;;;;
