#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_MNM_9025;Despite the monthly sum of gold I have set aside for the artifact investigation, [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] claims that [relic_hunter.GetSheHe] lacks the sufficient funds. [relic_hunter.GetSheHeCap] has asked me to put an additional sum to [relic_hunter.GetHerHis] disposal.;Malgré la somme mensuelle d'or que j'alloue à l'enquête sur l'artefact, m[relic_hunter.Get_on_JobTitle], [relic_hunter.GetFirstName], affirme qu'[relic_hunter.GetIlElle] n'a pas les fonds nécessaires. [relic_hunter.GetIlElleCap] m'a demandé de lui mettre plus d'argent à disposition.;Trotz der monatlichen Geldsumme, die ich für die Suche nach dem Artefakt beiseitegelegt habe, behauptet [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName], [relic_hunter.Getihmihr] würden die nötigen Mittel fehlen. [relic_hunter.GetSheHeCap] hat mich gebeten, [relic_hunter.Getihmihr] eine zusätzliche Summe zur Verfügung zu stellen.;;A pesar de la gran cantidad de oro que he destinado a la búsqueda del artefacto,[relic_hunter.GetElLa] [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] opina que los fondos son insuficientes. Me ha pedido que aporte más dinero a la causa.;;;;;;;;;x
EVTDESC_MNM_9026;One of my spies has brought me some disturbing news. Apparently [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] has been putting the extra funds I gave [relic_hunter.GetHerHim] in [relic_hunter.GetHerHis] own pocket!;Un de vos espions vous a apporté une nouvelle perturbante. Apparemment, [relic_hunter.Get_le_JobTitle] [relic_hunter.GetFirstName] a utilisé l'argent que vous lui avez donné pour des dépenses personnelles !;Einer meiner Spione hat mir verstörende Neuigkeiten zugetragen. Offenbar hat [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] das zusätzliche Geld, das ich [relic_hunter.Getihmihr] gegeben habe, in die eigene Tasche gesteckt!;;Uno de los espías me ha traído noticias desconcertantes. Según parece,[relic_hunter.GetElLa] [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] se ha estado embolsando los fondos adicionales que he estado enviando.;;;;;;;;;x
EVTDESC_MNM_9027;For some time now, I have been worried about [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName]'s progress, or rather, the lack thereof. Now my worst fears have been confirmed. As a consequence of [relic_hunter.GetFirstName]'s carelessness, an accident has occurred and a large amount of the resources and documentation was ruined!;Depuis un certain temps, vous vous inquiétez du manque de progrès [relic_hunter.Get_du_JobTitle] [relic_hunter.GetFirstName]. Vos pires craintes viennent d'être confirmées. Sa négligence a causé un accident et une grande partie des ressources et des documents est perdue !;Ich mache mir schon seit einiger Zeit Sorgen um den Fortschritt, oder eher den fehlenden Fortschritt, von [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName]. Nun wurden meine schlimmsten Befürchtungen Realität. Weil [relic_hunter.GetFirstName] so nachlässig war, ist ein Unfall geschehen und eine große Menge an Ressourcen und Unterlagen wurde zerstört!;;Desde hace algún tiempo, me preocupa lo estancadas que están las labores de búsqueda[relic_hunter.GetDelDela] [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName]. Ahora mis temores se han confirmado. La actitud irresponsable de [relic_hunter.GetFirstName] ha ocasionado un accidente en el que se han perdido recursos y documentos relacionados con la búsqueda.;;;;;;;;;x
EVTDESC_MNM_9028;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] has shared an intriguing discovery with me. During [relic_hunter.GetHerHis] search for the artifact, [relic_hunter.GetSheHe] has come across the rumors of an even rarer object! If we decide to pursue this new lead instead we can still make use of some of the old research and resources, [relic_hunter.GetFirstName] tells me.;Votre [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] vous a fait part d'une découverte intrigante. Durant ses recherches sur l'artefact, [relic_hunter.GetIlElle] a été confronté[relic_hunter.Get_E] à une rumeur d'un objet encore plus rare ! Selon [relic_hunter.GetLuiElle], si vous décidez de poursuivre cette nouvelle piste, une partie de ce qui a été découvert et de ce qui a été investi jusque-là serait encore utilisable.;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] hat eine interessante Entdeckung mit mir geteilt. Während [relic_hunter.GetSheHe] nach dem Artefakt suchte, stieß [relic_hunter.GetSheHe] auf Gerüchte über ein noch selteneres Objekt! [relic_hunter.GetFirstName] sagte mir, dass wir immer noch Teile der vorherigen Forschung und einige Ressourcen nutzen könnten, wenn wir dieser neuen Spur nachgehen.;;[relic_hunter.GetElLaCap] [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] ha descubierto algo fascinante: mientras buscaba el artefacto, ¡ha oído hablar de otro todavía más raro! Me ha dicho que podemos aprovechar parte de la investigación actual y los recursos para seguir la pista del nuevo artefacto.;;;;;;;;;x
EVTDESC_MNM_9029;[Root.Religion.GetRandomEvilGodNameCap] must have cast a curse on me and my venture to recover the lost artifact, for I was just brought the most dreadful news! [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] died in an unexplainable accident while searching for the artifact.;Je suis sans doute maudit[Root.Get_E] par [Root.Religion.GetRandomEvilGodName] compte tenu de la redoutable nouvelle que je viens de recevoir. M[relic_hunter.Get_on_JobTitle] [relic_hunter.GetFirstName] est mort[relic_hunter.Get_E] dans un accident inexplicable alors qu'[relic_hunter.GetIlElle] était à la recherche de l'artefact perdu.;[Root.Religion.GetRandomEvilGodNameCap] muss mich und meine Suche nach dem verlorenen Artefakt verflucht haben, denn soeben erhielt ich die scheußlichen Neuigkeiten! [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] ist während der Suche nach dem Artefakt bei einem unerklärlichen Unfall ums Leben gekommen.;;[Root.Religion.GetRandomEvilGodNameCap] debe de haberme enviado una maldición por atreverme a recuperar el artefacto perdido, porque acabo de recibir una noticia terrible. [relic_hunter.GetElLaCap] [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] ha muerto en extrañas circunstancias mientras buscaba el artefacto.;;;;;;;;;x
EVTDESC_MNM_9030;[Root.relic_score.GetValue];[Root.relic_score.GetValue];[Root.relic_score.GetValue];;[Root.relic_score.GetValue];;;;;;;;;x
EVTDESC_MNM_9031_A;I have received word from [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] that [relic_hunter.GetSheHe] is making steady progress in the search for the artifact. [relic_hunter.GetFirstName] believes [relic_hunter.GetSheHe] is closing on the end of the trail, and that [relic_hunter.GetSheHe] will soon be able to present the ancient relic to me in person.;J'ai appris que [relic_hunter.Get_le_JobTitle] [relic_hunter.GetFirstName] fait des progrès réguliers dans la recherche de l'artefact au point de penser que la piste actuelle est sur le point d'aboutir et que bientôt la relique sera à moi.;Ich habe Kunde von [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] erhalten, dass [relic_hunter.GetSheHe] bei der Suche nach dem Artefakt stetig Fortschritte macht. [relic_hunter.GetFirstName] glaubt, dass [relic_hunter.GetSheHe] kurz vor dem Ziel steht und bald in der Lage sein wird, mir das alte Relikt persönlich überreichen zu können.;;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] me informa que está haciendo progresos constantes en la búsqueda del artefacto. [relic_hunter.GetFirstName] cree que se acerca al fin del rastro y muy pronto podrá entregarme la antigua reliquia en persona.;;;;;;;;;x
EVTDESC_MNM_9031_B;I have received word from [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] that [relic_hunter.GetSheHe] is making steady progress in the search for the artifact.;J'ai appris que [relic_hunter.Get_le_JobTitle] [relic_hunter.GetFirstName] fait des progrès réguliers dans la recherche de l'artefact.;Ich habe Kunde von [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] erhalten, dass [relic_hunter.GetSheHe] bei der Suche nach dem Artefakt stetig Fortschritte macht.;;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] me informa que está haciendo progresos constantes en la búsqueda del artefacto.;;;;;;;;;x
EVTDESC_MNM_9032;I have received the regrettable news that [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] has experienced a setback in [relic_hunter.GetHerHis] search for the artifact, by spending a considerable amount of time following a wrong lead. [relic_hunter.GetSheHeCap] assures me [relic_hunter.GetSheHe] will redouble [relic_hunter.GetHerHis] efforts.;J'ai appris que [relic_hunter.Get_le_JobTitle] [relic_hunter.GetFirstName] a subi un revers dans sa longue recherche de l'artefact. [relic_hunter.GetIlElleCap] m'assure qu'[relic_hunter.GetIlElle] va redoubler d'efforts.;Ich habe die bedauerliche Neuigkeit erhalten, dass [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] einen Rückschlag auf der Suche nach dem Artefakt erlitten hat, da eine beträchtliche Zeit dem falschen Hinweis nachgegangen wurde. [relic_hunter.GetSheHeCap] versichert mir, dass [relic_hunter.GetSheHe] [relic_hunter.GetHerHis] Bemühungen verdoppeln wird.;;He recibido la lamentable noticia de que [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] ha sufrido un contratiempo en la búsqueda del artefacto tras pasar una cantidad de tiempo considerable siguiendo una pista errónea. Me asegura que redoblará sus esfuerzos.;;;;;;;;;x
EVTDESC_MNM_9200;Having received the news of [relic_hunter.GetTitledFirstName]'s return you hurry to the throne room. As you receive [relic_hunter.GetHerHim] [relic_hunter.GetSheHe] presents you with a small box containing an unusually large tooth. It is with great reverence in [relic_hunter.GetHerHis] voice that [relic_hunter.GetFirstName] announces: 'This is the sacred tooth of Buddha. It is the same relic that was once left in the custody of Khema, smuggled out of Kalinga by princess Hemamali and which has since been cared for by the finest kings in all of India'. To be the custodian of this relic is to exhibit the greatest of kingly virtues, it marks the divine right of the holder to rule over the world. Your [relic_hunter.GetJobTitle] has brought you a greater prize than you dared imagine.\n\nAs you look up from the tooth itself you realize this is something that has not escaped [relic_hunter.GetFirstName] [relic_hunter.GetHerselfHimself]. A steady gaze meets yours, this is clearly the look of a [relic_hunter.GetManWoman] that expects a great reward.;Ayant reçu la nouvelle du retour [relic_hunter.Get_du_TitledFirstName], vous vous précipitez vers la salle du trône. Lorsque vous le recevez, [relic_hunter.GetIlElle] vous présente une petite boîte contenant une dent exceptionnellement grande. C'est avec une grande vénération dans sa voix qu'[relic_hunter.GetIlElle] annonce: « C'est la dent sacrée de Bouddha. C'est la même relique qui fut autrefois laissée sous la garde de Khema, sortie en contrebande de Kalinga par la princesse Hemamali, et qui a depuis été entretenue par les plus grands rois de toute l'Inde. » Être le gardien de cette relique, c'est faire preuve des plus grandes vertus, celles qui donnent le droit divin au détenteur de régner sur les hommes. Votre [relic_hunter.GetJobTitle] vous a apporté un objet plus important que vous n'osiez imaginer.\n\nAlors que vous lâchez du regard la dent, vous réalisez que c'est quelque chose qui n'a pas échappé à [relic_hunter.GetFirstName]. Son regard fixe rencontre le vôtre, c'est clairement celui d'un[relic_hunter.Get_E] [relic_hunter.GetManWoman] qui attend une grande récompense.;Die Nachricht, dass [relic_hunter.GetTitledFirstName] zurückgekehrt ist, lässt Euch umgehend zum Thronsaal eilen. Als Ihr [relic_hunter.GetHerHim] dort empfangt, überreicht [relic_hunter.GetSheHe] Euch eine kleine Schatulle mit einem außergewöhnlich großen Zahn. Mit feierlicher Stimme verkündet [relic_hunter.GetFirstName]: "Das ist der heilige Zahn Buddhas. Einst befand er sich im Besitz von Khema, bevor er von Prinzessin Hemamali aus Kalinga geschmuggelt wurde, um sodann von den edelsten Königen Indiens gehütet zu werden." Als Hüter dieses Relikts müsst Ihr die königlichsten Tugenden an den Tag legen, denn das Relikt verleiht Euch das Recht zur Herrschaft. Euer [relic_hunter.GetJobTitle] hat Euch einen kostbareren Fund gebracht, als Ihr Euch je erträumt hättet.\n\nAls Ihr den Blick vom Zahn abwendet und [relic_hunter.GetFirstName] anseht, könnt Ihr im Gesicht des Finders lesen, dass auch diesem die Kostbarkeit seines Fundes bewusst ist und er dafür eine besondere Belohnung erwartet.;;"Tras recibir la noticia del regreso de [relic_hunter.GetTitledFirstName], corres a la sala del trono. Al llegar, te entrega una caja pequeña que contiene un diente inusualmente grande. Con gran reverencia en la voz, [relic_hunter.GetFirstName] anuncia: "Este es el diente sagrado de Buda. Es la misma reliquia que una vez se dejó al cuidado de Khema, sacada de Kalinga por la princesa Hemamala y que, desde entonces, custodiaron los grandes reyes de toda la India". Custodiar esta reliquia significa exhibir la mayor de las virtudes reales marca el derecho divino del poseedor a gobernar sobre los hombres. Tu [relic_hunter.GetJobTitle] te ha traído un tesoro mayor de lo que imaginabas.\n\nAl levantar la vista del diente, te das cuenta de que esto es algo que no se le ha escapado a [relic_hunter.GetFirstName]. Una mirada fija se encuentra con la tuya: es claramente la mirada de alguien que espera una gran recompensa.";;;;;;;;;x
