EVTOPTJ_SOH_2104;I could be more kind, like [FromFromFrom.GetHerHim]...;;;;;;;;;;;;;;x
EVTOPTK_SOH_2104;I could be more humble, like [FromFromFrom.GetHerHim]...;;;;;;;;;;;;;;x
EVTOPTL_SOH_2104;I could be more zealous, like [FromFromFrom.GetHerHim]...;;;;;;;;;;;;;;x
EVTOPTM_SOH_2104;I could be more just, like [FromFromFrom.GetHerHim]...;;;;;;;;;;;;;;x
EVTOPTN_SOH_2104;I guess I can make an effort...;;;;;;;;;;;;;;x
EVTDESC_SOH_2105;It seems my attempt to inspire loyalty from [From.GetBestName] has gone better than expected, as [From.GetSheHe] has written to me suggesting that we perhaps have a lot in common and should be friends.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2105;That's a great idea!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2105;I think not...;;;;;;;;;;;;;;x
EVTDESC_SOH_2106;My attempt to befriend [From.GetBestName] was not in vain, as it seems [From.GetSheHe] also thinks we have a lot in common and wishes to spend more time with me. This surely will mean great things for both of us.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2106;Excellent!;;;;;;;;;;;;;;x
EVTDESC_SOH_2107;It seems [From.GetBestName] does not want to be my friend at this time. Perhaps it is due to lingering doubts about my loyalty from before the Hwarang visited me, or perhaps there is something else to it that I am not aware of.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2107;I see...;;;;;;;;;;;;;;x
EVTDESC_SOH_2108;It seems my attempt to inspire loyalty from [From.GetBestName] has gone better than expected, as [From.GetSheHe] has written to me suggesting that perhaps it is time for the two of us to set aside our ongoing rivalry and work together, for the good of the realm.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2108;It is time for our rivalry to end!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2108;I have neither forgotten nor forgiven!;;;;;;;;;;;;;;x
EVTDESC_SOH_2109;[From.GetBestName] was quite receptive to my idea to end our rivalry in the name of what's best for the realm. We are certainly not friends, but we should be able to get along quite a bit better now if both of us were sincere.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2109;Excellent!;;;;;;;;;;;;;;x
EVTDESC_SOH_2110;It seems [From.GetBestName] still has a strong dislike of me, seeing as [From.GetSheHe] has let me know that [From.GetSheHe] has no intention of ending our rivalry, stating that I do not deserve anything more than [From.GetHerHis] enmity.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2110;I see...;;;;;;;;;;;;;;x
EVTDESC_SOH_2111;It seems the Hwarang I sent to speak with [From.GetBestName] made an impression, seeing as [From.GetSheHe] seems to be rather less ambitious now. This will surely make [From.GetHerHim] much more loyal than [From.GetSheHe] previously was.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2111;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2112;I have received word that [From.GetBestName] publicly has renounced [From.GetHerHis] claim on one of my titles. It seems the Hwarang I sent to [From.GetHerHim] to lecture [From.GetHerHim] about loyalty made quite the impression.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2112;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2113;It seems [From.GetBestName] felt inspired by what the Hwarang I sent to speak to [From.GetHerHim] had to say about me, as [From.GetSheHe] seems to have made an effort to become more chaste due to me being more chaste than [From.GetSheHe] was.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2113;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2114;It seems [From.GetBestName] felt inspired by what the Hwarang I sent to speak to [From.GetHerHim] had to say about me, as [From.GetSheHe] seems to have made an effort to become more temperate due to me being more temperate than [From.GetSheHe] was.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2114;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2115;It seems [From.GetBestName] felt inspired by what the Hwarang I sent to speak to [From.GetHerHim] had to say about me, as [From.GetSheHe] seems to have made an effort to become more charitable due to me being more charitable than [From.GetSheHe] was.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2115;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2116;It seems [From.GetBestName] felt inspired by what the Hwarang I sent to speak to [From.GetHerHim] had to say about me, as [From.GetSheHe] seems to have made an effort to become more diligent due to me being more diligent than [From.GetSheHe] was.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2116;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2117;It seems [From.GetBestName] felt inspired by what the Hwarang I sent to speak to [From.GetHerHim] had to say about me, as [From.GetSheHe] seems to have made an effort to become more patient due to me being more patient than [From.GetSheHe] was.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2117;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2118;It seems [From.GetBestName] felt inspired by what the Hwarang I sent to speak to [From.GetHerHim] had to say about me, as [From.GetSheHe] seems to have made an effort to become more kind due to me being more kind than [From.GetSheHe] was.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2118;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2119;It seems [From.GetBestName] felt inspired by what the Hwarang I sent to speak to [From.GetHerHim] had to say about me, as [From.GetSheHe] seems to have made an effort to become more humble due to me being more humble than [From.GetSheHe] was.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2119;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2120;It seems [From.GetBestName] felt inspired by what the Hwarang I sent to speak to [From.GetHerHim] had to say about me, as [From.GetSheHe] seems to have made an effort to become more zealous due to me being more zealous than [From.GetSheHe] was.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2120;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2121;It seems [From.GetBestName] felt inspired by what the Hwarang I sent to speak to [From.GetHerHim] had to say about me, as [From.GetSheHe] seems to have made an effort to become more just due to me being more just than [From.GetSheHe] was.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2121;That's great!;;;;;;;;;;;;;;x
EVTDESC_SOH_2122;I had hoped that the Hwarang I sent to speak with [From.GetBestName] would convince [From.GetHerHim] to take some step to get along better with me, but it seems [From.GetSheHe] has not seen fit to do anything of the sort.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2122;At least [From.GetSheHe] seems slightly more loyal...;;;;;;;;;;;;;;x
EVTDESC_SOH_2124;There are quite a few lifestyles that would be deemed appropriate for a member of the Hwarang. The question is, which would be the most fitting for me?;;;;;;;;;;;;;;x
EVTOPTA_SOH_2124;I will spend more time with people!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2124;I will dedicate myself to games!;;;;;;;;;;;;;;x
EVTOPTC_SOH_2124;I will focus on my family!;;;;;;;;;;;;;;x
EVTOPTD_SOH_2124;Perhaps something else;;;;;;;;;;;;;;x
EVTDESC_SOH_2125;There are quite a few lifestyles that would be deemed appropriate for a member of the Hwarang. The question is, which would be the most fitting for me?;;;;;;;;;;;;;;x
EVTOPTA_SOH_2125;I will work on my dueling skills!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2125;I will become a skilled hunter!;;;;;;;;;;;;;;x
EVTOPTC_SOH_2125;I will devote myself to strategy!;;;;;;;;;;;;;;x
EVTOPTD_SOH_2125;Perhaps something else;;;;;;;;;;;;;;x
EVTDESC_SOH_2126;There are quite a few lifestyles that would be deemed appropriate for a member of the Hwarang. The question is, which would be the most fitting for me?;;;;;;;;;;;;;;x
EVTOPTA_SOH_2126;I will focus on administration!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2126;I will study architecture!;;;;;;;;;;;;;;x
EVTOPTC_SOH_2126;Perhaps something else;;;;;;;;;;;;;;x
EVTDESC_SOH_2127;There are quite a few lifestyles that would be deemed appropriate for a member of the Hwarang. The question is, which would be the most fitting for me?;;;;;;;;;;;;;;x
EVTOPTA_SOH_2127;I will be a scholar!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2127;I will become a theologian!;;;;;;;;;;;;;;x
EVTOPTC_SOH_2127;Perhaps something else;;;;;;;;;;;;;;x
EVTOPTD_SOH_2127;I need more time to think about this...;;;;;;;;;;;;;;x
EVTDESC_SOH_2128;I have just received an emissary from [FromFrom.GetBestName], bringing a proposal that the two of us should enter into a non-aggression pact. Perhaps it would be beneficial for me as well as [FromFrom.GetHerHim]?;;;;;;;;;;;;;;x
EVTOPTA_SOH_2128;An excellent idea!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2128;I don't think so!;;;;;;;;;;;;;;x
EVTDESC_SOH_2129;The emissary I sent to [From.GetBestName] has returned with good news. [From.GetBestName] has agreed to a non-aggression pact with me.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2129;Just as planned!;;;;;;;;;;;;;;x
EVTDESC_SOH_2130;The emissary I sent to [From.GetBestName] has returned with bad news. [From.GetBestName] has not agreed to a non-aggression pact with me.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2130;I see...;;;;;;;;;;;;;;x
EVTDESC_SOH_2131;[From.GetBestName] has put forward a demand that I should step aside as the leader of the Hwarang and instead let [From.GetHerHim] lead the society, claiming that I am getting too old to be an effective leader.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2131;I suppose that's a reasonable request...;;;;;;;;;;;;;;x
EVTOPTB_SOH_2131;I can't refuse, but I will remember this!;;;;;;;;;;;;;;x
EVTOPTC_SOH_2131;Such an outrageous demand!;;;;;;;;;;;;;;x
EVTOPTD_SOH_2131;Let you lead? Never!;;;;;;;;;;;;;;x
EVTDESC_SOH_2132;[From.GetBestName] has seen fit to agree to my request that [From.GetSheHe] should step aside and let me lead the Hwarang. Perhaps [From.GetSheHe] is not entirely pleased with this, though at least [From.GetSheHe] stepped aside rather gracefully.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2132;As expected!;;;;;;;;;;;;;;x
EVTDESC_SOH_2133;Though my demand that [From.GetBestName] should step aside as the leader of the Hwarang was something that several other members found reasonable, it seems [From.GetBestName] still has sufficient support to remain in charge.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2133;I see...;;;;;;;;;;;;;;x
EVTDESC_SOH_2135;Though I am making an effort to make other Hwarang want to socialize more with me I think some of the others feel that I am only looking for a way to prove that I am better than them. I need to change that.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2135;I must be willing to admit when I am at fault...;;;;;;;;;;;;;;x
EVTOPTB_SOH_2135;I must help them more!;;;;;;;;;;;;;;x
EVTDESC_SOH_2136;It has not always been easy, but I am certain that other people have started to enjoy my company quite a bit more, and not just other Hwarang. This bodes well for the future.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2136;Together, we can achieve anything!;;;;;;;;;;;;;;x
EVTDESC_SOH_2137;I may have dedicated myself to board games, but the truth is that I am not great at any of them, not even those I am familiar with. This is rather embarrassing, to be honest.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2137;I will discreetly pay someone to teach me!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2137;I will admit to the other Hwarang that I need to improve...;;;;;;;;;;;;;;x
EVTDESC_SOH_2138;It has taken hard work and dedication, but I can finally say that I have mastered several board games. And I have had fun doing it.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2138;Anyone up for a game?;;;;;;;;;;;;;;x
EVTDESC_SOH_2139;I need to prove to everyone just how important my family is to me, and I can see several ways of doing that.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2139;All Hwarang will be told of my family's greatness!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2139;I will spend all my time helping my family!;;;;;;;;;;;;;;x
EVTDESC_SOH_2140;Nobody can deny that my family means everything to me, not even those that otherwise might speak ill of me. And I can tell the other Hwarang approve of this quite a bit!;;;;;;;;;;;;;;x
EVTOPTA_SOH_2140;I will do anything for my family!;;;;;;;;;;;;;;x
EVTDESC_SOH_2141;If I am to become a duelist, I need to improve my skills with a sword. I just need to figure out the best way to achieve that.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2141;I will get help from the Hwarang!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2141;I think my guards can teach me quite a bit...;;;;;;;;;;;;;;x
EVTDESC_SOH_2142;My skills with a sword have improved quite a bit, as has my renown. I truly am a duelist in both my eyes and those of others.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2142;Challenge me, if you dare!;;;;;;;;;;;;;;x
EVTDESC_SOH_2143;While I already have some skills as a hunter, I want to improve them if I am to devote my life to hunting.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2143;I will pay the best teacher available!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2143;Some time in the wilderness might do me good...;;;;;;;;;;;;;;x
EVTDESC_SOH_2144;My walls do not lack for hunting trophies, and my kitchens do not lack for meat, all thanks to my skills as a hunter!;;;;;;;;;;;;;;x
EVTOPTA_SOH_2144;It truly is a worthwhile lifestyle!;;;;;;;;;;;;;;x
EVTDESC_SOH_2145;Strategy is a complex topic, and to fully understand it I will also need to look at it from the perspective of someone else.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2145;I will study the Art of War extensively!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2145;I will ask other Hwarang for insights...;;;;;;;;;;;;;;x
EVTDESC_SOH_2146;Foreign artwork, military treasies, and more besides have given me the knowledge I need to succeed in my future endeavors.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2146;War is the last argument of a [Root.GetTitle]...;;;;;;;;;;;;;;x
EVTDESC_SOH_2147;Proper administrative practices are something that can give even the most skilled bureaucrat a headache, but I am determined to understand it all. I only need to decide how to approach it first.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2147;I need someone to teach me!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2147;I will figure this out on my own!;;;;;;;;;;;;;;x
EVTDESC_SOH_2148;I have read through every ledger in my possession, have checked the terms of every treaty, and have done all the math, all to ensure that I know how to administrate my realm in the best way possible.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2148;A prosperous realm means a prosperous future!;;;;;;;;;;;;;;x
EVTDESC_SOH_2149;There are several fairly famous buildings -- temples, watchtowers, and more besides -- near [Root.Capital.GetName]. Perhaps visiting them would be worthwhile?;;;;;;;;;;;;;;x
EVTOPTA_SOH_2149;I will visit some of those buildings for inspiration!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2149;Actually, I should invite some architects to come to my court...;;;;;;;;;;;;;;x
EVTDESC_SOH_2150;Thanks to my studies, I have gained a thorough understanding of the construction techniques employed in both the past and the present. This will ensure I know what is cost-effective and what is a waste of time and money when it comes to anything I might have built in the future.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2150;What I build will last!;;;;;;;;;;;;;;x
EVTDESC_SOH_2151;If I am to consider myself a scholar, I really need to understand as much as possible, and that can be achieved in a few different ways.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2151;I need more books!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2151;I will learn what other Hwarang know!;;;;;;;;;;;;;;x
EVTDESC_SOH_2152;I have learned much, and yet I know I still have much to learn. Even so, I am certain I can consider myself something of a scholar.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2152;Knowledge is power!;;;;;;;;;;;;;;x
EVTDESC_SOH_2153;I have spent the past few weeks reading both [Root.TrueReligion.GetScriptureName] and the writings of some other faiths, and that has made some things clear to me.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2153;The [Root.TrueReligion.GetName] faith is always right!;;;;;;;;;;;;;;x
EVTOPTB_SOH_2153;I think I understand other perspectives better now...;;;;;;;;;;;;;;x
EVTDESC_SOH_2154;Some might question their faith, but not many look for the answers to those questions. Nor do many look for confirmation as to whether the things they believe truly are what they should believe. I have made a study of my faith, however, and I have found the answers enlightening.;;;;;;;;;;;;;;x
EVTOPTA_SOH_2154;It is all clear to me now!;;;;;;;;;;;;;;x

hwarang_leader_will_be_demoted;You will no longer be the Gukseon.;;;;;;;;;;;;;;x
hwarang_cash_out_reward;You will receive [hwarang_cash_out.GetValue] piety and prestige.;;;;;;;;;;;;;;x
