#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#kingdom_viet;Vuquoc;Vuquoc;Vuquoc;;Vuquoc;;;;;;;;;x
duchy_viet;Congquoc;Congquoc;Congquoc;;Congquoc;;;;;;;;;x
county_viet;Baquoc;Baquoc;Baquoc;;Baquoc;;;;;;;;;x
barony_viet;Namquoc;Namquoc;Namquoc;;Namquoc;;;;;;;;;x
#empire_of_viet;Dequoc of;Dequoc de;Dequoc von;;Dequoc de;;;;;;;;;x
#kingdom_of_viet;Vuquoc of;Vuquoc de;Vuquoc von;;Vuquoc de;;;;;;;;;x
duchy_of_viet;Congquoc of;Congquoc de;Congquoc von;;Congquoc de;;;;;;;;;x
county_of_viet;Baquoc of;Baquoc de;Baquoc von;;Baquoc de;;;;;;;;;x
barony_of_viet;Namquoc of;Namquoc de;Namquoc von;;Namquoc de;;;;;;;;;x
#vice_royalty_empire_viet;Hoangdequoc;Hoangdequoc;Hoangdequoc;;Hoangdequoc;;;;;;;;;x
vice_royalty_kingdom_viet;Phovuongquoc;Phovuongquoc;Phovuongquoc;;Phovuongquoc;;;;;;;;;x
vice_royalty_duchy_viet;Duo;Duo;Duo;;Duo;;;;;;;;;x
#vice_royalty_empire_of_viet;Hoangdequoc of;Hoangdequoc de;Hoangdequoc von;;Hoangdequoc de;;;;;;;;;x
vice_royalty_kingdom_of_viet;Phovuongquoc of;Phovuongquoc de;Phovuongquoc von;;Phovuongquoc de;;;;;;;;;x
vice_royalty_duchy_of_viet;Duo of;Duo de;Duo von;;Duo de;;;;;;;;;x
emperor_cham;Maharajadhiraja;Maharajadhiraja;Maharajadhiraja;;Maharajadhiraja;;;;;;;;;x
emperor_female_cham;Maharanadhiraja;Maharanadhiraja;Maharanadhiraja;;Maharanadhiraja;;;;;;;;;x
emperor_tai_kadai_group;Maharajadhiraja;Maharajadhiraja;Maharajadhiraja;;Maharajadhiraja;;;;;;;;;x
emperor_female_tai_kadai_group;Maharanadhiraja;Maharanadhiraja;Maharanadhiraja;;Maharanadhiraja;;;;;;;;;x
king_tai_kadai_group;Maharaja;Maharaja;Maharaja;Maharaja;;Maharaja;;;;;;;;;x
king_female_tai_kadai_group;Maharani;Maharani;Maharani;;Maharani;;;;;;;;;x
duke_tai_kadai_group;Raja;Raja;Raja;;Raja;;;;;;;;;x
duke_female_tai_kadai_group;Rani;Rani;Rani;;Rani;;;;;;;;;x
count_tai_kadai_group;Thakur;Thakur;Thakur;;Thakur;;;;;;;;;x
count_female_tai_kadai_group;Thakurani;Thakurani;Thakurani;;Thakurani;;;;;;;;;x
baron_tai_kadai_group;Nayaka;Nayaka;Nayaka;;Nayaka;;;;;;;;;x
baron_female_tai_kadai_group;Nayakini;Nayakini;Nayakini;;Nayakini;;;;;;;;;x
#empire_tai_kadai_group;Rajya;Rajya;Rajya;;Rajya;;;;;;;;;x
#kingdom_tai_kadai_group;Rashtra;Rashtra;Rashtra;;Rashtra;;;;;;;;;x
duchy_tai_kadai_group;Kshetra;Kshetra;Kshetra;;Kshetra;;;;;;;;;x
county_tai_kadai_group;Thikana;Thikana;Thikana;;Thikana;;;;;;;;;x
barony_tai_kadai_group;Pattaka;Pattaka;Pattaka;;Pattaka;;;;;;;;;x
#empire_of_tai_kadai_group;Rajya of;Rajya de;Rajya von;;Rajya de;;;;;;;;;x
#kingdom_of_tai_kadai_group;Rashtra of;Rashtra de;Rashtra von;;Rashtr de;;;;;;;;;x
duchy_of_tai_kadai_group;Kshetra of;Kshetra de;Kshetra von;;Kshetra de;;;;;;;;;x
county_of_tai_kadai_group;Thikana of;Thikana de;Thikana von;;Thikana de;;;;;;;;;x
barony_of_tai_kadai_group;Pattaka of;Pattaka de;Pattaka von;;Pattaka de;;;;;;;;;x
title_prince_tai_kadai_group;Rajkumara;Rajkumara;Rajkumara;;Rajkumara;;;;;;;;;x
title_prince_female_tai_kadai_group;Rajkumari;Rajkumari;Rajkumari;;Rajkumari;;;;;;;;;x
#title_regent_tai_kadai_group;Rajasthaniya;Rajasthaniya;Rajasthaniya;;Rajasthaniya;;;;;;;;;x
job_chancellor_tai_kadai_group;Videshadhikari;Videshadhikari;Videshadhikari;;Videshadhikari;;;;;;;;;x
job_marshal_tai_kadai_group;Senadhipati;Senadhipati;Senadhipati;;Senadhipati;;;;;;;;;x
job_treasurer_tai_kadai_group;Karanadhikari;Karanadhikari;Karanadhikari;;Karanadhikari;;;;;;;;;x
job_spymaster_tai_kadai_group;Antaradhikari;Antaradhikari;Antaradhikari;;Antaradhikari;;;;;;;;;x
job_spiritual_tai_kadai_group;Purohita;Purohita;Purohita;;Purohita;;;;;;;;;x
emperor_malayo_polynesian_group;Maharajadhiraja;Maharajadhiraja;Maharajadhiraja;;Maharajadhiraja;;;;;;;;;x
emperor_female_malayo_polynesian_group;Maharanadhiraja;Maharanadhiraja;Maharanadhiraja;;Maharanadhiraja;;;;;;;;;x
king_malayo_polynesian_group;Maharaja;Maharaja;Maharaja;Maharaja;;Maharaja;;;;;;;;;x
king_female_malayo_polynesian_group;Maharani;Maharani;Maharani;;Maharani;;;;;;;;;x
duke_malayo_polynesian_group;Raja;Raja;Raja;;Raja;;;;;;;;;x
duke_female_malayo_polynesian_group;Rani;Rani;Rani;;Rani;;;;;;;;;x
count_malayo_polynesian_group;Thakur;Thakur;Thakur;;Thakur;;;;;;;;;x
count_female_malayo_polynesian_group;Thakurani;Thakurani;Thakurani;;Thakurani;;;;;;;;;x
baron_malayo_polynesian_group;Nayaka;Nayaka;Nayaka;;Nayaka;;;;;;;;;x
baron_female_malayo_polynesian_group;Nayakini;Nayakini;Nayakini;;Nayakini;;;;;;;;;x
#empire_malayo_polynesian_group;Rajya;Rajya;Rajya;;Rajya;;;;;;;;;x
#kingdom_malayo_polynesian_group;Rashtra;Rashtra;Rashtra;;Rashtra;;;;;;;;;x
duchy_malayo_polynesian_group;Kshetra;Kshetra;Kshetra;;Kshetra;;;;;;;;;x
county_malayo_polynesian_group;Thikana;Thikana;Thikana;;Thikana;;;;;;;;;x
barony_malayo_polynesian_group;Pattaka;Pattaka;Pattaka;;Pattaka;;;;;;;;;x
#empire_of_malayo_polynesian_group;Rajya of;Rajya de;Rajya von;;Rajya de;;;;;;;;;x
#kingdom_of_malayo_polynesian_group;Rashtra of;Rashtra de;Rashtra von;;Rashtra de;;;;;;;;;x
duchy_of_malayo_polynesian_group;Kshetra of;Kshetra de;Kshetra von;;Kshetra de;;;;;;;;;x
county_of_malayo_polynesian_group;Thikana of;Thikana de;Thikana von;;Thikana de;;;;;;;;;x
barony_of_malayo_polynesian_group;Pattaka of;Pattaka de;Pattaka von;;Pattaka de;;;;;;;;;x
title_prince_malayo_polynesian_group;Rajkumara;Rajkumara;Rajkumara;;Rajkumara;;;;;;;;;x
title_prince_female_malayo_polynesian_group;Rajkumari;Rajkumari;Rajkumari;;Rajkumari;;;;;;;;;x
#title_regent_malayo_polynesian_group;Rajasthaniya;Rajasthaniya;Rajasthaniya;;Rajasthaniya;;;;;;;;;x
job_chancellor_malayo_polynesian_group;Videshadhikari;Videshadhikari;Videshadhikari;;Videshadhikari;;;;;;;;;x
job_marshal_malayo_polynesian_group;Senadhipati;Senadhipati;Senadhipati;;Senadhipati;;;;;;;;;x
job_treasurer_malayo_polynesian_group;Karanadhikari;Karanadhikari;Karanadhikari;;Karanadhikari;;;;;;;;;x
job_spymaster_malayo_polynesian_group;Antaradhikari;Antaradhikari;Antaradhikari;;Antaradhikari;;;;;;;;;x
job_spiritual_malayo_polynesian_group;Purohita;Purohita;Purohita;;Purohita;;;;;;;;;x
count_andamanese;Akamaitaratom;;;;;;;;;;;;;x
temple_baron_dayak_pagan_reformed;Pujari;pujari;Pujari;;Pujari;;;;;;;;;x;;;;;;;;;;;;
temple_barony_dayak_pagan_reformed;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_dayak_pagan_reformed;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_baron_dayak_pagan;Pujari;pujari;Pujari;;Pujari;;;;;;;;;x;;;;;;;;;;;;
temple_barony_dayak_pagan;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_dayak_pagan;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_baron_melanesian_pagan_reformed;Shaman;Chaman;Schamane;;Chamán;;;;;;;;;x
temple_barony_melanesian_pagan_reformed;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_baron_melanesian_pagan;Shaman;Chaman;Schamane;;Chamán;;;;;;;;;x
temple_barony_melanesian_pagan;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_baron_sanamahi_pagan_reformed;Pujari;pujari;Pujari;;Pujari;;;;;;;;;x;;;;;;;;;;;;
temple_barony_sanamahi_pagan_reformed;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_sanamahi_pagan_reformed;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_baron_sanamahi_pagan;Pujari;pujari;Pujari;;Pujari;;;;;;;;;x;;;;;;;;;;;;
temple_barony_sanamahi_pagan;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_sanamahi_pagan;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
count_female_viet_pagan_reformed;Batuocphunhan;Batuocphunhan;Batuocphunhan;;Batuocphunhan;;;;;;;;;x
baron_viet_pagan_reformed;Namtuoc;Namtuoc;Namtuoc;;Namtuoc;;;;;;;;;x
baron_female_viet_pagan_reformed;Namtuocphunhan;Namtuocphunhan;Namtuocphunhan;;Namtuocphunhan;;;;;;;;;x
temple_baron_viet_pagan_reformed;Than;Than;Than;;Than;;;;;;;;;x
temple_barony_viet_pagan_reformed;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_viet_pagan_reformed;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
count_viet_pagan;Batuoc;Batuoc;Batuoc;;Batuoc;;;;;;;;;x
count_female_viet_pagan;Batuocphunhan;Batuocphunhan;Batuocphunhan;;Batuocphunhan;;;;;;;;;x
baron_viet_pagan;Namtuoc;Namtuoc;Namtuoc;;Namtuoc;;;;;;;;;x
baron_female_viet_pagan;Namtuocphunhan;Namtuocphunhan;Namtuocphunhan;;Namtuocphunhan;;;;;;;;;x
temple_baron_viet_pagan;Than;Than;Than;;Than;;;;;;;;;x
temple_barony_viet_pagan;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_viet_pagan;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
