pretender_chinese_imperial_bloodline_liao;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_liao_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Liao Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_yuan;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_yuan_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Yuan Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_xia;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_xia_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Xia Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_qing;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_qing_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Qing Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_dai;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_dai_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Dai Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_cheng;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_cheng_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Cheng Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_liang;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_liang_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Liang Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_song;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_song_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Song Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_ming;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_ming_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Ming Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_shu;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_shu_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Shu Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_wu;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_wu_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Wu Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_chu;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_chu_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Chu Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_yue;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_yue_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Yue Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_yin;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_yin_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Yin Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_shun;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_shun_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Shun Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_sui;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_sui_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Sui Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
pretender_chinese_imperial_bloodline_min;Imperial Blood of [This.GetTitledFirstName];;;;;;;;;x
pretender_chinese_imperial_bloodline_min_desc;While [This.GetTitledFirstName]'s imperial dynasty did not rule the Middle Kingdom itself, the Min Dynasty still deserves a place in the annals of history.;;;;;;;;;;;;;x
### Historical bloodlines
# China
blood_of_confucius;Blood of Confucius;;;;;;;;;;;;;x
blood_of_confucius_desc;This character is a patrilineal descendant of Confucius (Kong Qiu), who was a renowned Chinese philosopher during the Spring and Autumn Period.;;;;;;;;;;;;;x
blood_of_emperor_ling;Imperial Blood of Emperor Gaozu;;;;;;;;;;;;;x
blood_of_emperor_ling_desc;The Sakanoue clan's ancestry can be traced all the way back to the heavenly Empeor Gaozu, who founded the glorious Han Dynasty.;;;;;;;;;;;;;x
blood_of_wu_zetian;Blood of Wu Zetian;;;;;;;;;;;;;x
blood_of_wu_zetian_desc;The only monarch of the short-lived Zhou dynasty, Wu Zetian has the distinction of being the only woman to sit on the Dragon Throne.;;;;;;;;;;;;;x
# Korea
dongmyeong_bloodline;Blood of Dongmyeongseongwang;;;;;;;;;;;;;x
dongmyeong_bloodline_desc;Dongmyeongseongwang, the "Holy King of the East", was the founder of the state of Goguryeo, and the ancestor of both its rulers and the rulers of Baekje.;;;;;;;;;;;;;x
baekje_bloodline;Blood of Baekje;;;;;;;;;;;;;x
baekje_bloodline_desc;The kingdom of Baekje was instrumental in spreading continental culture and Buddhism to Japan.;;;;;;;;;;;;;x
goguryeo_bloodline;Blood of Goguryeo;;;;;;;;;;;;;x
goguryeo_bloodline_desc;The kingdom of Goguryeo had several skilled warrior kings, even though it eventually fell to an alliance between Silla and Tang.;;;;;;;;;;;;;x
suro_bloodline;Blood of Suro;;;;;;;;;;;;;x
suro_bloodline_desc;Gim Suro was the founder of Geumgwan Gaya, the ruling city-state of the Gaya Confederacy, and the founder of a dynasty relevant well after his death.;;;;;;;;;;;;;x
silla_bak_bloodline;Blood of the Bak clan;;;;;;;;;;;;;x
silla_bak_bloodline_desc;The Bak clan was the first clan to rule in Silla, starting with the kingdom's founding ruler, Hyeokgeose.;;;;;;;;;;;;;x
silla_suk_bloodline;Blood of the Suk clan;;;;;;;;;;;;;x
silla_suk_bloodline_desc;The Suk clan was the second clan to rule in Silla, starting with the kingdom's fourth ruler, Talhae.;;;;;;;;;;;;;x
silla_gim_bloodline;Blood of the Gim clan;;;;;;;;;;;;;x
silla_gim_bloodline_desc;The Gim clan was the third clan to rule in Silla, and could trace their ancestry back to Suro of Geumgwan Gaya.;;;;;;;;;;;;;x
balhae_bloodline;Blood of Balhae;;;;;;;;;;;;;x
balhae_bloodline_desc;The Kingdom of Balhae was multi-cultural and multi-religious, but its rulers promoted the Buddhist religion.;;;;;;;;;;;;;x
taejo_bloodline;Blood of Taejo;;;;;;;;;;;;;x
taejo_bloodline_desc;Wang Taejo of Goryeo reunited the Korean Peninsula at the end of the Later Three Kingdoms period and is rightfully regarded as an exemplary Korean monarch.;;;;;;;;;;;;;x
yi_uibang_bloodline;Blood of Yi Uibang;;;;;;;;;;;;;x
yi_uibang_bloodline_desc;Yi Uibang overthrew Uijong of Goryeo and installed Myeongjong as a puppet ruler, wielding considerable power behind the throne.;;;;;;;;;;;;;x
jeong_jungbu_bloodline;Blood of Jeong Jungbu;;;;;;;;;;;;;x
jeong_jungbu_bloodline_desc;Jeong Jungbu quarrelled with Yi Uibang and took over as the power behind the throne in Goryeo after his son murdered the latter.;;;;;;;;;;;;;x
gyeong_daeseung_bloodline;Blood of Gyeong Daeseung;;;;;;;;;;;;;x
gyeong_daeseung_bloodline_desc;Having successfully rebelled against Jeong Jungbu, Gyeong Daeseung took over as the power behind the throne in Goryeo.;;;;;;;;;;;;;x
yi_uimin_bloodline;Blood of Yi Uimin;;;;;;;;;;;;;x
yi_uimin_bloodline_desc;Yi Uimin was born a slave but eventually became the power behind the throne in Goryeo after the death of Gyeong Daeseung.;;;;;;;;;;;;;x
choe_chungheon_bloodline;Blood of Choe Chungheon;;;;;;;;;;;;;x
choe_chungheon_bloodline_desc;Having murdered Yi Uimin, Choe Chungheon took over as the power behind the throne in Goryeo.;;;;;;;;;;;;;x
gim_jun_bloodline;Blood of Gim Jun;;;;;;;;;;;;;x
gim_jun_bloodline_desc;Having overthrown and killed Choe Ui, Gim Jun took over as the power behind the throne in Goryeo.;;;;;;;;;;;;;x
im_yeon_bloodline;Blood of Im Yeon;;;;;;;;;;;;;x
im_yeon_bloodline_desc;Having killed his adoptive father Gim Jun, Im Yeon took over as the power behind the throne in Goryeo.;;;;;;;;;;;;;x
hong_dagu_bloodline;Blood of Hong Dagu;;;;;;;;;;;;;x
hong_dagu_bloodline_desc;Hong Jungi, better known as Hong Dagu, was a Korean in the service of the Yuan dynasty who came to rule the Liaoyang Province.;;;;;;;;;;;;;x
dongnyeong_bloodline;Blood of Choe Tan;;;;;;;;;;;;;x
dongnyeong_bloodline_desc;Choe Tan invaded and took over the Dongnyeong Prefectures in the name of the Yuan dynasty and became the local ruler as a result.;;;;;;;;;;;;;x
ssangseong_bloodline;Blood of Jo Hwi;;;;;;;;;;;;;x
ssangseong_bloodline_desc;Jo Hwi invaded the Ssangseong Prefectures in the service of the Mongol Empire and became the local ruler as a result.;;;;;;;;;;;;;x
# Japan
blood_of_emperor_jimmu;Blood of Tenno Jimmu;;;;;;;;;;;;;x
blood_of_emperor_jimmu_desc;The Chrysanthemum Throne has always been held by a patrilineal descendant of Tenno Jimmu.;;;;;;;;;;;;;x
fujiwara_bloodline;Blood of the Fujiwara Clan;;;;;;;;;;;;;x
fujiwara_bloodline_desc;The Fujiwara clan was the power behind the throne in Japan for many years, serving as the regent for the Tenno.;;;;;;;;;;;;;x
blood_of_hachimantaro;Blood of Hachimantaro;;;;;;;;;;;;;x
blood_of_hachimantaro_desc;[This.GetBestName] was a paragon of samurai skill and bravery, and his descendants might benefit from this reputation;;;;;;;;;;;;;x
oshu_fujiwara_bloodline;Blood of the Oshu Fujiwara;;;;;;;;;;;;;x
oshu_fujiwara_bloodline_desc;The Oshu Fujiwara ruled the Tohoku region independently following the fall of the Kiyohara clan.;;;;;;;;;;;;;x
taira_bloodline;Blood of [This.GetBestName];;;;;;;;;;;;;x
taira_bloodline_desc;[This.GetBestName] was the first samurai to be appointed to the position of Daijo Daijni, which gave him considerable influence.;;;;;;;;;;;;;x
kamakura_shogunate_bloodline;Blood of [This.GetBestName];;;;;;;;;;;;;x
kamakura_shogunate_bloodline_desc;[This.GetBestName] founded the Kamakura Shogunate after the end of the Genpei War.;;;;;;;;;;;;;x
hojo_bloodline;Blood of the Hojo clan;;;;;;;;;;;;;x
hojo_bloodline_desc;Hojo Tokimasa became Shikken when Minamoto no Yoriie inherited the Kamakura Shogunate, and thus the de facto ruler.;;;;;;;;;;;;;x
ashikaga_shogunate_bloodline;Blood of [This.GetBestName];;;;;;;;;;;;;x
ashikaga_shogunate_bloodline_desc;[This.GetBestName] founded the [This.GetOnlyDynastyName] Shogunate after helping overthrow the Kamakura Shogunate.;;;;;;;;;;;;;x
# Jurchen
wanyan_bloodline;Blood of the Wanyan clan;;;;;;;;;;;;;x
wanyan_bloodline_desc;The half-legendary Hanpu Wanyan might have been from Goryeo. No matter his origins, he began the work to consolidate the Jurchen tribes.;;;;;;;;;;;;;x
# Nusantara
srivijaya_bloodline;Blood of the Srivijayas;;;;;;;;;;;;;x
srivijaya_bloodline_desc;The Srivijaya dynasty ruled a thalassocratic empire in the Indonesian archipelago, subjugating many of their neighbours and promoting Buddhism.;;;;;;;;;;;;;x
sailendra_bloodline;Blood of the Sailendra;;;;;;;;;;;;;x
sailendra_bloodline_desc;The Sailendra dynasty ruled a thalassocratic empire in the Indonesian archipelago, subjugating many of their neighbours and promoting Buddhism.;;;;;;;;;;;;;x
sang_sapurba_alexander_bloodline;Blood of Alexander the Great;;;;;;;;;;;;;x
sang_sapurba_alexander_bloodline_desc;Though all but impossible to prove, there is some benefit to claiming descent from Alexander the Great;;;;;;;;;;;;;x
# Bagan
anawrahta_bloodline;Blood of Anawrahta;;;;;;;;;;;;;x
anawrahta_bloodline_desc;Anawrahta the Great founded the Empire of Bagan, assisted by the warriors known as the Four Great Paladins.;;;;;;;;;;;;;x
# Khmer
suryavarman_ii_bloodline;Blood of Suryavarman II;;;;;;;;;;;;;x
suryavarman_ii_bloodline_desc;Suryavarman II is known for the construction of Angkor Wat, among other things.;;;;;;;;;;;;;x
### Earnable bloodlines
# Historical-adjacent
grand_chancellor_bloodline_intrigue;Blood of [This.GetBestName];;;;;;;;;;;;;x
grand_chancellor_bloodline_intrigue_desc;Using various means, [This.GetBestName] managed to become Grand Chancellor and the real power behind the throne.;;;;;;;;;;;;;x
grand_chancellor_bloodline_war;Blood of [This.GetBestName];;;;;;;;;;;;;x
grand_chancellor_bloodline_war_desc;Having overthrown [This.GetHerHis] former liege, [This.GetBestName] became the real power behind the throne as Grand Chancellor.;;;;;;;;;;;;;x
grand_chancellor_bloodline_nuclear;Blood of [This.GetBestName];;;;;;;;;;;;;x
grand_chancellor_bloodline_nuclear_desc;Having saved [This.GetHerHis] liege from the machinations of the court, [This.GetBestName] became the real power behind the throne as Grand Chancellor.;;;;;;;;;;;;;x
korean_bloodline;Blood of [This.GetTitledFirstName];;;;;;;;;;;;;x
korean_bloodline_desc;[This.GetTitledFirstName] managed to reunite the Korean Peninsula. [This.GetSheHeCap] and [This.GetHerHis] heirs will therefore have a lasting claim on it.;;;;;;;;;;;;;x
regency_bloodline;Blood of [This.GetBestName];;;;;;;;;;;;;x
regency_bloodline_desc;[This.GetBestName] served as a Permanent Regent, and some say [This.GetSheHe] was the de facto ruler.;;;;;;;;;;;;;x
shogunate_bloodline;Blood of a Shogun;;;;;;;;;;;;;x
shogunate_bloodline_desc;[This.GetBestName] served as the Shogun for the Tenno, and some say [This.GetSheHe] was the de facto ruler.;;;;;;;;;;;;;x
independent_kiyohara_bloodline;Blood of the Kiyohara clan;;;;;;;;;;;;;x
independent_kiyohara_bloodline_desc;With the Imperial Court uninterested in Tohoku, the Kiyohara clan came to rule the region independently.;;;;;;;;;;;;;x
# Special
dragonslayer_bloodline;Dragonslayer Blood of [This.GetTitledFirstName];;;;;;;;;;;;;x
dragonslayer_bloodline_desc;[This.GetBestName] will forever be remembered as the one who killed dreaded Fredak, the Emperor of Embers.;;;;;;;;;;;;;x
treasure_fleet_invader_bloodline;Blood of [This.GetBestName];;;;;;;;;;;;;x
treasure_fleet_invader_bloodline_desc;[This.GetBestName] rose from being a modest commander assigned to the Treasure Fleet to being the ruler of an empire rivaling the Middle Kingdom itself.;;;;;;;;;;;;;x
hwarang_bloodline;Blood of [This.GetBestName];;;;;;;;;;;;;x
hwarang_bloodline_desc;[This.GetBestName] refounded the Hwarang after the Later Three Kingdoms period in Korea, a most impressive achievement.;;;;;;;;;;;;;x
the_very_best_bloodline;Champion Blood of [This.GetTitledFirstName];;;;;;;;;;;;;x
the_very_best_bloodline_desc;[This.GetTitledFirstName] successfully proved that [This.GetSheHe] was not only the best Warrior of the Rising Sun, but also a true champion.;;;;;;;;;;;;;x
# Divine Ancestry
divine_ancestry_bloodline_norse;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_norse_desc;The blood of the Aesir and the Vanir flows through the veins of [This.GetBestName] and [This.GetHerHis] descendants.;;;;;;;;;;;;;x
divine_ancestry_bloodline_tengri;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_tengri_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_baltic;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_baltic_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_slavic;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_slavic_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_finnish;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_finnish_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_west_african;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_west_african_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_zun;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_zun_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_bon;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_bon_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_chinese;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_chinese_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_korean;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
