PROV2326;Yung Ken;;;;;;;;;;;;;x
b_ken;Ken;;;;;;;;;;;;x
b_shangli;Shangli;;;;;;;;;;;;x
b_yazhou;Yazhoui;;;;;;;;;;;;x
b_wangyu;Wangyu;;;;;;;;;;;;x
b_dongla;Dongla;;;;;;;;;;;;x
b_jinfeng;Jingfeng;;;;;;;;;;;;x
b_daduhe;Daduhe;;;;;;;;;;;;x

PROV2177;Teng;;;;;;;;;;;;;x
b_teng;Teng;;;;;;;;;;;;x
b_hudie;Hudie;;;;;;;;;;;;x
b_xiaoniang;Xiaoniang;;;;;;;;;;;;x
b_shibiao;Shibiao;;;;;;;;;;;;x
b_luman;Luman;;;;;;;;;;;;x
b_daojia;Daojia;;;;;;;;;;;;x
b_zhoutou;Zhoutou;;;;;;;;;;;;x
b_banyan;Banyan;;;;;;;;;;;;x
b_xuanzhou;Xuanzhou;;;;;;;;;;;;x
b_chonghuan;Chonghuan;;;;;;;;;;;;x
PROV2179;Yingte;;;;;;;;;;;;;x
b_yingte;Yingte;;;;;;;;;;;;x
b_zhongshan;Zhongshan;;;;;;;;;;;;x
b_maba;Maba;;;;;;;;;;;;x
b_fengcai;Fengcai;;;;;;;;;;;;x
b_shaoyang;Shaoyang;;;;;;;;;;;;x
b_caoxi;Caoxi;;;;;;;;;;;;x
b_gufodongtian;Gufodongtian;;;;;;;;;;;;x
b_yinshan;Yinshan;;;;;;;;;;;;x
b_tongtianpo;Tongtianpo;;;;;;;;;;;;x
PROV2180;Liuzhou;;;;;;;;;;;;;x
b_thrim;Thrim;;;;;;;;;;;;x
b_bjenjang_thrim;Bjenjang Thrim;;;;;;;;;;;;x
b_zsjingkimzsih;Zsjingkimzsih;;;;;;;;;;;;x
b_lamsren;Lamsren;;;;;;;;;;;;x
b_thrimyengxhing;Thrimyengxhing;;;;;;;;;;;;x
b_thrimkuehjang;Thrimkuehjang;;;;;;;;;;;;x
b_ngiecjang;Ngiecjang;;;;;;;;;;;;x
b_hiangpiung;Hiangpiung;;;;;;;;;;;;x
PROV2181;Liu;;;;;;;;;;;;;x
b_maanshan;Maanshan;;;;;;;;;;;;x
b_qishi;Qishi;;;;;;;;;;;;x
b_jiangbin;Jiangbin;;;;;;;;;;;;x
b_panlongshan;Panlongshan;;;;;;;;;;;;x
b_yuanboyuan;Yuangboyuan;;;;;;;;;;;;x
b_feicui;Feicui;;;;;;;;;;;;x
b_esihan;Esihan;;;;;;;;;;;;x
PROV2182;Heng;;;;;;;;;;;;;x
b_heng;Heng;;;;;;;;;;;;x
b_jiulong;Jiulong;;;;;;;;;;;;x
b_buxingjie;Buxingjie;;;;;;;;;;;;x
b_fubo;Fubo;;;;;;;;;;;;x
b_liujing;Liujing;;;;;;;;;;;;x
PROV2183;Tui;;;;;;;;;;;;;x
b_tui;Tui;;;;;;;;;;;;x
b_wulong;Wulong;;;;;;;;;;;;x
b_qibainong;Qibainong;;;;;;;;;;;;x
b_dahuauao;Dahuauao;;;;;;;;;;;;x

PROV2184;Sunning;;;;;;;;;;;;;x
b_hoisan;Hoisan;;;;;;;;;;;;x
b_xiachuan;Xiachuan;;;;;;;;;;;;x
b_chuan;Chuan;;;;;;;;;;;;x
b_beifeng;Beifeng;;;;;;;;;;;;x
b_kangqiao;Kangquio;;;;;;;;;;;;x
b_lingyun;Lingyun;;;;;;;;;;;;x
b_fangjige;Fangjige;;;;;;;;;;;;x
PROV2185;Rong;;;;;;;;;;;;;x
b_xin;Xin;;;;;;;;;;;;x;;;;;;;;;;;
b_dakeng;Dakeng;;;;;;;;;;;;x;;;;;;;;;;;
b_so;So;;;;;;;;;;;;x;;;;;;;;;;;
b_cun;Cun;;;;;;;;;;;;x;;;;;;;;;;;
b_ tinhoheung;Tinhoheung;;;;;;;;;;;;x;;;;;;;;;;;
PROV2186;Xin;;;;;;;;;;;;;x;;;;;;;;;;;
b_xin;Xin;;;;;;;;;;;;x;;;;;;;;;;;
b_dakeng;Dakeng;;;;;;;;;;;;x;;;;;;;;;;;
b_so;So;;;;;;;;;;;;x;;;;;;;;;;;
b_cun;Cun;;;;;;;;;;;;x;;;;;;;;;;;
b_ tinhoheung;Tinhoheung;;;;;;;;;;;;x;;;;;;;;;;;
PROV2187;Heshan;;;;;;;;;;;;;x;;;;;;;;;;;
b_dongpo;Dongpo;;;;;;;;;;;;x;;;;;;;;;;;;
b_dayan;Dayan;;;;;;;;;;;;x;;;;;;;;;;;;
b_tangdi;Tangdi;;;;;;;;;;;;x;;;;;;;;;;;;
b_tiefu;Tiefu;;;;;;;;;;;;x;;;;;;;;;;;;
b_jiangmen;Jiangmen;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2188;Lien;;;;;;;;;;;;;x;;;;;;;;;;;;
b_guian;Guian;;;;;;;;;;;;x;;;;;;;;;;;;
b_tangdi;Tangdi;;;;;;;;;;;;x;;;;;;;;;;;;
b_hongda;;Honda;;;;;;;;;;;x;;;;;;;;;;;;
b_xinmin;Xinhui;;;;;;;;;;;;x;;;;;;;;;;;;
b_tongan;Tongan;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2189;Lei;;;;;;;;;;;;;x;;;;;;;;;;;;  
b_haikang;Haikang;;;;;;;;;;;;;x;;;;;;;;;;;;
b_zhanjiang;Zhanjiang;;;;;;;;;;;;;x;;;;;;;;;;;;
b_sanyuan;Sanyuan;;;;;;;;;;;;;x;;;;;;;;;;;;
b_yingli;Yingli;;;;;;;;;;;;;x;;;;;;;;;;;;
b_zhenwu;Zhenwu;;;;;;;;;;;;;x;;;;;;;;;;;;
b_gaoshan;Gaoshan;;;;;;;;;;;;;x;;;;;;;;;;;;
b_leizu;Leizu;;;;;;;;;;;;;x;;;;;;;;;;;;

PROV1848;Taan;;;;;;;;;;;;;x;;;;;;;;;;;; 
b_taan;Taan;;;;;;;;;;;;;x;;;;;;;;;;;;
b_fanzhuang;Fanzhuang;;;;;;;;;;;;;x;;;;;;;;;;;;
b_sujazhuang;Sujazhuang;;;;;;;;;;;;;x;;;;;;;;;;;;
b_jiashizhuang;Jiashizhuang;;;;;;;;;;;;;x;;;;;;;;;;;;

PROV1865;Fu;;;;;;;;;;;;;x;;;;;;;;;;;;
b_fu;Fu;;;;;;;;;;;;;x;;;;;;;;;;;;
b_nanhou;Nanhou;;;;;;;;;;;;;x;;;;;;;;;;;;
b_xichan;Xichan;;;;;;;;;;;;;x;;;;;;;;;;;;
b_anmin;Anmin;;;;;;;;;;;;;x;;;;;;;;;;;;
b_kaiyuan;Kaiyuan;;;;;;;;;;;;;x;;;;;;;;;;;;

PROV2160;Indian Ocean;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2161;Sunda Straights;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2162;Pulai Straights;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2163;Andaman Islands;;;;;;;;;;;;;x;;;;;;;;;;;; 
PROV2164;Bay of Bengal;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2323;Something;;;;;;;;;;;;;x
PROV2223;South China Sea;;;;;;;;;;;;;x
PROV2222;South China Sea;;;;;;;;;;;;;x
PROV2221;Natuna Sea;;;;;;;;;;;;;x
PROV2220;Inner Gulf of Siam;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2219;Outer Gulf of Siam;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2218;Eastern sea of Natuna;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2217;Northern sea of Malaysia;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2216;Pacific Ocean;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2215;Coast of Borneo;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2214;Java Sea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2213;Selat Karimata;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2212;Strait of Malacca;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2211;Malaysian Sea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2210;Coast of Sumatra;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2209;Eastern Andaman Sea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2208;Central Andaman Sea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2207;Mentawai Sea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2200;Pacific Ocean;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2322;Gulf of Leyte;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2224;Mekong Delta;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2225;Coast of Champa;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2226;Central Vietnam;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2227;Gulf of Tonkin;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2228;Paracel Islands;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2229;South China Sea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2230;Coast of Hainan;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2231;Pearl River Delta;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2232;East China Sea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2233;South China Sea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2234;Strait of Taiwan;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2235;Coast of East Taiwan;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2236;Coast of Fujian;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2237;Yangtze Delta;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2238;Yellow Sea South;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2239;Yellow Sea North;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2240;Bohai Bay;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2241;Ryukyu Islands;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2242;South Korean Coast;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2243;Coast of Kyushu;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2244;Japan Inland Sea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2245;East Coast of Japan;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2246;Coast of Hokkaido;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2247;East Korea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2248;North East Korea;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2249;Outer Manchuria;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2250;West Coast of Japan 1;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2251;West Coast of Japan 2;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2252;Sea of Japan;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2253;Coast of Brunei;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2254;Palawa Islands;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2255;Coast of Sadah;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2256;Coast of Visayas;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2257;Coast of Luzon;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2258;Tongle Sap;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2259;Taihu;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2260;Poyang;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2261;Dongting;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2262;Hongzhe;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2263;Khanka;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2264;Mekong;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2265;Mekong;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2266;Mekong;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2267;Mekong;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2268;Mekong;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2269;Pearl River;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2270;Pearl River;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2271;Yangtze;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2272;Yangtze;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2273;Yangtze;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2274;Yangtze;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2275;Huangdi;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2276;Huangdi;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2277;Huangdi;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2278;Huangdi;;;;;;;;;;;;;x;;;;;;;;;;;;
PROV2279;Thaton;;;;;;;;;;;;;x
PROV2280;Pathein;;;;;;;;;;;;;x
PROV2281;Mergui;;;;;;;;;;;;;x
PROV2282;Tavoy;;;;;;;;;;;;;x
PROV2283;Andaman;;;;;;;;;;;;;x
PROV2284;Pagan;;;;;;;;;;;;;x
PROV2285;Minbu;;;;;;;;;;;;;x
PROV2286;Kyaukse;;;;;;;;;;;;;x
PROV2287;Pyinsa;;;;;;;;;;;;;x
PROV2288;Thandwe;;;;;;;;;;;;;x
PROV2289;Tagaung;;;;;;;;;;;;;x
PROV2290;Bhamo;;;;;;;;;;;;;x
PROV2291;Halin;;;;;;;;;;;;;x
PROV2292;Thobal;;;;;;;;;;;;;x
PROV2293;Kale;;;;;;;;;;;;;x
PROV2294;Mong Yang;;;;;;;;;;;;;x
PROV2295;Kyaingtong;;;;;;;;;;;;;x
PROV2296;Mone;;;;;;;;;;;;;x
PROV2297;Thibaw;;;;;;;;;;;;;x
PROV2298;Mogaung;;;;;;;;;;;;;x
PROV2299;Theinni;;;;;;;;;;;;;x
PROV2300;Ngasaunggyan;;;;;;;;;;;;;x
PROV2301;Angkor;;;;;;;;;;;;;x
PROV2302;Banteay Srei;;;;;;;;;;;;;x
PROV2303;Roluos;;;;;;;;;;;;;x
PROV2304;Preah Vihear;;;;;;;;;;;;;x 
PROV2305;Phimai;;;;;;;;;;;;;x
PROV2306;Sri Thep;;;;;;;;;;;;;x
PROV2307;Sambor Prei Kuk;;;;;;;;;;;;;x
PROV2308;Vat Nokor;;;;;;;;;;;;;x
PROV2309;Prey Nokor;;;;;;;;;;;;;x
PROV2310;Oc Eo;;;;;;;;;;;;;x
PROV2311;Angkor Borei;;;;;;;;;;;;;x
PROV2312;Vyadhapura;;;;;;;;;;;;;x
PROV2313;Champassak;;;;;;;;;;;;;x
PROV2314;Strung Treng;;;;;;;;;;;;;x
PROV2315;Lavapura;;;;;;;;;;;;;x
PROV2316;U Thong;;;;;;;;;;;;;x
PROV2317;Nakhon Phatom;;;;;;;;;;;;;x
PROV2318;Ratchaburi;;;;;;;;;;;;;x
PROV2319;Petchaburi;;;;;;;;;;;;;x
PROV2320;Chaiya;;;;;;;;;;;;;x
PROV2321;Nakhon Si Thammarat;;;;;;;;;;;;;x
PROV2324;Mei;;;;;;;;;;;;;x

PROV2326;Yung ken;;;;;;;;;;;;;x
PROV2327;Suining;;;;;;;;;;;;;x
PROV2328;Chengdu;;;;;;;;;;;;;x
PROV2330;Tung-Chuan;;;;;;;;;;;;;x 
PROV2331;Chung-Ching;;;;;;;;;;;;;x 
PROV2332;Zin-Chou;;;;;;;;;;;;;x 
PROV2333;Pin;;;;;;;;;;;;;x 
PROV2334;Yao;;;;;;;;;;;;;x 
PROV2335;Ling;;;;;;;;;;;;;x 
PROV2336;Chin-Ning;;;;;;;;;;;;;x 
PROV2337;Chi;;;;;;;;;;;;;x 
PROV2338;Kuizhou;;;;;;;;;;;;;x 
PROV2339;Lichuan;;;;;;;;;;;;;x 
PROV2340;;;;;;;;;;;;;;x 
PROV2341;Chein-Chan;;;;;;;;;;;;;x 
PROV2342;Chein-Ning;;;;;;;;;;;;;x 
PROV2343;Chin;;;;;;;;;;;;;x 
PROV2344;Anching;;;;;;;;;;;;;x
PROV2345;Ying-Tien;;;;;;;;;;;;;x 
PROV2346;Honan;;;;;;;;;;;;;x 
PROV2347;Hsiching;;;;;;;;;;;;;x 
PROV2348;Chinam;;;;;;;;;;;;;x 
PROV2349;Huai-Yang;;;;;;;;;;;;;x
PROV2350;Jao;;;;;;;;;;;;;x 
d_khereid;Khereid;;;;;;;;;;;;;x
d_naiman;Naiman;;;;;;;;;;;;;x
b_tuerka;Tuerka;;;;;;;;;;;;;x
b_karakoram;Karakoram;;;;;;;;;;;;;x
b_bura2;Bura;;;;;;;;;;;;;x
b_ougadougou;Ougadougou;;;;;;;;;;;;;x
b_niani2;Niani;;;;;;;;;;;;;x
k_silla;Silla;;;;;;;;;;;;;x
k_baekje;Baekje;;;;;;;;;;;;;x
k_goguryeo;Goguryeo;;;;;;;;;;;;;x
b_siuhsren_drie2;Siuhsren Drie;;;;;;;;;;;;;x
b_chiengliu_theng;Chiengliu Theng;;;;;;;;;;;;;x
b_beppu;Beppu;;;;;;;;;;;;;x
b_kumamote;Kumamote;;;;;;;;;;;;;x
b_kokubuhinganjo;Kokubuhinganjo;;;;;;;;;;;;;x
b_nara;Nara;;;;;;;;;;;;;x
b_iga;Iga;;;;;;;;;;;;;x
b_chita2;Chita;;;;;;;;;;;;;x
b_toga-jinja;Toga Jinja;;;;;;;;;;;;;x
b_hariphunchai;Hariphunchai;;;;;;;;;;;;;x
b_maechedimai;Maechedimai;;;;;;;;;;;;;x
b_nak_honsawan;Nakhonsawan;;;;;;;;;;;;;x
b_chumtabong;Chumtabong;;;;;;;;;;;;;x
b_bankhapphuang;Bankhapphuang;;;;;;;;;;;;;x
b_hariharalaya;Hariharalaya;;;;;;;;;;;;;x
b_pohang2;Pohang;;;;;;;;;;;;;x
b_haman;Haman;;;;;;;;;;;;;x
b_ulryeong;Ulryeong;;;;;;;;;;;;;x
b_ganggye2;Kanggye;;;;;;;;;;;;;x
b_guseong;Kusong;;;;;;;;;;;;;x
b_kuju;Kuju;;;;;;;;;;;;;x
b_arau2;Arau;;;;;;;;;;;;;x
b_dungun;Dungun;;;;;;;;;;;;;x
b_busuanga;Busuanga;;;;;;;;;;;;;x
b_rizal2;Rizal;;;;;;;;;;;;;x
b_arca2;Arca;;;;;;;;;;;;;x
b_anjkladang;Anjkladang;;;;;;;;;;;;;x
b_vanthuy;Vanthuy;;;;;;;;;;;;;x
b_hoakhanhbac;Hoakhanhbac;;;;;;;;;;;;;x
b_sayan2;Sayan;;;;;;;;;;;;;x
b_niya2;Niya;;;;;;;;;;;;;x
b_kharkilik;Kharkilik;;;;;;;;;;;;;x
b_miram;Miram;;;;;;;;;;;;;x
b_tunhuang;Tunhuang;;;;;;;;;;;;;x
b_yarkand2;Yarkand;;;;;;;;;;;;;x
b_turfan2;Turfan;;;;;;;;;;;;;x
b_karasahr;Karasahr;;;;;;;;;;;;;x
b_tumux;Tumux;;;;;;;;;;;;;x
b_hotan;Hotan;;;;;;;;;;;;;x
d_missing_provinces_from_qinfeng;Missing Provinces from Qinfeng;;;;;;;;;;;;;x
d_missing_provinces_from_minamikyushu;Missing Provinces Minamikyushu;;;;;;;;;;;;;x
b_hyugo;Hyugo;;;;;;;;;;;;;x
k_annam;Annam;;;;;;;;;;;;;x
e_vietnam;Vietnam;;;;;;;;;;;;;x
d_hanoi;Hanoi;;;;;;;;;;;;;x
d_liu;Liu;;;;;;;;;;;;;x
c_wei;Wei;;;;;;;;;;;;;x
