#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_KO_014;Your men head to the village wall. Suddenly you hear a call. You run over to see the fearful figure hunched over the village walls. It is the tiger with a goat dripping from its mouth. The hunt has begun!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_014;After it!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_014;Archers Fire!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_014;Give me your bow.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_015;Your men head to the village wall. Suddenly you hear a savage cry and a scream. You run over to see a tiger trying to drag a teeming soldier into the night. The remaining soldiers look stricken with fear at such demon.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_015;Charge!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_015;Archers Fire!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_015;Let's get out of here!.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_016;You creep out your tent and you see the tiger next to the fire. It is trying to hook the roast piglet off the stake. You grab a standard from the earth. The Tiger continues to tear at the roast pork, trying to knock it off. It knocks off the grease pot and the brown taste spills on the tiger.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_016;Stab the tiger into the fire.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_016;Realistically this won't work.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_017;You are snuggled in your tent, warmed by your dogs, drifting to a well deserved rest when you hear a shuffling sound and a pot fall over.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_017;It is nothing;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_017;It seems someone still uses piss pots.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_017;I don't want to know what it is. Look how my dogs are all nervous.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_KO_017;It is the tiger coming to eat the remains of the roast. The fire is still alight. I will hatch a plan!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_018;You dance far too elegantly for the folk music. However your partner seems to enjoy the status of being with a great Wang. You lean in and tell her.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_018;Thank you for the dance.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_018;How would you like to live the life of royalty?;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_018;Your father looks passed out. Lead me discreetly to your reside..;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_019;Breathlessly she replies yes and you tell her to meet you by the gates in an hour. You wait. She arrives flustered in a cloak too long for her and you escort her to your tent. The pair of you spend the night exchanging vows and making love. You wake up, stretch and wake her up.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_019;It's time for you to go home.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_019;I will find you a husband.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_019;I make you a royal concubine.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_020;She tells you that she is planning on becoming a Shaman and appologizes, she doesn't want to be seen with a man now that the spirits and air are her master.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_020;Rats.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_020;We are quite in need of a Shaman in the palace.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_021;You breathe on her neck and she pushes you off. You sit down with your men and she signals you to follow her, which you do from a distance. She leads you to a small dwelling with pigs walking in and out the property. You grimince as you go inside and pray you don't get ill. You remove your clothing reluctantly and make tender affections to the maiden on the bedding.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_021;What a tigeress.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_022;Your archers line up and they shoot a volley at the slowing down tiger. The tiger runs off into the forest but is retrieved an hour later by aides following its trail of blood.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_022;The fur is mine.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_022;Hang up the tiger and sell its fur for the victim's families'.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_023;The archers shoot a volley and only one clefts the Tigers ear off. Most landind in the light thicket. It turns around and dashes.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_023;Drats!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_023;Fire a hopeful shot.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_023;Set up camp. We'll try again.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_024;You had little hope but it transpired that the heavens wanted that arrow to pierce the skull and land in the Tiger's cognation. Your men hail you as a master archer.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_024;All pluck, no luck.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_024;Thank heavens;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_025;Your archers line up and they shoot a volley at the tiger climbing up. The tiger scrambles despite the weight of arrows and makes it to the top before taking its final rest.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_025;The fur is mine.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_025;Hang up the tiger and promise to sell the proceeds of its fur to the victim's families'.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_026;The archers shoot a volley and only one clefts the Tigers ear off. Most pierce lanterns and are fixed on the wall. The tiger reaches the top.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_026;Drats!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_026;Fire a hopeful shot.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_027;You had little hope but it seems that the heavens wanted that arrow to pierce the behind of the tiger and unravel its organs. Your men hail you as a master archer.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_027;All pluck, no luck.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_027;Thank heavens;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_029;Your men attack the tiger and it kills one misfortunate. Fortunately the beast is overwhelmed by vengeful spears.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_029;Holy animal of the mountains my arse.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_029;Pay for a memorial.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_030;Your men surge in a wave and the tiger in an pale blur slays one misfortunate who carried a Dan-knife. Your men scatter leaving you alone with the tiger.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_030;Fight.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_030;Run away. I will leave you spirit of the mountains;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_031;You drink deep from the only metal cup in the village. You feel enabled to do anything.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_031;Climb a building.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_031;Dance with anyone;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_031;Accuse the elder of being the tiger;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_KO_031;List the glorious deeds of your ancestors;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_032;You climb a stocky hut, built out of logs and brown paste. Fortunately it doesn't have a paper screen so it is stable. You see your unfun subjects urging you to come down. After a near fall that you swear was improbable you reach the top. Safe at the top you scan the area and spot a tiger climbing the palisade.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_032;Tiger!.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_032;Observe the tiger from a birds eye view.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_033;Your men scramble to their feet and thanks to your drunken ingenuinity, shouted at your top voice, flank the tiger and spear it to death against the wall.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_033;I should lead like this more often..;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_034;The tiger tries to circle around you. You grab an abandoned spear and stab at the tiger. The tiger bleeds crimson drops and howls. After retreating so you can hear your heartbeats, the beast makes an ill decided lunge as you thrust with both hands. The spear goes cleanly through its neck. You run but the work is done.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_034;You men are cowards!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_034;Reap the praise.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_035;The tiger tries to circle around you. You grab a spear and stab at the tiger. The tiger bleeds crimson drops and growls. After retreating so you can hear your heartbeats, the beast makes lunge pushing your spear sideways. You scream as it's claws slice your body.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_035;Help!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_036;The tiger starts licking the fat off itself. You charge and stab the tiger who lets out a roar tumbling into the fire. It briefly looks like a normal tiger as the flames cover it and in it's pain it leaps into a tent. Your men come out in a disorganized mess and shorten the tiger's suffering.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_036;But the fur is ruined!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_036;Burning bright.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_037;You wait for a better opportunity but your dogs start barking. The tiger senses the soldiers waking and bounds off into the night sending fat splattering on some tents.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_037;I'm going to not tell anybody!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_038;You wait a few days arguing with your Marshal [Root.job_marshal.GetTitledFirstName] and come to realize one of you aren't cut out for tiger hunting.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_038;And it isn't me!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_039;You dance with a rather grithy lady.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_039;The best kind!.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_040;It is morning and you wake up pressed against the wall by flesh. You must reach your clothes before the public finds out.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_040;Help! Bodyguards!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_040;Lift her off you.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_041;You dance with an elderly lady.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_041;The best kind!.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_042;The elder introduces you to her daughter. Or what you believe based on her long hair.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_042;The best kind!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_043;You awake slowly to the sounds of birds chirping. You are rustled and you see the face of an emotional girl. "Get out of my parents bed before my father comes home and kills us all." She hisses. You look to your left and see an elderly woman unclothed.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_043;Please direct me to the door!.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_044;You awake slowly to the sounds of birds chirping. Light enters the room and you see a young woman asleep. You dress quietly and remember the tiger. On entering the next room you see her father tied up sleepless while her mother is asleep on their futon. Marshal [Root.job_marshal.GetTitledFirstName] is by the door looking unamused.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_044;Please direct me to the door!.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_045;You loudly accuse the elder of the village of being the tiger. You explain the more perverse aspects of his masterplan to a dwindling audience.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_045;Get the troops. Send him to jail!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_045;It is a figure of speech. The tiger is in all of us.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_045;I'm getting an early night.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_046;After digging a well concealed hole nothing of note happens for the rest of the day. You are waken up at four in the morning. [Root.job_marshal.GetTitledFirstName] says the tiger fell into your well disguised tiger trap this morning. She has been struggling to exit the earth.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_046;Let me throw a spear to its miserable head.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_046;Do you know the fable of the villager and tiger?;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_047;You observe the tiger make its way into the village and prowl into a henhouse. The commotion is silenced by the commemoration. You notice how satisifed it is as it makes its way up the ineffective palisade.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_047;I will strive to be like the tiger!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_047;You can be chicken and be eaten.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_048;Suddenly on the perimeter. You hear a horn. The tiger is spot and riding closer you see its gastly form fearlessly approaching the village. What do you want to do?;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_048;Fill it with arrows.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_048;Set the dogs on it. We can't run down this hill;;;;;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_KO_049;After a week your soldiers return with the beast's fur. They claim they gave the meat to the starving villagers. The fur is luxurious and will make its impression on foreign dignitaries.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_049;Great endevor men!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_049;It was mine! Send these so called heroes to work in the mines.;Quanzhen, the fulfilled virtue.;Le Quanzhen, vertu remplies.;Quanzhen, das erfüllt Tugend.;;Quanzhen, virtud cumplido.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_049;Make a portrait of me killing the tiger. Frame it with jade.;;;;;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_KO_051;Walking through your court one day you see [Root.job_spiritual.GetTitledFirstName] bent over a woodern table practicing caligraphy. You wait for a bow to your magnificance but in naught as [Root.job_spiritual.GetTitledFirstName] practices "Ka", the character for family, combining the pigs with the roof. Suddenly you are struck by the irony that your commoners who live with the pigs have no clue how to even form this symbol.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_051;Let us make an experiment!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_051;I love your style sonsengnim!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_051;This had better result in something I can enjoy!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_052;You gather some peasants, some levy soldiers and invite some city people to your estate. You present [Root.job_spiritual.GetTitledFirstName] with the heavy task of teaching them the heavenly radicals and to read. You will come back in a month to check on the progress.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_052;I am a generous god.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_053;"It was a failure Wang-shi". You had almost forgotten about the experiment but on return [Root.job_spiritual.GetTitledFirstName] informed you everyone but one peasant had failed to learn the 200 common characters. This student had performed to [Root.job_spiritual.GetTitledFirstName]'s expectations who wants to bring him back to the court.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_053;Let them do the enterance exam.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_053;An untouchable?!?!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_053;A steady hand and handsome? Of course!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_054;"It was a failure Wang-shi". You had almost forgotten about the experiment but on return [Root.job_spiritual.GetTitledFirstName] informed you everyone but one peasant had failed to learn the 200 common characters. This student had performed to [Root.job_spiritual.GetTitledFirstName]'s expectations who wants to bring her back to the court.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_054;Let them do the enterance exam.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_054;An untouchable?!?!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_054;She's an untouchable. Only I get to touch her;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_055;You eagerly returned a day early to see a tale of two classes. The city students had learned roughly half of the characters; the rice paddy fielders had learned barely forty on average. What [Root.job_spiritual.GetTitledFirstName] found striking was that many ignored the basic characters and focused on the radicals and complex characters. "I think it is because they are rebelious. What is your conclusion?";;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_055;Proof bloodline purity makes for far smarter people.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_055;We need to make an academy for the clever city folk.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_055;The students didn't learn the characters they already had a word for. We should use an alphabet like the Japanese and seal all the foreign ideas to Han characters.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_KO_055;These foreign characters take too long to learn ...;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_056;You have recieved a suprise delegation from ________. Understanding you are determined to reform the language ______ suggests you only use your new script for grammatical principles (e.g. the, a, of).;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_056;Limit the new alphabet to grammar;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_056;Promise the alphabet will be only used for all native words.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_056;I seem to have went too far. I will write an appology to the nobles.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_KO_056;You misunderstand me. I only intended to coin a handful of new chinese characters.;;;;;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_KO_057;You have decided to reform the ancestrial language. After restless nights you have decided.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_057;To select 30 Han characters and use them as letters.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_057;To adapt Budhist scripts from the South Seas ;;;;;;;;;;;;;x;;;;;;;;;;;
EVTOPTC_KO_057;To send a delegation into the steppies. Find out how they communicate;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_KO_057;To create your own language;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_058;You choose 30 Han characters that your people have come to associate with certain sounds. You've drawn inspiration from past names of original dynasties.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_058;This should work.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_058;I should just give up.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_059;You have summoned a Guru. For several weeks he teaches you the languages of india. ;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_059;This is way out.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_059;These innovations in writing could give us ways to express any consonant and vowel!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_KO_059;These new innovations could be coupled into syllable blocks to retain the structure of our Han vocabulary;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_KO_059;This is the way out;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_060;You focus so much in learning the new alphabet that you notice you're in need of time to do other tasks. This experiment with regret should be closed.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_KO_060;At least I can now quote the Sutras in their purest form.;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_KO_060;Delegate tasks I must persist!;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_KO_061;After compromise and assistance from your Guru you fashion an alphabet that works. There is no need for memorising strange letter combinations like 'B-ae-k-j-e'. How it is said, it is written. For the first time you print the word for "I".;;;;;;;;;;;;;x;;;;;;;;;;;;
