bogomilist_opinion;[bogomilist.GetName] Opinion;Opinion [bogomilist.GetName];[bogomilist.GetName]e Meinung;;Parecer [bogomilist.GetName];;;;;;;;;x
iconoclast_opinion;[iconoclast.GetName] Opinion;Opinion [iconoclast.GetName];[iconoclast.GetName]e Meinung;;Parecer [iconoclast.GetName];;;;;;;;;x
monothelite_opinion;[monothelite.GetName] Opinion;Opinion [monothelite.GetName];[monothelite.GetName]e Meinung;;Parecer [monothelite.GetName];;;;;;;;;x
paulician_opinion;[paulician.GetName] Opinion;Opinion [paulician.GetName];[paulician.GetName]e Meinung;;Parecer [paulician.GetName];;;;;;;;;x
miaphysite_opinion;[miaphysite.GetName] Opinion;Opinion [miaphysite.GetName];[miaphysite.GetName]e Meinung;;Parecer [miaphysite.GetName];;;;;;;;;x
monophysite_opinion;[monophysite.GetName] Opinion;Opinion [monophysite.GetName];[monophysite.GetName]e Meinung;;Parecer [monophysite.GetName];;;;;;;;;x
nestorian_opinion;[nestorian.GetName] Opinion;Opinion [nestorian.GetName];[nestorian.GetName]e Meinung;;Parecer [nestorian.GetName];;;;;;;;;x
messalian_opinion;[messalian.GetName] Opinion;Opinion [messalian.GetName];[messalian.GetName]e Meinung;;Parecer [messalian.GetName];;;;;;;;;x

hindu_opinion;[hindu.GetName] Opinion;Opinion [hindu.GetName];[hindu.GetName]e Meinung;;Parecer [hindu.GetName];;;;;;;;;x
buddhist_opinion;[buddhist.GetName] Opinion;Opinion [buddhist.GetName];[buddhist.GetName]e Meinung;;Parecer [buddhist.GetName];;;;;;;;;x
jain_opinion;[jain.GetName] Opinion;Opinion [jain.GetName];[jain.GetName]e Meinung;;Parecer [jain.GetName];;;;;;;;;x
taoist_opinion;[taoist.GetName] Opinion;Opinion [taoist.GetName];[taoist.GetName]e Meinung;;Parecer [taoist.GetName];;;;;;;;;x
confucian_opinion;[confucian.GetName] Opinion;Opinion [confucian.GetName];[confucian.GetName]e Meinung;;Parecer [confucian.GetName];;;;;;;;;x
shinto_opinion;[shinto.GetName] Opinion;Opinion [shinto.GetName];[shinto.GetName]e Meinung;;Parecer [shinto.GetName];;;;;;;;;x
shugendo_opinion;[shugendo.GetName] Opinion;Opinion [shugendo.GetName];[shugendo.GetName]e Meinung;;Parecer [shugendo.GetName];;;;;;;;;x
koshin_opinion;[koshin.GetName] Opinion;Opinion [koshin.GetName];[koshin.GetName]e Meinung;;Parecer [koshin.GetName];;;;;;;;;x
kejawen_opinion;[kejawen.GetName] Opinion;Opinion [kejawen.GetName];[kejawen.GetName]e Meinung;;Parecer [kejawen.GetName];;;;;;;;;x

ibadi_opinion;[ibadi.GetName] Opinion;Opinion [ibadi.GetName];[ibadi.GetName]e Meinung;;Opinión [ibadi.GetName];;;;;x
kharijite_opinion;[kharijite.GetName] Opinion;Opinion [kharijite.GetName];[kharijite.GetName]e Meinung;;Opinión [kharijite.GetName];;;;;x
shiite_opinion;[shiite.GetName] Opinion;Opinion [shiite.GetName];[shiite.GetName]e Meinung;;Opinión [shiite.GetName];;;;;x
druze_opinion;[druze.GetName] Opinion;Opinion [druze.GetName];[druze.GetName]e Meinung;;Opinión [druze.GetName];;;;;x
hurufi_opinion;[hurufi.GetName] Opinion;Opinion [hurufi.GetName];[hurufi.GetName]e Meinung;;Opinión [hurufi.GetName];;;;;x
qarmatian_opinion;[qarmatian.GetName] Opinion;Opinion [qarmatian.GetName];[qarmatian.GetName]e Meinung;;Parecer [qarmatian.GetName];;;;;x
sunni_opinion;[sunni.GetName] Opinion;Opinion [sunni.GetName];[sunni.GetName]e Meinung;;Opinión [sunni.GetName];;;;;x
yazidi_opinion;[yazidi.GetName] Opinion;Opinion [yazidi.GetName];[yazidi.GetName]e Meinung;;Opinión [yazidi.GetName];;;;;x
zikri_opinion;[zikri.GetName] Opinion;Opinion [zikri.GetName];[zikri.GetName]e Meinung;;Opinión [zikri.GetName];;;;;x

aztec_opinion;[aztec_pagan_reformed.GetName] Opinion;Opinion [aztec_pagan_reformed.GetName];[aztec_pagan_reformed.GetName]e Meinung;;Parecer [aztec_pagan_reformed.GetName];;;;;;;;;x
aztec_pagan_reformed_opinion;Reformed [aztec_pagan_reformed.GetName] Opinion;Opinion [aztec_pagan_reformed.GetName] réformée;Reformierte [aztec_pagan_reformed.GetName]e Meinung;;Parecer [aztec_pagan_reformed.GetName] reformado;;;;;;;;;x
baltic_pagan_opinion;[baltic_pagan.GetName] Opinion;Opinion [baltic_pagan.GetName];[baltic_pagan.GetName]e Meinung;;Parecer [baltic_pagan.GetName];;;;;;;;;x
baltic_pagan_reformed_opinion;Reformed [baltic_pagan_reformed.GetName] Opinion;Opinion [baltic_pagan_reformed.GetName] réformée;Reformierte [baltic_pagan_reformed.GetName]e Meinung;;Parecer [baltic_pagan_reformed.GetName] reformado;;;;;;;;;x
bon_pagan_opinion;[bon_pagan.GetName] Opinion;Opinion [bon_pagan.GetName];[bon_pagan.GetName]e Meinung;;Parecer [bon_pagan.GetName];;;;;;;;;x
bon_pagan_reformed_opinion;Reformed [bon_pagan_reformed.GetName] Opinion;Opinion [bon_pagan_reformed.GetName] réformée;Reformierte [bon_pagan_reformed.GetName]e Meinung;;Parecer [bon_pagan_reformed.GetName] reformado;;;;;;;;;x
finnish_pagan_opinion;[finnish_pagan.GetName] Opinion;Opinion [finnish_pagan.GetName];[finnish_pagan.GetName]e Meinung;;Parecer [finnish_pagan.GetName];;;;;;;;;x
finnish_pagan_reformed_opinion;Reformed [finnish_pagan_reformed.GetName] Opinion;Opinion [finnish_pagan_reformed.GetName] réformée;Reformierte [finnish_pagan_reformed.GetName]e Meinung;;Parecer [finnish_pagan_reformed.GetName] reformado;;;;;;;;;x
hellenic_pagan_opinion;[hellenic_pagan.GetName] Opinion;Opinion [hellenic_pagan.GetName];[hellenic_pagan.GetName]e Meinung;;Parecer [hellenic_pagan.GetName];;;;;;;;;x
hellenic_pagan_reformed_opinion;Reformed [hellenic_pagan_reformed.GetName] Opinion;Opinion [hellenic_pagan_reformed.GetName] réformée;Reformierte [hellenic_pagan_reformed.GetName]e Meinung;;Parecer [hellenic_pagan_reformed.GetName] reformado;;;;;;;;;x
norse_pagan_opinion;[norse_pagan.GetName] Opinion;Opinion [norse_pagan.GetName];[norse_pagan_reformed.GetName]e Meinung;;Parecer [norse_pagan_reformed.GetName];;;;;;;;;x
norse_pagan_reformed_opinion;Reformed [norse_pagan_reformed.GetName] Opinion;Opinion [norse_pagan_reformed.GetName] réformée;Reformierte [norse_pagan_reformed.GetName]e Meinung;;Parecer [norse_pagan_reformed.GetName] reformado;;;;;;;;;x
slavic_pagan_opinion;[slavic_pagan.GetName] Opinion;Opinion [slavic_pagan.GetName];[slavic_pagan.GetName]e Meinung;;Parecer [slavic_pagan.GetName];;;;;;;;;x
slavic_pagan_reformed_opinion;Reformed [slavic_pagan_reformed.GetName] Opinion;Opinion [slavic_pagan_reformed.GetName] réformée;Reformierte [slavic_pagan_reformed.GetName]e Meinung;;Parecer [slavic_pagan_reformed.GetName] reformado;;;;;;;;;x
tengri_pagan_opinion;[tengri_pagan.GetName] Opinion;Opinion [tengri_pagan.GetName];[tengri_pagan.GetName]e Meinung;;Parecer [tengri_pagan.GetName] reformado;;;;;;;;;x
tengri_pagan_reformed_opinion;Reformed [tengri_pagan_reformed.GetName] Opinion;Opinion [tengri_pagan_reformed.GetName] réformée;Reformierte [tengri_pagan_reformed.GetName]e Meinung;;Parecer [tengri_pagan_reformed.GetName] reformado;;;;;;;;;x
west_african_pagan_opinion;[west_african_pagan.GetName] Opinion;Opinion [west_african_pagan.GetName];[west_african_pagan.GetName]e Meinung;;Parecer [west_african_pagan.GetName] reformado;;;;;;;;;x
west_african_pagan_reformed_opinion;Reformed [west_african_pagan_reformed.GetName] Opinion;Opinion [west_african_pagan_reformed.GetName] réformée;Reformierte [west_african_pagan_reformed.GetName]e Meinung;;Parecer [west_african_pagan_reformed.GetName] reformado;;;;;;;;;x
zun_pagan_opinion;[zun_pagan.GetName] Opinion;Opinion [zun_pagan.GetName];[zun_pagan.GetName]e Meinung;;Parecer [zun_pagan.GetName] reformado;;;;;;;;;x
zun_pagan_reformed_opinion;Reformed [zun_pagan_reformed.GetName] Opinion;Opinion [zun_pagan_reformed.GetName] réformée;Reformierte [zun_pagan_reformed.GetName]e Meinung;;Parecer [zun_pagan_reformed.GetName] reformado;;;;;;;;;x
pagan_opinion;[pagan.GetName] Opinion;Opinion [pagan.GetName];[pagan.GetName]e Meinung;;Parecer [pagan.GetName] reformado;;;;;;;;;x

ainu_pagan_opinion;[ainu_pagan.GetName] Opinion;Opinion [ainu_pagan.GetName];[ainu_pagan.GetName]e Meinung;;Parecer [ainu_pagan.GetName] reformado;;;;;;;;;x
ainu_pagan_reformed_opinion;Reformed [ainu_pagan_reformed.GetName] Opinion;Opinion [ainu_pagan_reformed.GetName] réformée;Reformierte [ainu_pagan_reformed.GetName]e Meinung;;Parecer [ainu_pagan_reformed.GetName] reformado;;;;;;;;;x
andamanese_pagan_opinion;[andamanese_pagan.GetName] Opinion;Opinion [andamanese_pagan.GetName];[andamanese_pagan.GetName]e Meinung;;Parecer [andamanese_pagan.GetName] reformado;;;;;;;;;x
andamanese_pagan_reformed_opinion;Reformed [andamanese_pagan_reformed.GetName] Opinion;Opinion [andamanese_pagan_reformed.GetName] réformée;Reformierte [andamanese_pagan_reformed.GetName]e Meinung;;Parecer [andamanese_pagan_reformed.GetName] reformado;;;;;;;;;x
bai_pagan_opinion;[bai_pagan.GetName] Opinion;Opinion [bai_pagan.GetName];[bai_pagan.GetName]e Meinung;;Parecer [bai_pagan.GetName] reformado;;;;;;;;;x
bai_pagan_reformed_opinion;Reformed [bai_pagan_reformed.GetName] Opinion;Opinion [bai_pagan_reformed.GetName] réformée;Reformierte [bai_pagan_reformed.GetName]e Meinung;;Parecer [bai_pagan_reformed.GetName] reformado;;;;;;;;;x
bamar_pagan_opinion;[bamar_pagan.GetName] Opinion;Opinion [bamar_pagan.GetName];[bamar_pagan.GetName]e Meinung;;Parecer [bamar_pagan.GetName] reformado;;;;;;;;;x
bamar_pagan_reformed_opinion;Reformed [bamar_pagan_reformed.GetName] Opinion;Opinion [bamar_pagan_reformed.GetName] réformée;Reformierte [bamar_pagan_reformed.GetName]e Meinung;;Parecer [bamar_pagan_reformed.GetName] reformado;;;;;;;;;x
batak_pagan_opinion;[batak_pagan.GetName] Opinion;Opinion [batak_pagan.GetName];[batak_pagan.GetName]e Meinung;;Parecer [batak_pagan.GetName] reformado;;;;;;;;;x
batak_pagan_reformed_opinion;Reformed [batak_pagan_reformed.GetName] Opinion;Opinion [batak_pagan_reformed.GetName] réformée;Reformierte [batak_pagan_reformed.GetName]e Meinung;;Parecer [batak_pagan_reformed.GetName] reformado;;;;;;;;;x
chinese_pagan_opinion;[chinese_pagan.GetName] Opinion;Opinion [chinese_pagan.GetName];[chinese_pagan.GetName]e Meinung;;Parecer [chinese_pagan.GetName] reformado;;;;;;;;;x
chinese_pagan_reformed_opinion;Reformed [chinese_pagan_reformed.GetName] Opinion;Opinion [chinese_pagan_reformed.GetName] réformée;Reformierte [chinese_pagan_reformed.GetName]e Meinung;;Parecer [chinese_pagan_reformed.GetName] reformado;;;;;;;;;x
dayak_pagan_opinion;[dayak_pagan.GetName] Opinion;Opinion [dayak_pagan.GetName];[dayak_pagan.GetName]e Meinung;;Parecer [dayak_pagan.GetName] reformado;;;;;;;;;x
dayak_pagan_reformed_opinion;Reformed [dayak_pagan_reformed.GetName] Opinion;Opinion [dayak_pagan_reformed.GetName] réformée;Reformierte [dayak_pagan_reformed.GetName]e Meinung;;Parecer [dayak_pagan_reformed.GetName] reformado;;;;;;;;;x
dusun_pagan_opinion;[dusun_pagan.GetName] Opinion;Opinion [dusun_pagan.GetName];[dusun_pagan.GetName]e Meinung;;Parecer [dusun_pagan.GetName] reformado;;;;;;;;;x
dusun_pagan_reformed_opinion;Reformed [dusun_pagan_reformed.GetName] Opinion;Opinion [dusun_pagan_reformed.GetName] réformée;Reformierte [dusun_pagan_reformed.GetName]e Meinung;;Parecer [dusun_pagan_reformed.GetName] reformado;;;;;;;;;x
inca_pagan_opinion;[inca_pagan.GetName] Opinion;Opinion [inca_pagan.GetName];[inca_pagan.GetName]e Meinung;;Parecer [inca_pagan.GetName] reformado;;;;;;;;;x
inca_pagan_reformed_opinion;Reformed [inca_pagan_reformed.GetName] Opinion;Opinion [inca_pagan_reformed.GetName] réformée;Reformierte [inca_pagan_reformed.GetName]e Meinung;;Parecer [inca_pagan_reformed.GetName] reformado;;;;;;;;;x
jurchen_pagan_opinion;[jurchen_pagan.GetName] Opinion;Opinion [jurchen_pagan.GetName];[jurchen_pagan.GetName]e Meinung;;Parecer [jurchen_pagan.GetName] reformado;;;;;;;;;x
jurchen_pagan_reformed_opinion;Reformed [jurchen_pagan_reformed.GetName] Opinion;Opinion [jurchen_pagan_reformed.GetName] réformée;Reformierte [jurchen_pagan_reformed.GetName]e Meinung;;Parecer [jurchen_pagan_reformed.GetName] reformado;;;;;;;;;x
korean_pagan_opinion;[korean_pagan.GetName] Opinion;Opinion [korean_pagan.GetName];[korean_pagan.GetName]e Meinung;;Parecer [korean_pagan.GetName] reformado;;;;;;;;;x
korean_pagan_reformed_opinion;Reformed [korean_pagan_reformed.GetName] Opinion;Opinion [korean_pagan_reformed.GetName] réformée;Reformierte [korean_pagan_reformed.GetName]e Meinung;;Parecer [korean_pagan_reformed.GetName] reformado;;;;;;;;;x
maian_pagan_opinion;[maian_pagan.GetName] Opinion;Opinion [maian_pagan.GetName];[maian_pagan.GetName]e Meinung;;Parecer [maian_pagan.GetName] reformado;;;;;;;;;x
maian_pagan_reformed_opinion;Reformed [maian_pagan_reformed.GetName] Opinion;Opinion [maian_pagan_reformed.GetName] réformée;Reformierte [maian_pagan_reformed.GetName]e Meinung;;Parecer [maian_pagan_reformed.GetName] reformado;;;;;;;;;x
melanesian_pagan_opinion;[melanesian_pagan.GetName] Opinion;Opinion [melanesian_pagan.GetName];[melanesian_pagan.GetName]e Meinung;;Parecer [melanesian_pagan.GetName] reformado;;;;;;;;;x
melanesian_pagan_reformed_opinion;Reformed [melanesian_pagan_reformed.GetName] Opinion;Opinion [melanesian_pagan_reformed.GetName] réformée;Reformierte [melanesian_pagan_reformed.GetName]e Meinung;;Parecer [melanesian_pagan_reformed.GetName] reformado;;;;;;;;;x
miao_pagan_opinion;[miao_pagan.GetName] Opinion;Opinion [miao_pagan.GetName];[miao_pagan.GetName]e Meinung;;Parecer [miao_pagan.GetName] reformado;;;;;;;;;x
miao_pagan_reformed_opinion;Reformed [miao_pagan_reformed.GetName] Opinion;Opinion [miao_pagan_reformed.GetName] réformée;Reformierte [miao_pagan_reformed.GetName]e Meinung;;Parecer [miao_pagan_reformed.GetName] reformado;;;;;;;;;x
minahasan_pagan_opinion;[minahasan_pagan.GetName] Opinion;Opinion [minahasan_pagan.GetName];[minahasan_pagan.GetName]e Meinung;;Parecer [minahasan_pagan.GetName] reformado;;;;;;;;;x
minahasan_pagan_reformed_opinion;Reformed [minahasan_pagan_reformed.GetName] Opinion;Opinion [minahasan_pagan_reformed.GetName] réformée;Reformierte [minahasan_pagan_reformed.GetName]e Meinung;;Parecer [minahasan_pagan_reformed.GetName] reformado;;;;;;;;;x
minangkabau_pagan_opinion;[minangkabau_pagan.GetName] Opinion;Opinion [minangkabau_pagan.GetName];[minangkabau_pagan.GetName]e Meinung;;Parecer [minangkabau_pagan.GetName] reformado;;;;;;;;;x
minangkabau_pagan_reformed_opinion;Reformed [minangkabau_pagan_reformed.GetName] Opinion;Opinion [minangkabau_pagan_reformed.GetName] réformée;Reformierte [minangkabau_pagan_reformed.GetName]e Meinung;;Parecer [minangkabau_pagan_reformed.GetName] reformado;;;;;;;;;x
nivkh_pagan_opinion;[nivkh_pagan.GetName] Opinion;Opinion [nivkh_pagan.GetName];[nivkh_pagan.GetName]e Meinung;;Parecer [nivkh_pagan.GetName] reformado;;;;;;;;;x
nivkh_pagan_reformed_opinion;Reformed [nivkh_pagan_reformed.GetName] Opinion;Opinion [nivkh_pagan_reformed.GetName] réformée;Reformierte [nivkh_pagan_reformed.GetName]e Meinung;;Parecer [nivkh_pagan_reformed.GetName] reformado;;;;;;;;;x
ryukyuan_pagan_opinion;[ryukyuan_pagan.GetName] Opinion;Opinion [ryukyuan_pagan.GetName];[ryukyuan_pagan.GetName]e Meinung;;Parecer [ryukyuan_pagan.GetName] reformado;;;;;;;;;x
ryukyuan_pagan_reformed_opinion;Reformed [ryukyuan_pagan_reformed.GetName] Opinion;Opinion [ryukyuan_pagan_reformed.GetName] réformée;Reformierte [ryukyuan_pagan_reformed.GetName]e Meinung;;Parecer [ryukyuan_pagan_reformed.GetName] reformado;;;;;;;;;x
sanamahi_pagan_opinion;[sanamahi_pagan.GetName] Opinion;Opinion [sanamahi_pagan.GetName];[sanamahi_pagan.GetName]e Meinung;;Parecer [sanamahi_pagan.GetName] reformado;;;;;;;;;x
sanamahi_pagan_reformed_opinion;Reformed [sanamahi_pagan_reformed.GetName] Opinion;Opinion [sanamahi_pagan_reformed.GetName] réformée;Reformierte [sanamahi_pagan_reformed.GetName]e Meinung;;Parecer [sanamahi_pagan_reformed.GetName] reformado;;;;;;;;;x
sundanese_pagan_opinion;[sundanese_pagan.GetName] Opinion;Opinion [sundanese_pagan.GetName];[sundanese_pagan.GetName]e Meinung;;Parecer [sundanese_pagan.GetName] reformado;;;;;;;;;x
sundanese_pagan_reformed_opinion;Reformed [sundanese_pagan_reformed.GetName] Opinion;Opinion [sundanese_pagan_reformed.GetName] réformée;Reformierte [sundanese_pagan_reformed.GetName]e Meinung;;Parecer [sundanese_pagan_reformed.GetName] reformado;;;;;;;;;x
tai_pagan_opinion;[tai_pagan.GetName] Opinion;Opinion [tai_pagan.GetName];[tai_pagan.GetName]e Meinung;;Parecer [tai_pagan.GetName] reformado;;;;;;;;;x
tai_pagan_reformed_opinion;Reformed [tai_pagan_reformed.GetName] Opinion;Opinion [tai_pagan_reformed.GetName] réformée;Reformierte [tai_pagan_reformed.GetName]e Meinung;;Parecer [tai_pagan_reformed.GetName] reformado;;;;;;;;;x
taiwanese_pagan_opinion;[taiwanese_pagan.GetName] Opinion;Opinion [taiwanese_pagan.GetName];[taiwanese_pagan.GetName]e Meinung;;Parecer [taiwanese_pagan.GetName] reformado;;;;;;;;;x
taiwanese_pagan_reformed_opinion;Reformed [taiwanese_pagan_reformed.GetName] Opinion;Opinion [taiwanese_pagan_reformed.GetName] réformée;Reformierte [taiwanese_pagan_reformed.GetName]e Meinung;;Parecer [taiwanese_pagan_reformed.GetName] reformado;;;;;;;;;x
viet_pagan_opinion;[viet_pagan.GetName] Opinion;Opinion [viet_pagan.GetName];[viet_pagan.GetName]e Meinung;;Parecer [viet_pagan.GetName] reformado;;;;;;;;;x
viet_pagan_reformed_opinion;Reformed [viet_pagan_reformed.GetName] Opinion;Opinion [viet_pagan_reformed.GetName] réformée;Reformierte [viet_pagan_reformed.GetName]e Meinung;;Parecer [viet_pagan_reformed.GetName] reformado;;;;;;;;;x
yi_pagan_opinion;[yi_pagan.GetName] Opinion;Opinion [yi_pagan.GetName];[yi_pagan.GetName]e Meinung;;Parecer [yi_pagan.GetName] reformado;;;;;;;;;x
yi_pagan_reformed_opinion;Reformed [yi_pagan_reformed.GetName] Opinion;Opinion [yi_pagan_reformed.GetName] réformée;Reformierte [yi_pagan_reformed.GetName]e Meinung;;Parecer [yi_pagan_reformed.GetName] reformado;;;;;;;;;x
zhuang_pagan_opinion;[zhuang_pagan.GetName] Opinion;Opinion [zhuang_pagan.GetName];[zhuang_pagan.GetName]e Meinung;;Parecer [zhuang_pagan.GetName] reformado;;;;;;;;;x
zhuang_pagan_reformed_opinion;Reformed [zhuang_pagan_reformed.GetName] Opinion;Opinion [zhuang_pagan_reformed.GetName] réformée;Reformierte [zhuang_pagan_reformed.GetName]e Meinung;;Parecer [zhuang_pagan_reformed.GetName] reformado;;;;;;;;;x

zoroastrian_opinion;[zoroastrian_group.GetGroupName] Opinion;Opinion [zoroastrian_group.GetGroupName];[zoroastrian_group.GetGroupName]e Meinung;;Parecer [zoroastrian_group.GetGroupName];;;;;;;;;x
mazdaki_opinion;[mazdaki_group.GetGroupName] Opinion;Opinion [mazdaki_group.GetGroupName];[mazdaki_group.GetGroupName]e Meinung;;Parecer [mazdaki_group.GetGroupName];;;;;;;;;x
manichaean_opinion;[manichaean_group.GetGroupName] Opinion;Opinion [manichaean_group.GetGroupName];[manichaean_group.GetGroupName]e Meinung;;Parecer [manichaean_group.GetGroupName];;;;;;;;;x
khurmazta_opinion;[khurmazta_group.GetGroupName] Opinion;Opinion [khurmazta_group.GetGroupName];[khurmazta_group.GetGroupName]e Meinung;;Parecer [khurmazta_group.GetGroupName];;;;;;;;;x

# Softcoded religion group clergy opinion
christian_church_opinion;[christian.GetGroupName] Church Opinion;Opinion du clergé [christian.GetGroupName];[christian.GetGroupName]e Kirchenmeinung;;Parecer de la iglesia [christian.GetGroupName];;;;;;;;;x
indian_group_church_opinion;[indian_group.GetGroupName] Church Opinion;Opinion du clergé [indian_group.GetGroupName];[indian_group.GetGroupName]e Kirchenmeinung;;Parecer de la iglesia [indian_group.GetGroupName];;;;;;;;;x
jewish_group_church_opinion;[jewish_group.GetGroupName] Church Opinion;Opinion du clergé [jewish_group.GetGroupName];[jewish_group.GetGroupName]e Kirchenmeinung;;Parecer de la iglesia [jewish_group.GetGroupName];;;;;;;;;x
muslim_church_opinion;[muslim.GetGroupName] Church Opinion;Opinion du clergé [muslim.GetGroupName];[muslim.GetGroupName]e Kirchenmeinung;;Parecer de la iglesia [muslim.GetGroupName];;;;;;;;;x
pagan_group_church_opinion;[pagan_group.GetGroupName] Church Opinion;Opinion du clergé [pagan_group.GetGroupName];[pagan_group.GetGroupName]e Kirchenmeinung;;Parecer de la iglesia [pagan_group.GetGroupName];;;;;;;;;x
zoroastrian_group_church_opinion;[zoroastrian_group.GetGroupName] Church Opinion;Opinion du clergé [zoroastrian_group.GetGroupName];[zoroastrian_group.GetGroupName]e Kirchenmeinung;;Parecer de la iglesia [zoroastrian_group.GetGroupName];;;;;;;;;x

# Softcoded culture group modifiers
altaic_opinion;[altaic.GetGroupName] Opinion;Opinion [altaic.GetGroupName];[altaic.GetGroupName]e Meinung;;Parecer [altaic.GetGroupName];;;;;;;;;x
andamanese_group_opinion;[andamanese_group.GetGroupName] Opinion;Opinion [andamanese_group.GetGroupName];[andamanese_group.GetGroupName]e Meinung;;Parecer [andamanese_group.GetGroupName];;;;;;;;;x
andean_opinion;[andean.GetGroupName] Opinion;Opinion [andean.GetGroupName];[andean.GetGroupName]e Meinung;;Parecer [andean.GetGroupName];;;;;;;;;x
arabic_opinion;[arabic.GetGroupName] Opinion;Opinion [arabic.GetGroupName];[arabic.GetGroupName]e Meinung;;Parecer [arabic.GetGroupName];;;;;;;;;x
baltic_opinion;[baltic.GetGroupName] Opinion;Opinion [baltic.GetGroupName];[baltic.GetGroupName]e Meinung;;Parecer [baltic.GetGroupName];;;;;;;;;x
bornean_opinion;[bornean.GetGroupName] Opinion;Opinion [bornean.GetGroupName];[bornean.GetGroupName]e Meinung;;Parecer [bornean.GetGroupName];;;;;;;;;x
burmese_opinion;[burmese.GetGroupName] Opinion;Opinion [burmese.GetGroupName];[burmese.GetGroupName]e Meinung;;Parecer [burmese.GetGroupName];;;;;;;;;x
byzantine_opinion;[byzantine.GetGroupName] Opinion;Opinion [byzantine.GetGroupName];[byzantine.GetGroupName]e Meinung;;Parecer [byzantine.GetGroupName];;;;;;;;;x
celtic_opinion;[celtic.GetGroupName] Opinion;Opinion [celtic.GetGroupName];[celtic.GetGroupName]e Meinung;;Parecer [celtic.GetGroupName];;;;;;;;;x
