king_female_cham;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;x
title_ruler_consort_cham;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;x
title_ruler_consort_female_cham;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;x
title_queen_mother_cham;Maharajamata;Maharajamata;Maharajamata;Maharajamata;Maharajamata;Maharajamata;Maharajamata;Maharajamata;Maharajamata;Maharajamata;Maharajamata;Maharajamata;Maharajamata;x
kingdom_of_cham;Rashtra of;Rashtra of;Rashtra of;Rashtra of;Rashtra of;Rashtra of;Rashtra of;Rashtra of;Rashtra of;Rashtra of;Rashtra of;Rashtra of;Rashtra of;x
kingdom_cham;Rashtra;Rashtra;Rashtra;Rashtra;Rashtra;Rashtra;Rashtra;Rashtra;Rashtra;Rashtra;Rashtra;Rashtra;Rashtra;x
city_king_cham;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;x
city_king_female_cham;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;x
city_title_ruler_consort_cham;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;Uparika;x
city_title_ruler_consort_female_cham;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;Uparikini;x
city_title_queen_mother_cham;Uparikamata;Uparikamata;Uparikamata;Uparikamata;Uparikamata;Uparikamata;Uparikamata;Uparikamata;Uparikamata;Uparikamata;Uparikamata;Uparikamata;Uparikamata;x
city_kingdom_of_cham;Bhukti of;Bhukti of;Bhukti of;Bhukti of;Bhukti of;Bhukti of;Bhukti of;Bhukti of;Bhukti of;Bhukti of;Bhukti of;Bhukti of;Bhukti of;x
city_kingdom_cham;Bhukti;Bhukti;Bhukti;Bhukti;Bhukti;Bhukti;Bhukti;Bhukti;Bhukti;Bhukti;Bhukti;Bhukti;Bhukti;x
duke_cham;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;x
duke_female_cham;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;x
duke_title_ruler_consort_cham;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;x
duke_title_ruler_consort_female_cham;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;x
duchy_of_cham;Kshetra of;Kshetra of;Kshetra of;Kshetra of;Kshetra of;Kshetra of;Kshetra of;Kshetra of;Kshetra of;Kshetra of;Kshetra of;Kshetra of;Kshetra of;x
duchy_cham;Kshetra;Kshetra;Kshetra;Kshetra;Kshetra;Kshetra;Kshetra;Kshetra;Kshetra;Kshetra;Kshetra;Kshetra;Kshetra;x
city_duke_cham;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;x
city_duke_female_cham;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;x
city_duke_title_ruler_consort_cham;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;Vishayapati;x
city_duke_title_ruler_consort_female_cham;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;Vishayapatni;x
city_duchy_of_cham;Vishaya of;Vishaya of;Vishaya of;Vishaya of;Vishaya of;Vishaya of;Vishaya of;Vishaya of;Vishaya of;Vishaya of;Vishaya of;Vishaya of;Vishaya of;x
city_duchy_cham;Vishaya;Vishaya;Vishaya;Vishaya;Vishaya;Vishaya;Vishaya;Vishaya;Vishaya;Vishaya;Vishaya;Vishaya;Vishaya;x
count_cham;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;x
count_female_cham;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;x
count_title_ruler_consort_cham;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;x
count_title_ruler_consort_female_cham;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;x
county_of_cham;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;x
county_cham;Thikana;Thikana;Thikana;Thikana;Thikana;Thikana;Thikana;Thikana;Thikana;Thikana;Thikana;Thikana;Thikana;x
city_count_cham;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;x
city_count_female_cham;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;x
city_count_title_ruler_consort_cham;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;Ayuktaka;x
city_count_title_ruler_consort_female_cham;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;Ayuktakini;x
city_county_of_cham;Vithi of;Vithi of;Vithi of;Vithi of;Vithi of;Vithi of;Vithi of;Vithi of;Vithi of;Vithi of;Vithi of;Vithi of;Vithi of;x
city_county_cham;Vithi;Vithi;Vithi;Vithi;Vithi;Vithi;Vithi;Vithi;Vithi;Vithi;Vithi;Vithi;Vithi;x
baron_cham;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;x
baron_female_cham;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;x
baron_title_ruler_consort_cham;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;Nayaka;x
baron_title_ruler_consort_female_cham;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;Nayakini;x
barony_of_cham;Pattaka of;Pattaka of;Pattaka of;Pattaka of;Pattaka of;Pattaka of;Pattaka of;Pattaka of;Pattaka of;Pattaka of;Pattaka of;Pattaka of;Pattaka of;x
barony_cham;Pattaka;Pattaka;Pattaka;Pattaka;Pattaka;Pattaka;Pattaka;Pattaka;Pattaka;Pattaka;Pattaka;Pattaka;Pattaka;x
city_baron_cham;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;x
city_baron_female_cham;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;x
city_baron_title_ruler_consort_cham;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;Puramukhya;x
city_baron_title_ruler_consort_female_cham;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;Puramukhyini;x
city_barony_of_cham;Pura of;Pura of;Pura of;Pura of;Pura of;Pura of;Pura of;Pura of;Pura of;Pura of;Pura of;Pura of;Pura of;x
city_barony_cham;Pura;Pura;Pura;Pura;Pura;Pura;Pura;Pura;Pura;Pura;Pura;Pura;Pura;x
title_regent_cham;Rajasthaniya;Rajasthaniya;Rajasthaniya;Rajasthaniya;Rajasthaniya;Rajasthaniya;Rajasthaniya;Rajasthaniya;Rajasthaniya;Rajasthaniya;Rajasthaniya;Rajasthaniya;Rajasthaniya;x
title_prince_cham;Rajkumara;Rajkumara;Rajkumara;Rajkumara;Rajkumara;Rajkumara;Rajkumara;Rajkumara;Rajkumara;Rajkumara;Rajkumara;Rajkumara;Rajkumara;x
title_prince_female_cham;Rajkumari;Rajkumari;Rajkumari;Rajkumari;Rajkumari;Rajkumari;Rajkumari;Rajkumari;Rajkumari;Rajkumari;Rajkumari;Rajkumari;Rajkumari;x
job_chancellor_cham;Videshadhikari;Videshadhikari;Videshadhikari;Videshadhikari;Videshadhikari;Videshadhikari;Videshadhikari;Videshadhikari;Videshadhikari;Videshadhikari;Videshadhikari;Videshadhikari;Videshadhikari;x
job_marshal_cham;Senadhipati;Senadhipati;Senadhipati;Senadhipati;Senadhipati;Senadhipati;Senadhipati;Senadhipati;Senadhipati;Senadhipati;Senadhipati;Senadhipati;Senadhipati;x
job_treasurer_cham;Karanadhikari;Karanadhikari;Karanadhikari;Karanadhikari;Karanadhikari;Karanadhikari;Karanadhikari;Karanadhikari;Karanadhikari;Karanadhikari;Karanadhikari;Karanadhikari;Karanadhikari;x
job_spymaster_cham;Antaradhikari;Antaradhikari;Antaradhikari;Antaradhikari;Antaradhikari;Antaradhikari;Antaradhikari;Antaradhikari;Antaradhikari;Antaradhikari;Antaradhikari;Antaradhikari;Antaradhikari;x
job_spiritual_cham;Purohita;Purohita;Purohita;Purohita;Purohita;Purohita;Purohita;Purohita;Purohita;Purohita;Purohita;Purohita;Purohita;x
