#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
acehnese;Acehnese;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
uighur;Uyghur;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
khitan;Khitan;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
tangut;Tangut;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
semitic_group;Semitic;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
assyrian;Assyrian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nepalese;Nepalese;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kashmiri;Kashmiri;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mon;Mon;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
saka;Saka;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
tocharian_group;Tocharian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
tocharian;Tocharian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
min;Min;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dayak;Dayak;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
yi;Yi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
qiang;Qiang;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
tujia;Tujia;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
she;She;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
count_tagalog;Lakan;Lakan;;;;;;;;;;;;x
###########RELIGIONS##########
legalist;Legalist;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
legalist_DESC;The School of Law or Legalism doctrine was formulated by Li Kui, Shang Yang (d. 338 BC), Han Feizi (d. 233 BC), and Li Si (d. 208 BC), who maintained that human nature was incorrigibly selfish, accordingly, the only way to preserve the social order was to impose discipline from above, and to see to a strict enforcement of laws. The Legalists exalted the state above all, seeking its prosperity and martial prowess over the welfare of the common people. Defining features in-game:\n§Y*§! No religious head\n§Y*§! All the chinese states can subjugate other chinese rulers freely\n§Y*§! The Chinese rulers have a special casus belli "imperial reconquest" on each territory of the de jure empire of China.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
HAN_FEIZI;Book of Han Feizi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PROPHET_MOZI;Mozi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
MOZI;Book of Mozi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mohist;Mohist;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mohist_DESC;Mohism was developed by followers of Mozi (also referred to as Mo Di, 470–c.391 BC). Mohism was seen as a major rival of Confucianism in the period of the Hundred Schools of Thought. Its philosophy rested on the idea of universal love: Mozi believed that "everyone is equal before heaven", and that people should seek to imitate heaven by engaging in the practice of collective love. Defining features in-game:\n§Y*§! No religious head\n§Y*§! All the chinese states can subjugate other chinese rulers freely\n§Y*§! Pacifist religion, no kind of holy war available\n§Y*§! The Chinese rulers have a special casus belli "imperial reconquest" on each territory of the de jure empire of China.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
chinese_group;Chinese;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
neoconfucian;Neo-Confucian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
neoconfucian_DESC;Neo-Confucianism was an attempt to create a more rationalist and secular form of Confucianism by rejecting superstitious and mystical elements of Daoism and Buddhism that had influenced Confucianism during and after the Han Dynasty. Although the Neo-Confucianists were critical of Daoism and Buddhism, the two did have a great influence on the philosophy, and the Neo-Confucianists borrowed terms and concepts from both. However, unlike the Buddhists and Daoists, who saw metaphysics as a catalyst for spiritual development, religious enlightenment, and immortality, the Neo-Confucianists used metaphysics as a guide for developing a rationalist ethical philosophy. Neo-Confucianism can be the new confucian orthodoxy of the Chinese Empire. Defining features in-game:\n§Y*§! No religious head\n§Y*§! All the chinese states can subjugate other chinese rulers freely\n§Y*§! Pacifist religion, no kind of holy war available\n§Y*§! The Chinese rulers have a special casus belli "imperial reconquest" on each territory of the de jure empire of China.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
confucian;Confucian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
confucian_DESC;Confucianism is an ethical and philosophical system, on occasion described as a religion, developed from the teachings of the Chinese philosopher Confucius. Confucianism originated as an "ethical-sociopolitical teaching" during the Spring and Autumn Period, but later developed metaphysical and cosmological elements in the Han Dynasty. Defining features in-game:\n§Y*§! No religious head\n§Y*§! All the chinese states can subjugate other chinese rulers freely\n§Y*§! Pacifist religion, no kind of holy war available\n§Y*§! The Chinese rulers have a special casus belli "imperial reconquest" on each territory of the de jure empire of China.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
taoist;Taoist;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
taoist_DESC;Taoism, or Daoism, is a philosophical, ethical, and religious tradition of Chinese origin that emphasizes living in harmony with the Tao (also romanized as Dao). The term Tao means "way", "path" or "principle", Tao denotes something that is both the source and the driving force behind everything that exists. Institutionalized forms, however, evolved over time in the shape of a number of different schools. Taoist schools traditionally feature reverence for Laozi, immortals or ancestors, along with a variety of divination and exorcism rituals, and practices for achieving ecstasy, longevity or immortality. Defining features in-game:\n§Y*§! No religious head\n§Y*§! All the chinese states can subjugate other chinese rulers freely\n§Y*§! Pacifist religion, no kind of holy war available\n§Y*§! The Chinese rulers have a special casus belli "imperial reconquest" on each territory of the de jure empire of China.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
zoroastrian_group;Iranian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
melanesian_pagan;Austronesian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
melanesian_pagan_DESC;Austronesia is the vast oceanic region which stretches from Madagascar to Taiwan to New Zealand. Encompassing both scattered archipelagos and major landmasses, Austronesia - derived from the Latin australis,'southern',and Greek nesos,'island' - is used primarily as a linguistic term, designating a family of languages spoken by peoples with a shared heritage. They developed a unified pattern of religion characterised by mortuary rites, headhunting and agrarian rituals of the annual calendar, culminating in a post-harvest festival often sexual in nature.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
melanesian_pagan_reformed;Austronesian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
melanesian_pagan_reformed_DESC;Austronesia is the vast oceanic region which stretches from Madagascar to Taiwan to New Zealand. Encompassing both scattered archipelagos and major landmasses, Austronesia - derived from the Latin australis,'southern',and Greek nesos,'island' - is used primarily as a linguistic term, designating a family of languages spoken by peoples with a shared heritage. They developed a unified pattern of religion characterised by mortuary rites, headhunting and agrarian rituals of the annual calendar, culminating in a post-harvest festival often sexual in nature. Now the austronesian religion is re-organized in a church.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
gnostic_group;Gnostic;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mandean;Mandaean;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mandean_DESC;Mandaeism s a gnostic religion, (Aramaic manda means "knowledge," as does Greek gnosis) with a strongly dualistic worldview. Its adherents, the Mandaeans, revere Adam, Abel, Seth, Enosh, Noah, Shem, Aram and especially John the Baptist, but reject Abraham, Moses and Jesus of Nazareth. According to most scholars, Mandaeans migrated from the Southern Levant to Mesopotamia in the first centuries CE, and are of pre-Arab and pre-Islamic origin. They are Semites and speak a dialect of Eastern Aramaic known as Mandaic. They may well be related to the "Nabateans of Iraq" who were pagan, Aramaic-speaking indigenous pre-Arab and pre-Islamic inhabitants of southern Iraq.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kaharingan;Kaharingan;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kaharingan_DESC;Kaharingan, is a folk religion professed in Borneo. The word Kaharingan means life, and this belief system includes a concept of a supreme deity—although this may be the result of the need to conform to the idea of "One Supreme God" (Ketuhanan yang Maha Esa), Hindu-Javanese influence can be seen in this religion, and many people views it as a form of Hinduism. The main festival of Kaharingan is the Tiwah festival, which lasts for thirty days, and involves the sacrifice many animals like buffaloes, cows, pigs, and chickens as offerings to the Supreme God.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
shenist;Shenist;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
shenist_DESC;The Chinese folk religion or Chinese traditional religion, is the collection of grassroots ethnic religious traditions of the Han Chinese, or the indigenous religion of China. Chinese folk religion primarily consists in the worship of the shen ( "gods", "spirits", "awarenesses", "consciousnesses", "archetypes", literally "expressions", the energies that generate things and make them thrive) which can be nature deities, city deities or tutelary deities of other human agglomerations, national deities, cultural heroes and demigods, ancestors and progenitors, deities of the kinship. Holy narratives regarding some of these gods are codified into the body of Chinese mythology. Another name of this complex of religions is Chinese Universism, especially referring to its intrinsic metaphysical perspective.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_HAIYE;Haiyê Qadmayê;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_MANDA;Manda d-Haiyê;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_TIAN;Tian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_QI;Qi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_HUANGDI;Shin Huangdi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_SON_OF_THE_DRAGON;Son of the Dragon;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_MAZU;Mazu;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_TUDI_GONG;Tudi Gong;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_YANDI;Yandi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_SHENNONG;Shennong;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_PANGU;Pangu;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_CAISHEN;Caishen;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_HEAVEN;The Heaven;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
SOURCE_OF_ALL_BEINGS;Source oh All Beings;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RUHA;Ruha;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
MU;Mu;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
sindo;Muist;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
sindo_DESC;Korean shamanism, also known as Muism  is the ethnic religion of Korea and the Koreans. Muism goes back to pre-historic times, thus it pre-dates the introduction of Buddhism and Confucianism, and the influence of Taoism, in Korea. Central to the faith is the belief in Haneullim or Hwanin, meaning "source of all being" and of all gods of nature, the utmost god or the supreme mind.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_HANEULLIM;Haneullim;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_HWANIN;Hwanin;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_HEAVENLY_KING;Heavenly King;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_HOLY_MOTHER;Holy Mother;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_DANGUN;Dangun;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_TRINITY;The Trinity;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THAN;Mieu;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
thanist;Thanist;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
thanist_DESC;Vietnamese folk religion or Vietnamese indigenous religion also called Thanism is the ethnic religion of the Vietnamese people, The Vietnamese folk religion shows a great quantity of similarities with southern Chinese folk religion. Vietnamese folk religion is not an organized religious system, but a set of local worship traditions devoted to the than, a term which can be translated as "spirits", "gods" or with the more exhaustive locution "generative powers". These gods can be nature deities, or national, community or kinship tutelary deities or ancestral gods, and the ancestral gods of a specific family. Ancestry gods are often deified heroic persons. Vietnamese mythology preserves narratives telling of the action of many of the cosmic gods and cultural heroes.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_LINH;Linh;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_LINH_HIEN;Linh Hien;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LINH_HUNG;Linh Hung;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DUONG;Duong;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AM;Am;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
WU;Wu;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ELECTED;Elect;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
STAT_PIETY_PURITY;Purity;Purity;;;;;;;;;;;;x
STAT_PIETY_DESC_PURITY;The purity is used as a synonym for chastity and piety in an individual, a man with greater purity is a man who lives on the path of Light. A man considered pure will have the appreciation of his head of religion and his most religious vassals.;Purity;;;;;;;;;;;;x
THE_GREAT_TREASURE;The book of the Great Treasure;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
MANI_POPE;Yamag;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CHINA_EMP;Huángdì;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
yazidi_DESC;The Yazidi are mostly Kurdish-speaking people who adhere to a branch of Iranian religions that blends elements of Mithraism, pre-Islamic Mesopotamian/Assyrian religious traditions, Christianity and Islam. Their faith is extremely old, but only in the 12th century Islamic Sufi doctrine Introduced to the area by Sheikh Adi ibn Musafir and was merged to their worship. Yazidis believe that God created the world and left seven angels in charge, the chief of whom is the Peacock Angel, Malek Taus or Shaytan, a being usually identified by Christians and Muslims as Satan. Defining features in-game:\n§Y*§! The Yazidi Sheikhdom is held by a secular ruler, and can cease to exist.\n§Y*§! The Yazidi Sheikh can subjugate other Yazidi rulers freely\n§Y*§! The Yazidi Sheikh can declare great holy war\n§Y*§! Yazidi rulers can - and are expected to have - multiple wives\n§Y*§! Temple Holdings can be held by anyone without penalty\n§Y*§! Rulers can marry close kin to improve vassal opinion;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
manichean_DESC;Manichaeism is a Gnostic religion founded by the alleged prophet Mani who was put to death by the Sassanid Shahanshah Bahram I in 277. His 'Religion of Light' incorporated elements of Christianity, Zoroastrianism, Buddhism and Gnosticism. \n§Y*§! Can search illumination \n§Y*§! Rulers can declare Holy Wars ;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LAMA;Lama;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DALAI_LAMA;Dalai Lama;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
HIGH_SHAM;High Shaman;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
########################DECISIONS########################
repair_great_wall;Repair the Great Wall;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
repair_great_wall_desc;The Great Wall of China is a series of fortifications made of stone, brick, tamped earth, wood, and other materials, generally built along an east-to-west line across the historical northern borders of China in part to protect the Chinese Empire or its prototypical states against intrusions by various nomadic groups or military incursions by various warlike peoples or forces. repair this barrier will provide a great deal of prestige to a ruler, but it is also a huge expense. In any case, the nature of the Great Wall makes it fragile, and other repairs will be needed in the future.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
create_neoconfucianism;Supports the neo-Confucian thought;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
create_neoconfucianism_desc;Support the neo-Confucian thought would put an end to religious problems in the empire: the neo-Confucian thought syncretizes elements of Taoism, Confucianism and Buddhism, according to the slogan "The three masters are one!", in this way the empire will get again religious unity, lost since the time of the Han Dynasty.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
convert_to_taoism;Convert to Taoism;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
convert_to_taoism_desc;Taoism is a very interesting school of thinking. why do not you be introduced to its mysteries and teachings?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
convert_to_confucianism;Convert to Confucianism;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
convert_to_confucianism_desc;Confucianism is the path that every Chinese should follow! I should immediately start doing it, my ancestors and the heavenly Emperor would be proud of me.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
chinese_convert_to_buddhism;Convert to Buddhism;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
chinese_convert_to_buddhism_desc;Buddhism is an ancient religion that comes from distant India. It would be right to follow the path of Buddha and groped to reach enlightenment?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
chinese_has_not_converted;Has not already converted;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
find_eunuch;Find Eunuch;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
find_eunuch_desc;Eunuchs were very important for any eastern ruler, and many families castrate their children specifically in hopes of finding a better future for them. Why do not start to looking for one of them?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
manichean_pilgrimage;Start a pilgrimage;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
manichean_pilgrimage_desc;Starting a pilgrimage was considered an act of great piety by any Manichean.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
pilgrimage_to_babylon;Pilgrimage to Babylon;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
observe_bema_festival;Organize Bema festival;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
observe_bema_festival_desc;The bema is the most important festival for the Manicheans. After a long time of fasting, having celebrated with songs and prayers the ascension of the light particle of Mani, now is the time to go to confession all together, and celebrate with music and ritual gestures.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
observe_losar_festival;Organize Losar festival;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
observe_losar_festival_desc;Losar is the Tibetan word for "new year". "lo" holds the semantic field "year, age"; "sar" holds the semantic field "new, fresh". Losar is the most important holiday in all the tibetan cultures.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
create_xia;Found the Xia state;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
create_xia_desc;The Tangut people is now powerful  enough to require official recognition as a sovereign state.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
restore_china;Restore the Chinese Empire;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
restore_china_desc;Is time to restore the unity of the Tianxia.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
create_jin;Found the Jin state;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
create_jin_desc;The jurchen people is now powerful  enough to require official recognition as a sovereign state.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
####################ARMIES############
RETTYPE_CUL_SUOTH_EST_ASIA;War Elephants;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RETTYPE_CUL_POLYNESIA;Polynesian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RETTYPE_CUL_CHINA;Chinese Army;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RETTYPE_CUL_JAPAN;Samurai;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RETTYPE_CUL_AINU;Emushi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RETTYPE_CUL_TIBET;Tibetan Warriors;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###################EVENTS####################
EVTNAME1000182073;Rumors of invasion.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC1000182073;We are the current rulers of the ancient and mysterious steppes of Inner Mongolia. It is said that this place is inhabited by gods, the worst of the demons, spirits ... wild beasts, and one of the strongest people of the earth. We had been warned to not challenge the rough climate and the fierce tribes of the region, it seems that now, driven northward because of our expansion, a powerful Khan has brought together the various tribes, and is preparing to take back the lands of his ancestors...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA1000182073;They will be repelled!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME1000182075;End of the scourge.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC1000182075;The land of the mongols is now in the rightful hands... the great horde goes so slowly dispersing, the various chiefs and the tribes, they return to occupy their space, their pastures, their immense plains, the peaks of their mountains, their deserts ... Could this be a warning, no one can subdue the land of Mongolia.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA1000182075;They will be repelled!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME1000182071;Work Begins.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC1000182071;The work at Great Wall began. Many are sent to the border, this large use of manpower is an additional expense for our empire. To complete the work will require at least ten years.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA1000182071;Make it better has ever been!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME1000182072;The work is done!.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC1000182072;The Great Wall was finally repaired! anyone can admire this magnificent work. The barbarous nations will bow down before the greatness of the emperor.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA1000182072;My work is finally done.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTB1000182072;My ancestors will be proud.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTC1000182072;Impressive!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTOOLTIP1000182048;The eternal peace.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME1000182048;The right choice.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC1000182048;Now that the Neo-Confucian thought is supported by the state as the official doctrine of the Celestial Empire, many thinkers emerge in every part of the Tianxia, and spread their ideas by printing codes and volumes of philosophy. The empire finally can live an era of peace and stability.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA1000182048;Lixué or Dàoxué.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTOOLTIP1000182046;We shall look into greatness!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME1000182046;The Xia state is born!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC1000182046;Now we are recognized for all purposes as a powerful and rich sovereign state ... but the rise has only just begun.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA1000182046;Eternal life to Xia!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTOOLTIP1000182047;We shall look into greatness!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME1000182047;The Jin state is born!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC1000182047;Now we are recognized for all purposes as a powerful and rich sovereign state ... but the rise has only just begun.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA1000182047;Eternal life to Jin!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME1000182040;China has risen again;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTOOLTIP1000182040;All our efforts must focus on this;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC1000182040;A dark age is over, the Heavenly Empire has risen again, under a new and powerful dynasty, and is now ready to accompany all the peoples of the four corners of the world into a new era of peace, prosperity and justice.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA1000182040;Eternal life to China!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC1000182001;Some eunuchs approaches your court, willing to offer their services. It's the time to submit their to the keju, the examination for the selection of the most valid elements.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTE_1000182001;Find a Guan Shi (learning);FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182001;Find a Guan Cóng (intrigue);FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTB_1000182001;Find a Guan Shàng (stewardship);FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTC_1000182001;Find a Guan Shàngshàng (diplomacy);FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTC_1000182001;Find a military leader!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182000;The prophet Mani was a great traveler, why do not imitate his example? it's time to go on a pilgrimage to visit one of the places blessed by the presence of one of the messengers of the Light.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182000;To Jerusalem!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTB_1000182000;To Babylon!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182002;I will go to Babylon, place of the life of the Prophet Mani.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182002;I will start making travel plans.;Je vais commencer à préparer mon voyage.;Ich bereite jetzt meine Reisepläne vor;;Comenzaré los planes del viaje.;;;;;;;;;x
EVTNAME_1000182003;Babylon;Antioche;Antiochia;;Antioquía;;;;;;;;;x
